#id zspec zflag zphotz ra dec mag_sel
827580 0.5325 3.5 0.556 149.557251 2.134584 20.94
831064 0.7191 4.5 0.72 150.236389 2.351906 21.12
827589 9.9999 0 1.213 149.555603 2.245714 22.12
827723 9.9999 0 0.84 149.520569 2.276819 21.94
825658 0.3056 3.5 0.32 149.945496 2.275202 20.86
827771 0.9895 9.5 0.881 149.50618 2.275153 22.18
827940 0.5361 1.1 0.277 149.463089 2.242646 22.27
827943 1.0094 9.5 0.998 149.462189 2.283788 22.03
825460 0.6293 2.5 0.632 149.98587 2.200643 21.7
826367 0.2267 4.5 0.221 149.802017 2.28519 21.28
825464 0.6773 2.5 0.632 149.984909 2.179969 20.94
825482 9.9999 20 0.01 149.980759 2.214326 18.85
826698 0.709 4.5 0.69 149.732452 2.239609 22.15
826711 9.9999 20 0.506 149.730927 2.283628 22.35
826900 0.516 3.5 0.529 149.69664 2.166538 21.38
826902 1.0301 1.5 1.018 149.696564 2.161862 22.42
825931 0.6315 4.5 0.583 149.889053 2.231069 21.63
825444 0.5436 1.1 0.13 149.989243 2.287608 22.3
825446 0.2753 4.5 0.24 149.989059 2.226077 21.82
825466 0.6772 3.5 0.69 149.984726 2.143095 20.49
826012 0 4.4 0.212 149.874298 2.174576 20.07
826036 0.2626 1.5 0.29 149.870071 2.238597 21.28
826045 0.7894 3.5 0.812 149.86821 2.218661 21.44
826047 0.7421 2.5 0.711 149.868088 2.238655 21.49
825956 0.7046 3.5 0.681 149.885315 2.288933 21.51
825543 0.426 3.5 0.394 149.968246 2.234606 21.01
825545 0.7026 4.5 0.644 149.967453 2.283386 21.44
825556 0 3.4 -1 149.965652 2.269282 16.26
826109 0.6435 3.5 0.615 149.854477 2.188299 21.88
825945 0.2201 3.5 0.197 149.886902 2.263402 18.66
826020 0.283 3.5 0.32 149.872879 2.261462 19.29
826023 0.9508 2.5 0.988 149.872528 2.162082 21.99
826110 0.6445 2.5 0.628 149.85408 2.180008 21.88
826031 0.3439 4.5 0.35 149.871292 2.159297 19.51
826282 0.3816 4.5 0.405 149.818558 2.280596 21.61
825602 0 22.4 0.127 149.957581 2.257402 21.56
825808 0.3255 3.5 0.3 149.912872 2.254428 20.37
825603 0.7041 3.5 0.728 149.957489 2.257939 22.35
825607 9.9999 0 0.303 149.95697 2.244533 22.37
825612 0.4801 4.5 0.48 149.956131 2.188926 21.86
826913 9.9999 0 0.529 149.694977 2.154511 22.48
826099 0.1859 3.5 0.212 149.85611 2.179289 21.4
826125 0.6584 4.5 0.673 149.851334 2.151994 21.15
826127 0.1859 1.5 0.197 149.850922 2.241941 21.3
826136 9.9999 0 0.477 149.849213 2.20363 22.22
826140 0.1233 4.5 0.136 149.848007 2.206838 20.61
826147 0.3255 3.5 0.326 149.847336 2.204201 19.28
825655 0.3418 3.5 0.346 149.945999 2.23175 22.4
825664 0.6876 4.5 0.711 149.941971 2.173222 20.72
825991 0.9755 3.5 1.013 149.879486 2.142523 22.47
826053 0.8406 2.5 0.715 149.867081 2.23409 22.19
825824 0.2518 3.5 0.258 149.910126 2.152319 19.93
826152 9.9999 0 0.669 149.846832 2.229024 22.42
826154 1.1731 9.5 1.142 149.846542 2.224404 22.44
826155 9.9999 0 1.75 149.846512 2.194975 22.41
825919 0.5512 4.5 0.564 149.89241 2.156402 22.36
826337 0.3548 3.5 0.35 149.806442 2.157599 20.93
825736 0.8495 2.5 0.785 149.92514 2.211504 21.83
825758 0.3593 2.5 0.346 149.920441 2.290219 21.67
825977 9.9999 0 0.905 149.881195 2.242044 22.48
826922 0.529 4.5 0.533 149.692383 2.190304 20.24
826190 0.3805 3.5 0.384 149.840729 2.286616 21.68
830061 0.5946 2.5 0.673 150.424438 2.337956 22.36
826192 9.9999 0 0.881 149.840378 2.164115 22.33
826194 0.9326 3.5 0.826 149.839645 2.13083 22
826231 0 4.4 0.013 149.831253 2.27676 16.7
826234 0.3729 3.5 0.401 149.830536 2.160132 19.08
841410 0.5443 1.5 0.556 149.625885 2.589145 21.34
826236 0.3725 3.5 0.38 149.829224 2.267022 19.71
826247 0.5365 1.1 0.274 149.826797 2.149916 20
825794 0.7712 2.5 0.891 149.914963 2.251225 22.4
826057 0.7919 3.5 0.72 149.866257 2.264253 22.43
826083 0.8961 4.5 0.881 149.859497 2.163263 21.92
826117 9.9999 0 0.929 149.853363 2.199271 22.4
826261 0.3779 4.5 0.377 149.824295 2.265357 20.01
826262 0.3059 4.5 0.363 149.824234 2.240837 20.81
826507 0.3536 4.5 0.377 149.776138 2.140596 19.5
825857 0.283 2.5 0.271 149.904312 2.250636 21.14
825865 9.9999 0 0.127 149.902802 2.278463 20.22
825866 9.9999 0 1.158 149.902618 2.150755 22.46
825872 0.4807 3.5 0.469 149.901062 2.275219 20.46
827384 0.8928 9.5 0.84 149.602219 2.175636 22.49
826355 9.9999 0 0.473 149.804321 2.228893 22.04
826322 0.1687 4.5 0.179 149.809067 2.146842 19.64
826334 0.3038 4.5 0.373 149.8069 2.230114 21.63
826356 0.3125 3.5 0.32 149.804123 2.268583 21.42
826359 0.3715 3.5 0.384 149.803696 2.264228 19.61
825913 9.9999 0 0.877 149.894028 2.215785 21.93
825921 0.6336 4.5 0.648 149.892044 2.128645 22.3
825924 9.9999 0 0.35 149.891632 2.263018 21.78
826144 0.3423 3.5 0.32 149.84761 2.205115 22.44
826168 9.9999 0 0.506 149.844177 2.202739 21.5
826173 0.3524 4.5 0.32 149.84343 2.147629 18.89
826223 0.4962 4.5 0.384 149.833267 2.226155 21.81
826407 0.3037 4.5 0.346 149.795349 2.225064 22.17
826378 0.6033 4.5 0.595 149.800247 2.217773 20.5
826387 0.9574 9.5 1.003 149.798584 2.213739 21.94
826575 0.1252 3.5 0.102 149.759262 2.217526 20.86
826596 1.2219 2.5 1.207 149.754089 2.205178 21.72
830598 0.5191 3.5 0.521 150.327652 2.440872 20.8
830599 1.0843 9.5 0.948 150.327118 2.383112 22
830601 1.0064 1.1 1.571 150.326813 2.3827 22.44
830618 0.7389 3.5 0.75 150.323639 2.392366 21.9
826709 0.2577 4.5 0.306 149.731155 2.12816 20
830823 0.1215 4.1 0.249 150.279816 2.42207 17.08
830828 0.1222 22.5 0.086 150.279236 2.437177 19.58
830835 0.406 2.5 0.387 150.278198 2.372654 20.43
830836 0.9263 1.5 0.924 150.278091 2.304384 21.94
831571 0.2212 3.5 0.233 150.128036 2.335644 20.58
831868 9.9999 20 0.919 150.079376 2.405449 22.11
830868 0.982 9.5 0.958 150.271713 2.327272 22.15
830863 0 4.4 0.891 150.273926 2.409364 20.34
830874 9.9999 0 0.415 150.271027 2.371195 21.39
831418 0.8957 2.5 0.872 150.1595 2.418063 21.85
831873 9.9999 0 0.271 150.078522 2.394963 21.31
832279 0.2236 4.5 0.237 150.008759 2.293984 21.69
832282 9.9999 0 0.329 150.007858 2.428458 22.47
830920 0.7294 4.5 0.715 150.264023 2.385089 21.85
830922 0.7024 3.5 0.665 150.263947 2.45622 21.13
830926 0.7964 3.5 0.803 150.261826 2.391026 21.73
831890 0.2201 4.5 0.24 150.075317 2.43814 19.09
831939 0.6684 4.5 0.607 150.067245 2.358657 22.01
830989 0.3851 3.5 0.373 150.250519 2.312019 20.82
832287 0.7308 2.5 0.781 150.007111 2.453439 20.98
831002 0.6839 3.5 0.694 150.248169 2.398985 21.03
831009 0.3311 23.5 0.346 150.247131 2.381066 20.22
831946 0.3603 2.5 0.391 150.065521 2.314536 21.66
832078 0.2194 2.5 0.209 150.044846 2.439565 20.2
832088 1.1477 1.1 0.2 150.04277 2.361895 21.39
831067 0.0923 3.5 0.051 150.235458 2.363444 20.1
832305 0.9289 2.5 0.924 150.003754 2.459345 22.46
832446 1.0203 21.5 1.003 149.975647 2.325529 22.25
832460 0 1.4 0.218 149.973053 2.442337 21.55
832462 0.7311 3.5 0.673 149.972412 2.438152 21.25
831111 0.6865 2.5 0.724 150.224365 2.368549 21.8
831113 0.6958 3.5 0.686 150.223892 2.31359 21.31
831114 9.9999 0 0.353 150.223648 2.430748 22.28
832099 0.2475 3.5 0.265 150.041367 2.407963 18.96
832109 0.3423 4.5 0.336 150.03952 2.382546 20.76
831181 0.6829 3.5 0.69 150.210648 2.372932 21.85
831183 0.6052 4.5 0.51 150.210312 2.330191 21.55
831186 0.1901 3.5 0.182 150.209839 2.319174 18.69
837366 0.1131 3.5 0.086 150.390717 2.550809 18.66
831188 0.4973 1.5 0.56 150.209641 2.403492 21.33
832810 0.6777 3.5 0.636 149.904205 2.407299 21.87
832817 0.4152 4.5 0.426 149.903381 2.438967 19.66
832715 1.4539 12.4 0.648 149.919785 2.327419 20.15
832725 0.4909 3.5 0.488 149.918365 2.341037 20.36
831200 0.9044 3.5 0.858 150.208618 2.411866 22.08
832160 9.9999 0 0.336 150.029861 2.371396 21.43
831260 1.0742 1.1 0.826 150.193497 2.303242 22
808062 0.1281 4.5 0.119 149.567551 1.712708 21.93
831274 0.9037 1.5 0.919 150.190857 2.408659 21.63
835757 0.331 2.5 0.366 150.685654 2.489037 22.23
832850 0.3584 2.5 0.394 149.895844 2.428675 22.4
831327 0.3617 4.5 0.377 150.180237 2.412453 20.58
832171 0.264 3.5 0.218 150.028763 2.297788 19.81
807202 0.6047 2.5 0.648 149.768478 1.67564 21.35
832176 0.0118 4.5 0.01 150.028366 2.379258 20.26
832199 0.3063 3.5 0.31 150.023636 2.44326 19.21
832201 0.22 4.5 0.191 150.023193 2.365057 22
832203 0.2164 2.5 0.227 150.023087 2.327591 21.86
808419 0.2446 4.5 0.249 149.489197 1.681679 21.66
831385 0.5163 3.5 0.499 150.168198 2.389887 20.71
831386 0.6885 4.5 0.698 150.167938 2.342391 21.64
833839 0.7652 3.5 0.737 149.701355 2.43626 21.73
831387 0.2213 3.5 0.227 150.167114 2.345161 22.12
830233 0.5614 4.5 0.541 150.396164 2.427796 22.1
832274 0.9328 9.5 0.934 150.009476 2.375949 21.72
832859 9.9999 0 0.853 149.893951 2.434085 21.96
832882 0.2649 3.5 0.277 149.887283 2.322544 22.11
832893 0.8944 2.5 0.924 149.885132 2.297497 22.29
832896 0.731 4.5 0.72 149.884476 2.409966 21.71
838831 0.3229 3.5 0.293 150.123489 2.552645 22.32
831430 9.9999 0 0.886 150.156769 2.453017 21.6
831434 0.599 3.5 0.636 150.156143 2.394238 21.36
831447 0.9018 23.5 0.759 150.154373 2.39124 21.24
832209 0.3076 4.5 0.306 150.02211 2.40228 21.1
832873 0.6277 4.5 0.615 149.89035 2.424962 22.42
832276 0.7334 2.5 0.75 150.009216 2.394485 22.08
831495 0.3773 2.5 0.391 150.144806 2.448727 21.16
832947 0.3568 4.5 0.37 149.876617 2.365337 22.18
829267 0.3745 3.5 0.36 150.584198 2.305762 21.37
829295 0.437 3.5 0.415 150.578979 2.343174 21.67
829504 0.9869 2.5 0.943 150.535431 2.332819 22.02
829603 9.9999 0 0.353 150.512619 2.297151 21.35
829621 0.3645 3.5 0.462 150.509781 2.362873 22.2
829610 0.5658 1.1 0.162 150.511292 2.34972 22.21
829740 0.3275 4.5 0.353 150.484924 2.43112 21.54
829743 0.1651 2.1 0.568 150.484482 2.309343 22.12
829668 0.5022 2.5 0.499 150.498856 2.425988 21.44
829682 1.3696 13.4 1.723 150.495667 2.412547 21.6
829687 0.661 2.5 0.652 150.49498 2.447964 22.09
829857 0.3735 4.5 0.401 150.460663 2.346574 22.47
829977 0.7024 3.1 0.284 150.439911 2.297343 20.77
830004 0.3065 2.5 0.293 150.434875 2.371434 22.13
830153 9.9999 0 0.326 150.410614 2.344464 22.23
830198 0.7494 3.5 0.715 150.403168 2.325237 22.05
830133 9.9999 0 0.064 150.413193 2.378479 21.68
830151 0.373 3.5 0.35 150.411484 2.357412 19.61
830236 9.9999 0 0.377 150.395279 2.459489 21.96
830252 0.6188 4.5 0.603 150.392776 2.43267 21.12
830255 0.4806 3.5 0.495 150.392242 2.401047 21.05
830277 9.9999 0 0.105 150.389648 2.35211 22.15
830248 0.9257 3.5 0.895 150.393417 2.445165 21.68
830295 9.9999 0 1.298 150.387558 2.352722 22.39
830419 0.6791 3.5 0.707 150.367081 2.396022 20.96
830306 0.3393 3.5 0.274 150.385712 2.420687 19.59
830399 0.3747 4.5 0.38 150.371811 2.369001 21.21
837500 0.1298 4.5 0.147 150.36554 2.524026 20.16
830391 0.376 4.5 0.353 150.372849 2.443347 19.92
830487 9.9999 0 0.624 150.351715 2.301195 21.47
830488 0 2.4 0.881 150.351547 2.301736 21.95
830705 0.8733 2.1 1.038 150.306351 2.302629 21.69
830496 0.2625 3.5 0.237 150.350403 2.38872 20.87
830498 9.9999 0 0.648 150.350128 2.334615 21.68
830543 9.9999 0 0.702 150.338882 2.315808 21.76
830551 0.519 2.5 0.525 150.33754 2.429092 22.19
830789 0.3398 4.5 0.339 150.289673 2.362042 21.11
830791 0.2484 4.5 0.24 150.289001 2.386729 20.16
830792 0.1936 3.5 0.197 150.288757 2.39131 18.55
830797 0.1242 4.5 0.083 150.287735 2.459288 22.3
830801 0.504 1.5 0.48 150.286087 2.38725 22.16
830588 0.1711 4.5 0.168 150.329208 2.369572 19.37
830585 0.3866 3.5 0.394 150.329895 2.375389 21.17
830586 0.6 2.5 0.595 150.329865 2.409203 21.92
833138 0.3584 3.5 0.356 149.840652 2.313181 20.43
833159 0.2837 1.5 0.31 149.837067 2.343975 20.53
834909 0.282 3.5 0.306 149.479431 2.329735 19.51
833192 0.2185 4.5 0.218 149.831131 2.3232 21.23
833451 0.9617 1.5 0.826 149.777664 2.348422 22.45
833673 0.262 3.5 0.237 149.738174 2.310448 22.15
833699 9.9999 0 0.983 149.733139 2.350459 21.81
833701 0.7459 3.5 0.732 149.732483 2.293168 21.72
833559 0 4.4 0.419 149.761246 2.435588 16.82
833587 0.3512 29.5 0.287 149.756577 2.404127 20.39
833712 1.1005 12.4 0.51 149.730255 2.453799 22.03
833734 0.5209 2.5 0.521 149.7229 2.339375 21.68
834941 0.4832 21.5 0.44 149.472748 2.419457 19.27
833753 0 3.4 0.544 149.718536 2.319823 18.92
833810 0.9098 2.5 0.881 149.708328 2.339243 21.47
833833 0.9734 9.3 0.934 149.703125 2.407269 22.45
833875 0.6759 4.5 0.669 149.695602 2.405841 20.06
833927 0.2201 2.1 0.32 149.687851 2.318662 20.73
834234 0.4405 4.5 0.455 149.632843 2.371828 22.3
834611 0.7645 3.5 0.763 149.553146 2.346201 20.71
834622 0.9168 3.5 0.915 149.551025 2.298608 21.68
834628 9.9999 0 0.772 149.548859 2.323086 22
834329 9.9999 0 1.603 149.612473 2.329402 22.29
834517 0.1243 4.5 0.097 149.573074 2.300268 21.08
835890 0.1663 4.5 0.194 150.658615 2.495736 19.6
834600 0.5337 3.5 0.583 149.557083 2.308088 22.16
837379 0.2597 4.5 0.221 150.38829 2.60624 21.04
834612 0.3748 4.5 0.366 149.552963 2.433364 21.52
834623 0.3589 4.5 0.333 149.549576 2.360831 19.96
834677 0.5351 3.5 0.529 149.536362 2.293382 21.17
832438 0.5893 4.5 0.568 149.976608 2.367584 22.27
834918 0.4803 4.5 0.495 149.477615 2.412491 20.67
836900 0 23.4 0.398 150.47229 2.61853 17.07
834994 1.1231 1.5 1.116 149.461288 2.346389 21.35
835403 0 4.4 0.054 150.770233 2.493479 15.94
835434 0.8894 2.5 0.781 150.763916 2.476378 22.24
835479 0.8345 3.5 0.817 150.750793 2.488074 21.3
833597 0.7253 3.5 0.686 149.753906 2.298105 22.43
837410 0.8259 3.5 0.75 150.38237 2.609406 22.06
835613 0.6505 3.1 0.948 150.717972 2.514039 22.47
835631 1.996 13.4 0.998 150.715118 2.484831 19.54
837687 0.3494 4.5 0.35 150.329041 2.491862 19.38
837700 0.2204 4.5 0.221 150.326874 2.51152 20.58
835771 0.3755 14.4 0.732 150.683151 2.574624 18.91
837254 0.1053 9.3 0.111 150.409683 2.574039 21.7
833052 0.5313 2.5 0.58 149.854797 2.448635 21.1
837260 0.6769 1.5 0.648 150.408539 2.487063 22.1
832229 0.1862 4.5 0.203 150.018188 2.366818 18.83
832234 0.3104 1.1 0.72 150.01738 2.355177 22.05
845705 0.3135 3.5 0.316 150.151871 2.647946 21.58
832238 0.7573 3.5 0.698 150.016296 2.382201 21.2
832267 0.6891 22.5 0.652 150.011414 2.31075 21.82
832398 9.9999 20 0.373 149.98613 2.31763 20.28
832404 0.9322 4.5 0.867 149.984879 2.360925 21.76
840078 0.4129 2.5 0.422 149.91214 2.560369 20.15
832441 0.7368 3.5 0.772 149.976364 2.414954 22.2
832788 0.7257 2.5 0.759 149.907822 2.384106 21.66
833602 9.9999 0 0.877 149.75238 2.378271 22.37
832246 0.268 4.5 0.262 150.015015 2.370957 21.09
840671 0.2123 3.5 0.197 149.7892 2.602041 21.96
832259 0.746 3.5 0.72 150.01207 2.459074 20.67
832262 0.8522 3.5 0.84 150.011902 2.332853 22.35
832270 0.7319 2.5 0.702 150.01059 2.452871 22.2
832336 0.4409 1.1 0.568 149.998428 2.302214 21.93
841204 0.7448 1.5 0.754 149.672592 2.559984 22.02
832379 0 24.4 0.023 149.989044 2.347271 19.45
832381 0.3696 4.5 0.346 149.988815 2.369501 21.75
832386 0.9276 1.5 0.983 149.987915 2.38542 22.1
832750 0.4915 3.5 0.488 149.913467 2.351323 20.01
811075 0.7241 4.5 0.737 150.317612 1.922522 22.12
832760 0.6914 4.5 0.599 149.912415 2.293374 22.41
832948 0 22.4 0.255 149.87645 2.364145 22.26
832985 0.8948 9.5 0.867 149.867172 2.362493 21.62
832330 0.2179 3.5 0.218 149.998795 2.305787 19.11
811092 0.8575 3.5 0.877 150.312805 1.860088 22.4
832356 0.0926 4.5 0.083 149.993759 2.304024 18.85
832357 0.3073 4.5 0.297 149.993591 2.326567 20.85
832359 0.4726 4.5 0.469 149.993439 2.322292 20.88
832869 0.7326 2.5 0.711 149.891083 2.396958 21.31
810717 0.209 3.5 0.2 150.404694 1.901292 20.11
832871 0.8917 1.5 0.872 149.890823 2.359511 21.6
832878 0.6774 1.5 0.715 149.889389 2.30795 22.45
833635 0.8571 2.5 0.772 149.746185 2.366506 21.3
833638 0 4.4 0.036 149.745346 2.438908 21.21
832370 1.0739 1.5 1.033 149.99147 2.447615 22.22
832371 0.9302 1.5 1.003 149.991287 2.328188 21.31
832373 0.734 3.5 0.702 149.990677 2.343826 22.45
832377 0.2661 3.5 0.277 149.989426 2.451667 20.13
811198 0.5056 1.5 0.51 150.288498 1.819162 21.94
832557 0.9423 1.5 0.953 149.952835 2.386273 21.26
832560 0.891 3.5 0.867 149.952347 2.427898 22.21
832611 0.7578 3.5 0.877 149.941727 2.395739 20.97
832922 0.7335 2.5 0.754 149.881012 2.317618 19.95
810866 0.4727 4.5 0.469 150.366196 1.793786 21.82
832923 1.315 13.4 1.397 149.881012 2.450839 21.29
832996 0.3594 2.5 0.384 149.865387 2.376544 22.43
833010 0.7308 1.5 0.707 149.863205 2.458542 21.55
833021 0.9256 9.5 0.934 149.861862 2.413297 22.31
832436 0.547 4.5 0.548 149.977982 2.356874 22.22
832437 0.4751 1.1 0.041 149.977219 2.333476 22.21
832513 0.9395 1.5 0.943 149.961441 2.349392 21.58
832547 1.2404 9.5 1.126 149.95462 2.344789 22.06
832961 1.735 12.4 1.61 149.871841 2.342855 21.86
810696 0.285 1.5 0.36 150.408829 1.876973 22.05
832963 1.5278 12.4 1.669 149.870712 2.417283 22.4
833644 9.9999 0 1.35 149.744202 2.371999 22.31
833657 0.1253 3.5 0.116 149.741486 2.360986 20.62
833659 0.3342 4.5 0.346 149.741272 2.304315 19.63
700583 0.1948 4.4 -1 150.095154 2.116387 22.1
832471 0.8511 1.5 0.844 149.971115 2.338382 22.46
832474 9.9999 0 0.35 149.96965 2.318912 22.06
832475 0.3776 4.5 0.356 149.969406 2.313088 22.22
832692 9.9999 0 0.503 149.924332 2.303984 22.41
812060 0.6069 3.5 0.587 150.113251 1.955414 21.7
833585 0.3713 4.5 0.356 149.756897 2.454541 20.85
833036 0.5295 3.5 0.514 149.857819 2.378073 21.28
833056 0.6768 3.5 0.615 149.854507 2.32658 21.84
833057 0.359 3.5 0.356 149.854492 2.439074 19.59
832537 0.3573 2.5 0.326 149.95665 2.44187 21.31
832545 0.1081 3.5 0.097 149.954941 2.361036 21.98
833039 0.3598 4.5 0.35 149.856781 2.293195 19.53
833044 0.313 4.5 0.35 149.856171 2.355758 21.2
833103 0 4.4 0.732 149.848709 2.439278 21.39
833068 9.9999 0 0.233 149.853027 2.31011 22.13
833074 0 4.4 0.628 149.852127 2.314996 18.84
833077 0 23.4 0.521 149.851547 2.348502 19.85
833090 0.7138 3.5 0.702 149.850159 2.452249 21.33
812065 0.7118 3.5 0.728 150.111954 1.876474 21.18
833093 0.4275 4.5 0.436 149.849564 2.368169 19.83
833601 0.3342 4.5 0.356 149.752686 2.331716 20.37
833666 0.133 2.1 0.548 149.739365 2.297455 22.49
833667 9.9999 0 0.398 149.739075 2.31463 22.06
700587 0.2214 3.4 -1 150.183044 2.028994 20.47
840226 0.7997 3.5 0.812 149.885254 2.61985 21.74
832588 0.8874 2.5 0.835 149.946381 2.302499 21.62
832586 0.7817 9.3 0.732 149.946625 2.458661 22.25
832629 0.6794 3.5 0.56 149.938217 2.433287 20.77
832633 0.5174 3.5 0.537 149.937073 2.312267 20.63
833211 0.0914 3.5 0.108 149.825424 2.311061 19.97
833235 0.4914 2.5 0.521 149.819992 2.339356 19.62
837938 0.7277 3.5 0.644 150.286499 2.487349 21.86
837946 0.3467 22.5 0.316 150.284042 2.585333 20.64
837977 9.9999 0 0.036 150.277481 2.508864 22.17
811413 0.6075 4.5 0.583 150.242386 1.918545 21.87
838003 0 3.4 0.973 150.271698 2.516641 21.48
838082 0.5025 3.5 0.503 150.257706 2.557755 22.24
838085 0.8462 4.5 0.844 150.256668 2.515072 21.72
838094 0.8328 1.5 0.808 150.254791 2.495615 22.4
837661 0.6047 3.5 0.66 150.333084 2.554962 21.42
837736 0.663 1.5 0.673 150.321075 2.52549 21.38
837823 0.2208 2.5 0.262 150.306396 2.59894 21.43
838270 0.9426 3.5 0.915 150.220428 2.523113 22.3
838326 0.8944 3.5 0.886 150.213043 2.611295 22.32
838329 0.8895 3.5 0.844 150.212326 2.528571 21.91
837951 0.2202 2.5 0.237 150.282669 2.610163 17.99
838007 0.7048 3.5 0.673 150.271378 2.532065 22.11
838010 0 24.4 0.44 150.270905 2.479106 19.46
838429 0.6754 3.5 0.64 150.192261 2.57384 21.34
838538 0.6817 3.5 0.694 150.173477 2.46863 21.92
838560 0.5018 3.5 0.529 150.171371 2.564025 21.02
838046 0.3074 22.5 0.3 150.266251 2.537866 21.1
838053 0.7039 4.5 0.763 150.263885 2.541542 19.68
838139 0.3746 4.5 0.353 150.246841 2.460988 20.56
838163 0.8903 3.5 0.934 150.242126 2.529609 22.02
838172 0 4.4 -1 150.240799 2.590779 17.55
838177 0.2207 22.5 0.218 150.240341 2.575874 22.24
838663 0.25 3.5 0.227 150.154449 2.541695 20.93
838666 0.6961 23.5 0.694 150.15303 2.555525 22.35
838799 0.7391 3.5 0.694 150.12886 2.617642 22.03
838697 0 3.4 0.75 150.148514 2.506772 22.3
838821 0.6755 3.5 0.681 150.124924 2.57633 21.9
838218 0.5127 3.5 0.599 150.23204 2.519369 20.41
838225 0.3741 3.5 0.339 150.230591 2.49502 19.31
840415 0.1187 23.5 0.105 149.84613 2.557269 19.61
839575 0.7975 3.5 0.746 149.988205 2.496993 21.84
838256 9.9999 0 0.934 150.223999 2.550758 22.27
838272 9.9999 0 1.153 150.219543 2.556797 22.38
838327 0.9387 2.5 0.9 150.212784 2.471014 22.45
838336 0.5603 2.5 0.537 150.210571 2.602889 22.43
838344 0.9971 2.5 0.988 150.20903 2.575029 21.06
838346 3.3332 13.4 0.156 150.208878 2.481889 20.08
838856 0.4999 3.5 0.48 150.120117 2.561475 20.48
838875 0.5032 3.5 0.506 150.116898 2.555219 21.86
838968 0.399 1.1 0.91 150.100113 2.602071 22.41
838881 0.3481 4.5 0.44 150.116272 2.536472 20.96
838947 0.372 3.5 0.387 150.104507 2.471427 21.53
838950 0.4973 3.5 0.499 150.10434 2.546892 20.4
838385 0.2195 4.5 0.221 150.201065 2.471629 21.41
812438 0.25 3.5 0.237 150.025574 1.873458 20.15
838398 0.6959 3.5 0.673 150.198288 2.519 21.72
838527 0.8002 1.5 0.711 150.175766 2.617705 22.4
838532 0.6732 4.5 0.673 150.1745 2.468756 21.47
840439 0.5089 4.5 0.491 149.842209 2.614364 21.33
839056 0.3775 3.5 0.401 150.086319 2.506454 22.04
838990 0.6954 3.5 0.673 150.096039 2.621166 21.46
838991 0.5656 2.1 0.844 150.09549 2.509848 22.46
839019 0.2475 4.5 0.237 150.091705 2.525918 20.4
838670 0.4657 4.5 0.462 150.152557 2.510095 21.32
838806 9.9999 0 0.237 150.127655 2.543485 20.05
838880 1.025 9.5 1.003 150.116348 2.625297 22.18
838678 0.3779 2.5 0.346 150.151596 2.56782 22.19
838716 0.537 3.5 0.525 150.144669 2.623648 22.33
838882 0.8846 2.5 0.9 150.116211 2.527012 22.2
839087 0.7312 3.5 0.759 150.08046 2.533197 22.4
839158 0.357 1.1 0.529 150.063797 2.5635 21.17
839160 0.4509 1.1 0.221 150.063431 2.536362 19.57
838797 0.6825 2.5 0.711 150.129517 2.606692 21.27
838895 9.9999 0 0.401 150.11409 2.613845 21.66
813537 0.2602 3.5 0.262 149.758789 1.943577 20.11
838897 0.3407 4.5 0.316 150.113739 2.603282 21.63
838902 0.7311 4.5 0.728 150.112366 2.524286 21.26
839197 0.6798 3.5 0.681 150.057755 2.610299 20.45
839199 0 21.4 0.436 150.057587 2.608872 20.55
813576 0.592 4.5 0.64 149.749374 1.901211 20.41
839211 0.2224 3.5 0.182 150.055084 2.509721 20.03
839265 0.3065 3.5 0.31 150.046814 2.482056 21.67
836819 0.8163 4.5 0.799 150.486267 2.589959 22.12
836834 0.5607 4.5 0.572 150.482651 2.488055 20.75
814715 0.5534 2.5 0.556 149.499893 1.866948 21.48
836868 0.6793 4.5 0.624 150.477036 2.494094 20.78
838097 0.7137 9.5 0.715 150.254517 2.56785 22.48
840496 0.1677 4.5 0.227 149.828232 2.471512 22.08
838153 9.9999 0 1.095 150.243576 2.475949 22.39
840181 9.9999 20 0.694 149.894348 2.518522 21.33
836198 1.4471 12.4 1.649 150.597351 2.617924 21.76
836212 0.36 2.4 -1 150.594696 2.518206 19.93
841098 0.6595 3.5 0.636 149.69458 2.573573 21.01
836169 0.3591 3.5 0.36 150.605225 2.596614 20.54
836231 0.588 3.5 0.568 150.592545 2.520325 22.4
836740 0.798 4.5 0.803 150.501404 2.551794 21.96
836796 0.5107 3.5 0.495 150.490509 2.47427 20.95
836376 0.609 4.5 0.611 150.567719 2.613602 19.36
836657 0.3461 3.5 0.333 150.515747 2.62426 22.26
837441 1.0851 2.5 0.998 150.376984 2.548246 22.29
836656 0.9271 2.5 0.9 150.515793 2.580723 22.21
836871 0.3613 4.5 0.343 150.476685 2.574001 21.95
836752 0.9839 9.5 0.929 150.49942 2.510343 22.46
836786 0.4715 3.5 0.48 150.492355 2.517834 22.23
847653 0.6797 4.5 0.624 149.76561 2.640079 21.83
836791 0.1213 4.5 0.122 150.491516 2.462798 20.58
836793 0.4364 2.5 0.465 150.491028 2.473935 20.93
836897 0.5813 3.5 0.681 150.472397 2.54441 22.38
837461 0.2198 4.5 0.24 150.372971 2.56478 18.44
837467 0.2198 3.5 0.243 150.372284 2.600663 18.42
837485 0.4339 2.5 0.429 150.36911 2.614099 21.76
837103 0.6791 3.5 0.702 150.433685 2.485744 21.27
837145 0.9265 2.5 0.973 150.426453 2.515689 21.79
