#id zspec zflag zphotz ra dec mag_sel
811166 0.5273 1.5 0.56 150.295517 1.898655 22.15
831766 0.9103 1.5 0.895 150.094635 2.336355 22.08
831867 0.8905 29.5 0.9 150.079422 2.408467 22.43
807513 0.6642 4.5 0.681 149.694473 1.768476 21.41
807988 9.9999 20 0.097 149.584473 1.659449 21.15
808498 9.9999 0 0.988 149.474594 1.78975 22.15
839280 0.6681 3.5 0.681 150.044495 2.488414 21.33
827713 0.9077 3.5 0.853 149.522308 2.29272 22.34
811163 0 3.4 0.599 150.29686 1.958673 20.44
813252 0.4461 4.5 0.484 149.829437 1.796161 21.75
813351 0.6692 3.5 0.656 149.806427 1.804758 22.07
812119 0.6716 4.5 0.673 150.095535 1.8969 22.46
812154 1.4463 3.5 1.427 150.08876 1.88326 22.31
829260 0.1962 4.5 0.206 150.585388 2.42467 22.41
829706 0.8987 2.5 0.891 150.490433 2.441313 22.37
847161 0.4342 4.5 0.44 149.87912 2.671527 20.94
829676 0.6687 3.5 0.66 150.496567 2.322429 21.92
830083 0.702 2.1 0.1 150.421234 2.31137 21.71
810691 0.9627 9.5 0.929 150.409622 1.887068 21.75
814829 0.3704 3.5 0.412 149.472504 1.852236 21.04
813875 0.7711 3.5 0.728 149.690063 1.819578 21.62
832219 0.7266 2.5 0.737 150.019547 2.352566 21.5
833951 0.3282 3.5 0.37 149.682632 2.438252 21.57
837726 0.221 4.5 0.237 150.322296 2.504406 18.82
838059 0.9092 9.5 0.895 150.262573 2.556251 22.35
812446 9.9999 0 0.316 150.0242 1.818331 21.92
812709 0.3459 3.5 0.339 149.961563 1.825597 20.33
813062 0.7313 4.5 0.707 149.880142 1.878051 22.24
817517 0.302 3.5 0.31 150.320038 2.111792 20.32
831620 0.8924 1.5 0.91 150.119034 2.391312 21.33
831600 0.2831 4.5 0.268 150.122177 2.298445 18.79
834078 0.124 9.5 0.075 149.660675 2.297786 20.15
833830 9.9999 0 0.147 149.704193 2.42143 22.38
834319 0.8748 1.5 0.803 149.61499 2.448556 22.28
814391 0.625 4.5 0.644 149.56926 1.918451 21.75
814429 0.6627 2.5 0.636 149.562347 1.84374 21.5
811647 0 3.4 0.203 150.194611 1.882347 20.87
811706 0.3607 3.5 0.384 150.180527 1.947941 22
838750 0.9357 9.5 0.934 150.13826 2.550055 22.06
830257 0.7137 2.5 0.785 150.391739 2.36101 21.08
830533 0.6976 2.5 0.677 150.343567 2.348425 22.07
831234 0.6843 4.5 0.715 150.199692 2.373648 20.55
831414 0.7268 3.5 0.702 150.160263 2.30337 20.94
847234 0.4707 1.5 0.465 149.86026 2.664623 21.59
833985 0.3423 3.5 0.333 149.676651 2.382632 20.47
834151 0.3412 4.5 0.343 149.646912 2.326346 19.84
834607 0.8389 9.5 0.817 149.555771 2.293878 21.09
834959 0.3588 3.5 0.366 149.46907 2.317806 22.15
835009 0 4.4 0.455 149.458527 2.329529 20.81
849659 0.816 4.5 0.794 150.625443 2.816605 21.24
835634 9.9999 0 1.213 150.714874 2.507466 22.22
847182 1.0248 3.5 1.018 149.873535 2.788067 22.33
847214 1.0012 3.5 1.013 149.865784 2.680109 21.82
814904 0.2266 4.5 0.221 149.456757 1.865273 21.59
848721 9.9999 20 0.323 149.497284 2.651501 22.39
848740 0.3084 4.1 0.444 149.492691 2.70936 22.24
848807 0.4243 1.1 0.072 149.476089 2.67623 20.37
848822 0.7566 3.5 0.728 149.472763 2.693175 21.61
847239 0.8898 4.5 0.808 149.85878 2.696197 22.36
847284 1.0037 2.5 0.934 149.850632 2.691914 22.15
847253 0.8863 9.5 0.993 149.85553 2.685122 22.47
847274 0.702 4.5 0.698 149.852875 2.753989 21.87
847276 0.2702 2.5 0.271 149.852783 2.667802 20.54
847287 0.3332 4.5 0.32 149.84967 2.789026 20.83
850259 0.621 23.5 0.632 150.389114 2.839167 21.13
850262 0.8162 3.5 0.785 150.388657 2.837126 22.35
850285 0.3319 4.5 0.31 150.381393 2.807239 20.25
850322 0.9528 9.5 0.849 150.37236 2.807034 22.34
850342 9.9999 20 0.455 150.368393 2.848572 20.05
850347 0.7937 3.5 0.84 150.366852 2.819328 21.38
850484 0.1025 3.5 0.127 150.32019 2.819547 22.03
847292 0.08 4.5 0.089 149.848846 2.740005 20.49
836412 0.3095 2.5 0.306 150.560349 2.601249 20.19
847482 0.4701 2.5 0.51 149.806839 2.767522 21.64
847326 0.3203 4.5 0.303 149.842468 2.660147 21.59
850558 0.696 1.5 0.669 150.301147 2.843543 21.76
850633 0.7955 3.5 0.759 150.278152 2.832406 21.73
850657 0.6535 3.5 0.715 150.267593 2.806882 22.03
850669 0.2541 4.1 0.426 150.263855 2.801626 21.98
850830 0 4.4 1.043 150.210098 2.800169 22.27
850837 0.3047 1.5 0.316 150.208984 2.836043 22.22
850856 9.9999 0 0.182 150.204163 2.836137 21.47
847796 0.4759 4.5 0.429 149.733688 2.710809 20.29
850989 0.5345 1.1 0.17 150.167313 2.812664 20.59
847589 0.2476 4.5 0.252 149.780655 2.632316 22.41
847652 0.7362 2.5 0.737 149.766022 2.649473 21.95
851193 0.3062 4.5 0.281 150.098846 2.830623 21.14
851202 0.7664 3.5 0.711 150.095627 2.839987 22.31
847737 0.2189 4.5 0.23 149.747391 2.660881 20.49
847858 0.0928 3.5 0.139 149.714951 2.665267 18.72
847862 9.9999 0 0.495 149.713333 2.68542 22.34
851832 0.3077 4.5 0.297 149.863235 2.801426 21.66
851946 0.0794 9.5 0.089 149.819397 2.834634 21.37
852047 0 3.4 0.051 149.789886 2.834873 21.06
852119 0.7004 3.5 0.698 149.773407 2.825506 22.11
852176 0.5201 2.5 0.595 149.758499 2.807922 22.39
847911 0.4915 3.5 0.455 149.700882 2.66304 19.2
847978 0.4937 4.5 0.484 149.687897 2.653836 19.83
847926 0.0804 4.5 0.075 149.698654 2.768499 22.3
847929 0 4.4 0.66 149.697647 2.703367 19.83
847982 0.7102 2.5 0.715 149.686234 2.637418 21.12
852614 1.0153 9.5 1.003 149.600983 2.802834 22.21
852628 1.482 1.1 0.329 149.595627 2.79543 22
900100 9.9999 0 -1 150.04512 2.217846 22.39
950059 0.3719 3.5 0.462 150.214554 2.474239 20.95
833125 9.9999 0 0.179 149.84285 2.454985 22.18
848151 0 3.4 0.274 149.643936 2.778638 21.08
848097 0 3.4 0.2 149.658157 2.690214 21.92
848098 0.3196 3.5 0.339 149.658051 2.785608 20.2
848176 0.3915 3.5 0.394 149.636703 2.629407 19.86
831562 0.835 2.5 0.794 150.1297 2.311364 22
831646 9.9999 20 0.255 150.1138 2.360672 17.73
832647 9.9999 0 0.881 149.93396 2.340731 22.45
833744 0.3319 4.5 0.329 149.720642 2.335793 21.05
817698 0.2831 3.5 0.265 150.285629 2.085728 21.71
835967 0.8976 2.5 0.943 150.645325 2.597517 21.84
817879 0.1683 3.5 0.168 150.245941 2.121493 18.92
818411 0.7239 3.5 0.75 150.135361 2.075667 22.1
817927 9.9999 0 1.003 150.236359 2.061984 22.45
818186 0.6669 3.5 0.681 150.178253 2.120475 21.59
818632 0.373 3.5 0.415 150.097046 1.964883 21.12
818629 1.0922 1.5 1.058 150.097977 2.008243 22.26
833126 0.2614 3.5 0.252 149.842407 2.300548 18.01
833291 0.5323 2.5 0.607 149.808716 2.373852 20.58
833185 0.6796 3.5 0.66 149.832748 2.437425 22.31
833251 9.9999 0 0.849 149.817795 2.452008 21.59
833764 0.1869 4.5 0.212 149.716629 2.303707 17.63
833836 0.7524 2.5 0.737 149.702316 2.409666 22.17
838304 0.0935 9.5 0.119 150.215805 2.471382 21.99
814859 0.5628 21.5 0.451 149.466537 1.8556 20.64
828347 0.8193 9.5 0.799 150.763977 2.361739 22.12
845888 0.7275 3.5 0.702 150.117996 2.637748 21.76
817396 0.9302 2.5 0.953 150.348099 2.080387 21.52
818312 0.3614 2.5 0.356 150.151459 1.965502 20.27
819062 0.598 1.5 0.58 149.990204 1.968447 21.77
817469 1.0898 4.5 1.074 150.330048 2.070302 21.18
838734 0.509 4.5 0.564 150.141617 2.464561 20.82
838809 0.5177 3.5 0.488 150.127319 2.622482 19.88
836475 0.7977 3.5 0.728 150.548935 2.480441 22.26
811844 0.7314 9.5 0.707 150.153442 1.821766 21.71
812168 0.6069 3.5 0.591 150.085312 1.957401 21.36
812523 0.7282 2.5 0.686 150.006226 1.942062 21.98
803791 0.5868 3.5 0.603 150.559296 1.696681 22.38
700605 0.7438 3.5 0.728 149.966614 2.045007 22.46
701495 9.9999 0 0.794 149.849609 2.400339 22.5
700501 9.9999 0 0.858 150.338699 2.069421 22.36
700529 0.2465 3.5 0.29 150.280594 2.021275 21.46
801199 0.5202 3.5 0.607 150.203537 1.615286 20.47
806508 0.7356 4.5 0.702 149.927124 1.778768 21.31
806640 0.0499 1.5 0.056 149.890671 1.659213 21.65
817792 9.9999 0 0.963 150.266403 2.049853 21.12
836800 0 4.4 0.215 150.489807 2.475029 20.24
841836 0.7651 4.5 0.767 149.529251 2.487355 21.9
804916 0.6355 3.5 0.652 150.261307 1.78784 22.48
844953 0.8835 1.5 0.867 150.307129 2.715171 22.24
805546 9.9999 0 -1 150.14856 1.671338 22.4
805018 0.5742 4.5 0.576 150.241058 1.695738 21.8
848348 0.8317 1.5 0.849 149.583374 2.734075 22.28
841377 0.8497 3.5 0.83 149.632553 2.512078 22.27
839507 0.9442 2.5 0.919 150.001495 2.481812 22.18
840280 0.7368 3.5 0.702 149.876724 2.476514 21.36
844122 0.608 3.5 0.619 150.478027 2.78304 20.52
818672 0 4.4 0.595 150.089157 1.984878 18.43
818724 0.7518 4.5 0.754 150.077042 1.961748 21.45
820465 1.3595 3.5 1.367 149.633438 2.003864 22.03
821032 0.9821 9.5 0.881 149.507339 2.09855 22.2
839446 0.9778 9.5 0.853 150.014572 2.598791 22.09
838979 0.3471 3.5 0.366 150.097229 2.616478 20.76
839163 9.9999 0 0.983 150.062866 2.480714 21.79
839165 0.8919 3.5 0.877 150.062622 2.569604 21.3
839218 0.6706 22.5 0.707 150.054245 2.588833 19.78
840849 9.9999 0 0.929 149.745499 2.466967 22.23
841485 0.3437 3.5 0.35 149.609863 2.525567 21.66
700934 0.925 1.5 0.924 150.085373 2.257423 22.29
826783 0 3.4 0.206 149.718216 2.14608 18.07
826911 0.35 4.5 0.343 149.695175 2.148996 21.79
840789 0.0423 9.5 0.023 149.76207 2.612723 21.29
840959 0 22.4 0.136 149.723328 2.503997 21.26
841936 9.9999 0 0.041 149.508255 2.491325 21.89
843213 0.6562 1.5 0.669 150.652985 2.732639 21.73
846854 0.3455 4.5 0.346 149.941025 2.639512 20.33
820682 0.2551 3.5 0.262 149.584381 2.015888 22.14
824967 0.7285 3.5 0.737 150.075607 2.277525 22.06
824649 0.2822 4.5 0.277 150.144211 2.180189 22.02
824676 0.2836 4.5 0.323 150.137909 2.180618 20.23
825006 0.345 4.5 0.343 150.067642 2.24299 18.97
825266 0.3836 3.5 0.366 150.021713 2.248888 22.12
825290 9.9999 0 0.681 150.016251 2.216152 22.35
844353 0.9785 29.5 0.958 150.42865 2.694745 22.28
823716 9.9999 0 0.31 150.345688 2.197373 22.2
823938 0.9814 9.3 1.028 150.296646 2.262922 22.44
824416 0 4.4 0.607 150.193817 2.236508 19.14
824586 9.9999 0 0.339 150.155609 2.22834 21.9
825249 0.7347 3.1 0.521 150.024933 2.160078 22.45
825319 0.1531 3.5 0.162 150.010895 2.189242 21.56
825382 0.497 23.5 0.499 150.001633 2.243365 22.04
825318 0.4789 4.5 0.488 150.011307 2.156656 20.51
824407 0.8383 4.5 0.895 150.196335 2.130742 21.7
824515 0.9578 9.5 0.91 150.171265 2.230868 21.57
844601 0.7969 2.1 0.391 150.379013 2.669172 21.58
844096 0.6562 3.5 0.677 150.481201 2.740025 20.37
824754 0.8787 9.1 0.339 150.118851 2.189956 21.39
825291 0.4797 3.5 0.469 150.016174 2.151413 21.78
825380 0 4.4 0.763 150.001892 2.238806 20.86
825451 1.406 2.5 1.47 149.987442 2.155652 22.43
825816 0.1243 1.5 0.139 149.911057 2.271357 22.16
825953 0.4003 4.5 0.366 149.885925 2.147531 22.02
816455 0.3643 3.5 0.336 150.508957 2.040079 18.64
828958 0.5031 4.5 0.488 150.642563 2.344278 21.36
806158 0.3383 4.5 0.293 150.002426 1.673746 22.09
806381 0.6513 21.1 0.122 149.955688 1.657717 22.47
806894 0.71 3.5 0.652 149.830475 1.69203 22.2
806623 0.5663 2.5 0.568 149.896255 1.681999 22
824621 0.9262 9.5 0.958 150.149323 2.196544 22.2
824030 0.3412 4.5 0.339 150.271927 2.204603 21.07
827549 9.9999 0 1.28 149.565079 2.278482 22.24
828882 0 1.4 0.799 150.656784 2.422463 22.46
851863 0 4.4 0.033 149.850845 2.808492 17.2
700291 0.9389 2.5 0.958 149.890167 1.859292 22.46
700597 0.8061 1.1 0.36 149.973602 2.00771 22.46
702398 0.8378 2.1 1.482 150.335876 2.053984 23.02
816835 0.6684 14.4 0.013 150.44371 2.049094 20.14
822818 9.9999 0 0.724 150.517075 2.291364 22.2
817701 0.4383 3.5 0.433 150.285278 2.008526 22.46
818430 0.2213 3.5 0.265 150.132751 2.028784 19.45
817980 0.1853 2.5 0.182 150.220535 2.086847 21.83
818647 0.3719 3.5 0.405 150.094788 1.970198 19.61
818829 0.1066 4.5 0.056 150.051132 2.004924 19.51
804405 0.3214 2.5 0.31 150.387955 1.773965 22.31
804822 0.527 3.5 0.607 150.280426 1.691646 21.18
828947 0.329 3.5 0.336 150.644073 2.339412 22.39
827135 0.4789 1.5 0.503 149.650742 2.209478 20.35
851842 0.3594 4.5 0.366 149.858719 2.798175 21.02
806822 0.3422 2.1 0.484 149.848709 1.769387 22.42
807393 0.5862 3.5 0.576 149.726486 1.792077 21.08
819443 0.3096 4.5 0.31 149.898926 2.100654 21.16
820058 0.6967 4.5 0.698 149.737411 2.105745 21.45
820509 0.2426 4.5 0.233 149.621643 1.996456 21.03
805007 0.6227 4.5 0.636 150.242538 1.766397 20.63
811241 0 3.4 0.877 150.278366 1.948403 22.14
811203 0 4.4 0.599 150.287811 1.88813 19.19
811311 0.2655 3.5 0.262 150.26268 1.808164 19.76
811417 0.5299 3.5 0.548 150.241943 1.794325 21.82
811615 0.6735 2.1 1.213 150.203339 1.903805 21.8
811602 0.7375 2.5 0.715 150.206131 1.822044 21.11
818293 0.6787 3.5 0.656 150.155609 2.12486 22.25
821885 1.0987 13.4 0.943 150.708008 2.292316 20.99
825704 0.9229 9.5 0.934 149.932602 2.215536 22.26
840796 0.7154 3.5 0.698 149.760193 2.565789 22.19
826129 0.9549 1.5 0.905 149.850494 2.142802 22.17
825998 0 4.4 0.603 149.877899 2.166643 21.58
826915 0.0993 4.5 0.108 149.694946 2.138414 16.84
823987 0.5122 4.5 0.488 150.285904 2.212302 21.36
826196 0.9428 2.5 0.905 149.839172 2.22619 22
827255 9.9999 0 0.867 149.627731 2.24306 22.28
830643 0.217 4.5 0.24 150.319138 2.457727 17.8
831667 0.4761 2.5 0.469 150.109528 2.319249 22.47
848413 0.2206 4.5 0.206 149.567642 2.671886 18.65
848838 9.9999 0 0.07 149.46788 2.702163 22.15
849613 0.5887 21.1 0.215 150.640442 2.836104 19.35
849747 0.4897 3.5 0.51 150.576172 2.797456 20.81
847280 0.7022 4.5 0.673 149.852264 2.654481 21.28
813638 0.4196 3.5 0.433 149.735443 1.828753 21.99
847400 0.8871 3.5 0.863 149.828522 2.657235 21.67
848133 0.2054 3.5 0.209 149.651505 2.670436 21.01
814240 0.4252 4.5 0.444 149.60434 1.915203 20.38
813066 0.5997 2.5 0.595 149.879578 1.904567 21.83
818710 0.6767 3.5 0.72 150.080048 2.097964 21.47
818650 0.3235 3.5 0.323 150.093948 2.012882 21.5
820422 0.9214 21.5 0.844 149.644623 1.967672 22.37
820454 0.354 4.5 0.36 149.63649 2.020123 19.09
820611 0.3805 4.5 0.405 149.600494 2.110157 21.45
821132 0.3328 3.5 0.346 149.484039 2.057442 20.17
829725 0.7437 4.5 0.821 150.488022 2.454371 22.31
806104 0.6829 3.5 0.656 150.016068 1.728402 22.31
808580 0 3.4 0.015 149.457321 1.636802 20.14
810001 0 2.4 0.119 150.549911 1.806561 21.69
810210 0.9294 1.5 0.9 150.502472 1.919182 22.49
810389 0.4583 3.5 0.44 150.464294 1.88423 22.15
811965 0.3569 4.5 0.455 150.131012 1.95283 21.28
805700 0.5204 3.5 0.503 150.10936 1.757624 20.48
813109 0.5288 3.5 0.521 149.868576 1.808129 22.03
805750 0.3611 3.5 0.405 150.096634 1.736286 22.38
806615 0.6799 3.5 0.632 149.899063 1.711615 22.03
824904 0 4.4 -1 150.089371 2.214974 18.79
824656 0.8499 1.5 0.886 150.142838 2.197829 22.19
825146 0.6029 3.5 0.64 150.042801 2.229478 21.77
824648 0 4.4 0.2 150.144455 2.21581 20.71
825204 0.957 9.5 0.844 150.031906 2.162913 22.14
825422 0.8451 3.1 0.008 149.993698 2.148558 22.41
814074 0.362 3.5 0.398 149.640778 1.857845 21.19
825345 9.9999 0 0.988 150.006989 2.161287 22.06
830206 0.2153 3.5 0.3 150.402084 2.448611 19.35
806351 0.7367 3.5 0.75 149.960526 1.782368 20.91
806770 1.7252 1.1 0.064 149.860336 1.730746 22.38
814263 0.9791 9.5 0.919 149.598312 1.900642 22.17
805130 1.1711 9.5 1.132 150.217819 1.73567 22.34
807448 0.5877 4.5 0.58 149.71347 1.761301 22.33
809466 0.7793 2.1 0.943 150.659164 1.818231 22.38
811520 0.1102 1.1 0.35 150.223572 1.922031 19.78
823874 0.9299 9.5 1.008 150.311234 2.238143 22.44
824565 9.9999 0 0.677 150.159576 2.193226 21.59
826008 0.9512 2.5 0.9 149.874802 2.199122 21.97
824452 0.9296 1.5 0.9 150.185196 2.194714 22.17
824700 0.7026 4.5 0.72 150.13324 2.234766 21.7
824503 0.6786 4.5 0.677 150.174438 2.153489 22.42
824775 0.7487 3.5 0.72 150.114975 2.27583 22.25
824851 9.9999 0 0.209 150.097122 2.163947 21.66
830313 0.6086 1.1 1.207 150.384933 2.406556 21.44
830677 9.9999 0 0.444 150.313004 2.329266 20.75
830796 0.6565 4.5 0.619 150.287735 2.404382 21.31
805879 0.5288 3.5 0.541 150.066238 1.629955 22.14
813524 9.9999 0 0.541 149.761703 1.865661 21.72
817671 0 21.4 0.521 150.29158 2.041435 20.95
818399 0.6069 3.5 0.628 150.137741 1.989171 20.08
818787 0.0785 3.5 0.051 150.060471 2.006722 16.83
820232 9.9999 0 1.033 149.692245 2.051323 21.93
700189 0.8964 2.4 -1 150.308258 1.916484 21.84
811879 0.3612 4.5 0.339 150.146881 1.957221 19.55
812013 0.8319 2.5 0.858 150.121948 1.867112 21.64
812012 0.7388 3.5 0.715 150.122131 1.909062 22
812281 0.7378 4.5 0.728 150.064316 1.933068 21.2
812504 0.3417 4.5 0.377 150.010742 1.802077 21.54
837693 0.8801 3.5 0.79 150.327835 2.595155 21.6
832332 0.266 2.5 0.255 149.998642 2.389308 20.34
832349 0.7315 1.5 0.681 149.99527 2.35575 21.64
803443 0.7918 3.5 0.794 150.658997 1.631264 22.08
833627 0.3733 4.5 0.284 149.747299 2.345731 18.32
833034 0.1237 4.5 0.097 149.85878 2.330259 20.15
833032 0.7397 4.5 0.75 149.85939 2.343946 21.27
833665 1.0291 9.5 1.028 149.739456 2.341345 21.96
800246 0.623 3.5 0.591 150.66951 1.610566 21.85
817148 0.3235 3.5 0.31 150.396118 2.063241 18.51
812729 9.9999 0 0.398 149.952927 1.812044 21.9
812188 0.4382 4.5 0.455 150.080887 1.93687 22.48
812466 0.7945 1.5 0.707 150.019287 1.9154 22.32
813172 0.7822 3.5 0.767 149.853119 1.892287 21.27
812780 9.9999 0 0.387 149.941299 1.797028 19.74
829955 0.8913 3.1 1.043 150.444427 2.369805 21.41
835825 0.4789 3.5 0.455 150.6716 2.468163 19.87
836530 0.5605 2.5 0.529 150.539566 2.542918 21.61
802414 0.3052 4.5 0.353 149.655624 1.619562 20.1
812574 0.836 2.5 0.817 149.992905 1.85785 21.22
817061 0 1.4 0.281 150.410538 2.081371 21.96
817200 0 4.4 0.209 150.387299 2.078425 20.34
838079 0 4.4 0.537 150.258347 2.508044 19.2
838220 0.6783 3.1 0.544 150.231674 2.495283 22.04
838310 0.409 1.5 0.405 150.215302 2.601874 19.27
838036 0.5522 2.5 0.525 150.267319 2.58019 22.33
838688 0 4.4 0.853 150.15036 2.475786 22.38
838754 0.5079 4.5 0.503 150.137177 2.463119 20.37
812880 0.7754 2.5 0.794 149.917831 1.910098 21.43
818561 0.363 3.5 0.343 150.108246 1.986735 21.61
824821 0.5336 4.5 0.556 150.103378 2.185713 21.95
819080 9.9999 0 1.142 149.983658 2.008987 22.39
820034 0.4741 4.5 0.484 149.745071 1.987067 20.05
820332 0.3396 4.5 0.333 149.665405 2.09118 18.9
831047 0.3493 3.5 0.313 150.238876 2.358979 20.65
831611 0.8853 3.5 0.835 150.120499 2.327684 22.4
828908 0.51 3.5 0.525 150.650574 2.433575 22.19
817229 0.93 2.5 0.891 150.380463 2.09405 22.47
817300 0.4234 3.5 0.429 150.367661 2.033129 20.43
818595 0 4.4 0.028 150.103287 2.091935 21.98
838230 0.3743 2.5 0.356 150.229477 2.501774 21.77
838311 0.36 4.5 0.3 150.21521 2.539845 21.35
838879 9.9999 0 0.451 150.116638 2.617301 22.44
838952 0.4977 3.1 0.69 150.103592 2.550762 21.05
838518 0 3.4 0.83 150.176773 2.468129 22.33
839032 0 22.4 0.072 150.090393 2.551366 21.52
838610 1.5886 12.4 0.556 150.163803 2.597661 21.88
823535 0.7305 3.5 0.711 150.380402 2.232009 21.02
817529 1.1692 9.5 1.121 150.317368 1.997536 22.41
817470 0.866 1.5 0.872 150.329865 2.084908 21.28
819813 0.2833 2.5 0.281 149.804489 2.097963 22.15
820126 0.3506 4.5 0.35 149.718842 2.070096 20.4
817871 0.6738 4.5 0.694 150.248688 1.972335 20.16
820482 0.2835 4.5 0.258 149.62941 2.031479 19.78
803422 0.371 2.5 0.339 150.664642 1.782139 22.24
817934 9.9999 0 0.844 150.233536 2.059376 21.77
846036 0.5156 3.5 0.499 150.094116 2.646551 21.05
910118 0.9332 1.1 0.763 150.227448 2.083171 23
801704 0.5268 3.5 0.568 149.990173 1.611256 21.51
839925 0.7263 1.5 0.698 149.929214 2.533397 22.42
840113 0.6683 3.5 0.619 149.907135 2.470508 22.3
816437 0.6708 1.5 0.711 150.510864 1.975336 22.47
816452 1.2014 9.1 0.619 150.509232 2.028616 21.29
839259 9.9999 0 0.767 150.048035 2.564635 21.76
838157 0.2191 2.5 0.246 150.243149 2.57729 20.02
836857 0.8164 3.1 0.988 150.479019 2.568044 21.55
837284 0.8912 9.4 -1 150.404556 2.581155 22.07
818025 0.7278 3.5 0.698 150.208313 2.048493 22.35
818162 0.3713 2.5 0.415 150.181992 2.024597 22.35
824166 0.2222 4.5 0.224 150.237808 2.240858 21.74
825560 0.349 2.5 0.346 149.965073 2.180265 21.56
825685 9.9999 0 1.137 149.936813 2.149293 20.54
826347 0.6295 4.5 0.624 149.805161 2.201017 22.03
848128 0.7004 1.5 0.66 149.652283 2.69028 22.48
849626 0.751 1.5 0.808 150.63504 2.797672 20.28
806399 0.6828 3.5 0.665 149.951447 1.780623 21.76
806225 3.1891 1.1 0.398 149.986237 1.759985 22.47
819247 0.2655 4.5 0.262 149.941559 1.9884 21.76
819644 1.2439 18.4 0.611 149.851959 1.998422 18.53
819695 0.6606 3.5 0.611 149.838943 2.06334 21.94
819718 0.7502 3.5 0.737 149.83252 2.03812 22.18
837187 0.8791 3.5 0.853 150.421478 2.488752 22.03
804370 0.576 3.5 0.568 150.397842 1.65753 22.08
837395 0.5148 4.5 0.495 150.384415 2.46022 20.05
837524 0.6176 2.5 0.587 150.361893 2.579908 22.49
824465 0.2636 3.5 0.281 150.183228 2.166003 19.73
827854 0 2.4 0.185 149.48465 2.191944 21.74
828330 0.3618 4.5 0.297 150.766632 2.427969 20.67
824276 0.6633 3.5 0.677 150.21933 2.231438 22.19
824368 0.8795 3.5 0.844 150.203781 2.272744 22.09
823913 0 4.4 0.583 150.303802 2.272398 21.98
806888 0.5065 3.5 0.473 149.831863 1.648932 21.98
806592 0.6914 3.5 0.681 149.904434 1.63088 21.94
819867 0.6773 4.5 0.64 149.790329 2.046083 22.34
819930 0.1883 3.5 0.212 149.768188 2.105047 22.09
820042 1.0256 9.3 1.013 149.742722 2.092849 22.18
820097 0.6612 4.5 0.673 149.729111 1.987666 21.78
820338 0.53 4.5 0.518 149.664078 2.01366 21.45
837868 0.1116 3.5 0.122 150.298172 2.540869 19.91
840546 0.321 24.5 0.329 149.819534 2.589209 20.2
824048 0.9243 3.5 0.939 150.268524 2.240776 22.43
824972 9.9999 0 0.387 150.074875 2.164372 20.03
831356 0.7359 4.5 0.741 150.173935 2.317321 21.66
831463 0.7228 3.5 0.737 150.150787 2.342181 21.44
831517 0.2227 4.5 0.227 150.14035 2.418966 19.45
832212 2.1873 211.4 0.455 150.021057 2.42037 22.45
804834 0.6714 3.5 0.66 150.278168 1.766914 20.55
805549 0.5211 3.5 0.518 150.148163 1.683497 21.82
806282 0.7015 2.5 0.707 149.972473 1.632009 22.17
810242 0.7016 4.5 0.665 150.494873 1.957728 22.43
811200 0.9702 1.5 0.963 150.288177 1.852687 22.25
820404 0.5295 3.5 0.525 149.649796 1.989416 20.82
818654 9.9999 0 1.367 150.092941 2.058117 22.49
818682 0 4.4 0.144 150.08757 2.097211 18.26
818874 0.387 4.5 0.401 150.040314 1.993936 21.17
818905 0.045 3.5 0.046 150.032379 2.034013 21.5
819347 0.3562 4.5 0.356 149.920883 2.031232 18.98
803441 9.9999 20 0.07 150.659393 1.629616 19.17
819406 0.6607 3.5 0.673 149.908997 2.079476 21.47
840811 9.9999 0 0.595 149.75592 2.584442 21.65
840928 0.6963 4.5 0.702 149.72879 2.515318 21.07
841089 0.2703 3.5 0.293 149.696182 2.608046 21.54
841164 0.4759 3.5 0.51 149.681549 2.461453 21.25
841208 0.2635 3.5 0.262 149.671631 2.51927 22.24
839317 0.3144 1.1 0.059 150.036774 2.61967 21.14
832570 0.2829 4.5 0.274 149.950195 2.448937 22.29
832969 0.3332 3.5 0.32 149.870026 2.443089 19.76
811523 0.4461 1.5 0.455 150.222992 1.879517 22.41
807693 0.674 3.5 0.707 149.655579 1.773206 22.02
807752 9.9999 0 0.84 149.641647 1.717109 20.62
818958 1.1557 3.5 1.175 150.017899 2.086698 21.93
818986 0.3679 2.1 0.07 150.012802 2.048434 20.98
819483 1.031 9.5 1.058 149.89032 2.094517 22.34
819091 0.3098 4.5 0.29 149.979904 2.093962 21.6
819534 0.6762 3.5 0.644 149.878479 2.031963 21.37
819120 0.6677 3.5 0.69 149.971909 2.097638 21.2
819593 0.6882 4.5 0.694 149.86528 2.11332 21.35
819617 0.6619 3.5 0.686 149.858841 2.059402 21.56
839389 0.2818 1.5 0.284 150.025574 2.49411 20.24
839459 0 3.4 0.872 150.011108 2.555211 21.64
839646 0.3459 4.5 0.363 149.975693 2.461434 18.81
840192 9.9999 0 0.948 149.891968 2.526585 21.48
839687 0.7319 1.5 0.759 149.967743 2.544501 22.14
839743 0.8869 3.5 0.844 149.957291 2.592371 22.24
830331 0.3746 4.5 0.384 150.381516 2.397899 22.34
830948 0.1217 3.5 0.147 150.257538 2.429861 20.62
811357 0.362 4.5 0.363 150.253784 1.897032 19.94
810772 0.4581 3.5 0.455 150.390564 1.836229 21.66
823107 0.1271 3.5 0.064 150.468094 2.244986 22.36
811426 0 24.4 0.237 150.239853 1.927741 17.88
827281 0.8757 9.5 0.821 149.623291 2.178307 21.93
