id_zcosmos,zpec,cc,alpha,delta,mag_sel,id_photzi25,fuv_photzi25,nuv_photzi25,u_photzi25,eu_photzi25,b_photzi25,eb_photzi25,v_photzi25,ev_photzi25,g_photzi25,eg_photzi25,r_photzi25,er_photzi25,i_photzi25,ei_photzi25,z_photzi25,ez_photzi25,j_photzi25,ej_photzi25,k_photzi25,ek_photzi25,ic_photzi25,efuv_photzi25,enuv_photzi25,eic_photzi25,flag_maskb_photzi25,flag_maskv_photzi25,flag_maski_photzi25,flag_maskz_photzi25,flag_maskd_photzi25
806320,0.1647,4.5,149.965805,1.78109,20.5,352948,22.8186044397387,22.3866044397387,22.731,0.021,21.89,0.017,21.497,0.012,21.949,0.015,21.445,0.011,21.205,0.01,21.042,0.01,21.213,0.012,20.753,0.015,21.172,0.06,0.043,0.03,0,0,0,0,0
806321,1.0262,2.5,149.965546,1.690708,21.78,366412,-99,24.1656044397387,23.467,0.031,23.172,0.031,22.944,0.024,23.278,0.028,22.756,0.021,22.165,0.016,21.722,0.015,21.592,0.018,20.857,0.018,22.174,-99,0.103,0.075,0,0,0,0,0
806322,0.2267,2.5,149.965393,1.717294,22.41,362413,24.6326044397387,24.7576044397387,24.354,0.049,23.594,0.038,23.1,0.026,23.656,0.038,23.006,0.025,22.638,0.022,22.469,0.024,22.562,0.035,22.221,0.052,22.673,0.129,0.18,0.129,0,0,0,0,0
806327,0.6827,2.5,149.964737,1.723848,22.21,361564,-99,-99,26.65,0.217,25.332,0.094,24.104,0.044,25.072,0.083,23.409,0.029,22.423,0.018,21.974,0.017,21.697,0.018,20.961,0.018,22.427,-99,-99,0.108,0,0,0,0,0
806332,1.0272,2.5,149.96402,1.653475,21.93,371138,-99,24.0296044397387,23.679,0.035,23.381,0.034,23.213,0.027,23.514,0.032,23.035,0.024,22.43,0.018,21.963,0.017,21.955,0.019,21.185,0.023,22.452,-99,0.091,0.101,0,0,0,0,0
806333,0.0251,3.5,149.964005,1.707168,19.43,363819,-99,-99,23.227,0.027,22.683,0.024,22.696,0.021,22.909,0.023,22.886,0.022,22.8,0.021,22.731,0.023,22.739,0.027,23.182,0.064,22.704,-99,-99,0.063,0,0,0,0,0
806335,1.0308,2.5,149.96312,1.675208,22.24,366880,-99,24.6546044397387,24.074,0.043,23.781,0.041,23.563,0.033,23.913,0.04,23.277,0.028,22.661,0.021,22.233,0.02,22.124,0.02,21.054,0.021,22.694,-99,0.184,0.126,0,0,0,0,0
806339,0.5268,2.5,149.962234,1.709538,22.41,363226,25.8656044397387,25.2636044397387,24.677,0.059,24.06,0.048,23.586,0.033,24.117,0.045,23.025,0.024,22.527,0.019,22.069,0.019,21.999,0.023,21.178,0.022,22.477,0.493,0.359,0.101,0,0,0,7,0
806341,0.6201,3.5,149.961746,1.652108,21.21,371865,27.0706044397387,25.3146044397387,24.392,0.051,23.658,0.041,23.12,0.027,23.707,0.038,22.44,0.019,21.632,0.013,21.211,0.011,20.669,0.01,19.841,0.01,21.608,1.039,0.253,0.046,0,0,0,0,0
806348,0.0,2.5,149.960907,1.74377,22.48,358655,-99,26.8216044397387,24.28,0.047,23.293,0.033,22.903,0.023,23.367,0.029,22.754,0.021,22.491,0.019,22.337,0.022,22.751,0.038,22.659,0.078,22.538,-99,1.07,0.106,0,0,0,0,0
806350,0.9288,2.5,149.960815,1.631741,22.4,374957,-99,24.9936044397387,24.191,0.046,23.842,0.043,23.625,0.034,23.969,0.041,23.473,0.03,22.724,0.022,22.298,0.021,22.192,0.023,21.427,0.029,22.745,-99,0.195,0.128,0,0,0,0,0
806351,0.7361,3.5,149.960526,1.782368,20.91,352296,-99,26.7016044397387,25.652,0.105,24.716,0.067,23.257,0.028,24.375,0.051,22.518,0.019,21.268,0.01,20.698,0.01,20.314,0.01,19.29,0.01,21.268,-99,1.079,0.034,0,0,0,0,0
806359,0.0,1.5,149.959579,1.79059,22.26,351623,-99,25.7566044397387,23.32,0.029,22.663,0.024,22.503,0.019,22.773,0.022,22.535,0.019,22.4,0.018,22.336,0.022,22.936,0.037,23.45,0.159,22.443,-99,0.387,0.098,0,0,0,0,0
806361,0.7354,2.5,149.959229,1.71817,21.82,361558,-99,24.9566044397387,24.177,0.045,23.747,0.041,23.317,0.028,23.86,0.039,22.811,0.022,21.918,0.014,21.45,0.013,21.135,0.013,20.299,0.011,21.917,-99,0.235,0.067,0,0,0,0,0
806366,0.3721,2.5,149.958298,1.695024,21.57,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806374,0.3751,4.5,149.956573,1.762554,20.33,355471,-99,24.6046044397387,23.599,0.033,22.606,0.024,21.761,0.013,22.58,0.02,21.127,0.01,20.679,0.01,20.225,0.01,19.887,0.01,19.22,0.01,20.6,-99,0.176,0.019,0,0,0,0,0
806376,0.369,3.5,149.956421,1.78785,19.12,351689,24.6316044397387,23.1616044397387,23.235,0.028,22.235,0.02,21.246,0.011,22.136,0.016,20.629,0.01,20.024,0.01,19.552,0.01,19.065,0.01,18.193,0.01,20,0.182,0.065,0.012,0,0,0,0,0
806379,0.7759,4.5,149.955917,1.648163,22.01,372232,26.7376044397387,23.4806044397387,23.409,0.03,23.052,0.029,23.035,0.025,23.244,0.028,22.818,0.022,22.373,0.018,22.127,0.019,22.154,0.022,21.871,0.042,22.403,0.859,0.127,0.095,0,0,0,0,0
806382,0.372,3.5,149.955551,1.659265,20.57,370810,-99,-99,24.893,0.069,23.309,0.033,22.181,0.016,23.173,0.027,21.458,0.011,20.919,0.01,20.489,0.01,20.118,0.01,19.359,0.01,20.869,-99,-99,0.025,0,0,0,0,0
806383,0.3546,3.5,149.955551,1.757226,22.37,356538,25.7926044397387,25.1656044397387,24.436,0.051,23.881,0.043,23.163,0.026,23.832,0.037,22.866,0.022,22.567,0.02,22.225,0.02,22.296,0.026,21.549,0.03,22.572,0.266,0.249,0.11,0,0,0,0,0
806386,0.6804,4.5,149.953674,1.780025,21.69,353124,26.5316044397387,23.4966044397387,23.295,0.029,22.855,0.026,22.715,0.021,23.003,0.025,22.327,0.017,21.837,0.013,21.686,0.015,21.591,0.015,20.98,0.019,21.863,0.483,0.083,0.058,0,0,0,0,0
806387,0.2824,4.5,149.953552,1.763817,21.94,355435,25.0756044397387,24.2676044397387,24.049,0.042,23.388,0.034,22.75,0.021,23.352,0.029,22.541,0.019,22.227,0.017,21.997,0.018,22.147,0.021,21.393,0.027,22.226,0.168,0.126,0.08,0,0,0,0,0
806389,0.3527,4.5,149.953415,1.746868,20.06,358060,24.8506044397387,24.4196044397387,23.712,0.035,22.672,0.024,21.62,0.012,22.581,0.02,21.057,0.01,20.619,0.01,20.051,0.01,19.593,0.01,18.783,0.01,20.468,0.171,0.12,0.017,0,0,0,0,0
806390,0.8496,2.5,149.953278,1.677469,21.81,367799,-99,-99,25.317,0.091,24.693,0.066,23.758,0.036,24.712,0.063,23.031,0.024,21.924,0.014,21.214,0.011,20.744,0.01,19.804,0.01,21.909,-99,-99,0.06,0,0,0,0,0
806392,0.738,2.5,149.953049,1.774295,22.45,353834,-99,26.7506044397387,24.95,0.07,24.495,0.063,24.217,0.052,24.586,0.068,23.626,0.034,22.897,0.024,22.485,0.027,22.358,0.025,21.218,0.024,22.795,-99,1.971,0.134,0,0,0,0,0
806398,0.5588,3.5,149.951599,1.735943,22.48,359866,24.7106044397387,23.5916044397387,23.876,0.038,23.522,0.036,23.355,0.029,23.712,0.035,22.917,0.023,22.637,0.021,22.546,0.025,22.568,0.034,22.337,0.064,22.597,0.17,0.072,0.124,0,0,0,0,0
806399,0.6822,3.5,149.951447,1.780623,21.76,353026,26.3276044397387,23.7326044397387,23.743,0.036,23.248,0.032,23.036,0.025,23.383,0.03,22.633,0.02,22.059,0.015,21.86,0.017,21.826,0.017,21.156,0.022,22.053,0.589,0.114,0.069,0,0,0,0,0
806404,0.9269,9.3,149.951035,1.761834,22.24,355954,27.2726044397387,25.7156044397387,24.401,0.051,24.008,0.046,23.632,0.033,24.139,0.044,23.404,0.029,22.602,0.02,22.163,0.02,21.715,0.016,20.963,0.018,22.595,1.118,0.416,0.112,0,0,0,0,0
806408,0.7758,3.5,149.95047,1.682803,22.31,367664,-99,26.3666044397387,25.494,0.105,24.87,0.073,24.393,0.051,24.915,0.069,23.724,0.035,22.675,0.021,22.12,0.019,21.603,0.019,20.294,0.012,22.632,-99,0.735,0.117,0,0,0,0,0
806415,0.7009,4.5,149.948807,1.687528,22.14,366549,25.6766044397387,23.3646044397387,23.427,0.031,23.057,0.029,22.972,0.024,23.205,0.028,22.697,0.021,22.256,0.017,22.104,0.019,22.369,0.033,21.504,0.031,22.265,0.327,0.045,0.083,0,0,0,0,0
806420,0.2836,4.5,149.947906,1.647844,19.91,372457,-99,-99,23.321,0.029,22.242,0.02,21.241,0.011,22.046,0.015,20.832,0.01,20.448,0.01,19.923,0.01,19.401,0.01,18.527,0.01,20.295,-99,-99,0.015,0,0,8,0,0
806423,0.3743,3.5,149.94751,1.685411,20.34,366558,-99,-99,24.858,0.069,23.325,0.033,22.162,0.016,23.14,0.027,21.413,0.011,20.788,0.01,20.392,0.01,20.005,0.01,19.242,0.01,20.78,-99,-99,0.022,0,0,0,0,0
806424,0.0,2.5,149.947372,1.662625,22.07,370428,-99,27.7486044397387,23.91,0.04,22.935,0.027,22.557,0.02,22.908,0.024,22.367,0.018,22.165,0.017,22.003,0.018,22.154,0.019,22.312,0.067,22.159,-99,2.754,0.079,0,0,0,0,0
806425,0.7051,2.5,149.947159,1.792015,21.22,375727,-99,24.9976044397387,24.249,0.047,23.52,0.036,23.045,0.025,23.573,0.033,22.509,0.019,21.742,0.013,21.302,0.012,20.841,0.01,19.833,0.01,21.719,-99,0.238,0.051,0,0,0,0,0
806427,0.2663,4.5,149.946548,1.687533,18.64,366564,25.9376044397387,25.0126044397387,22.264,0.017,21.049,0.011,19.944,0.01,20.835,0.01,19.612,0.01,19.155,0.01,18.825,0.01,18.509,0.01,17.904,0.01,19.104,0.358,0.236,0.01,0,0,0,0,0
806432,0.1852,4.5,149.945938,1.774471,22.25,353921,-99,-99,22.953,0.024,22.544,0.023,22.303,0.018,22.797,0.023,22.184,0.017,21.953,0.015,21.769,0.018,22.004,0.019,21.343,0.027,21.664,-99,-99,0.049,6,6,6,6,0
806440,0.2209,4.5,149.943939,1.6688,18.31,368846,21.1666044397387,20.5586044397387,21.194,0.01,20.41,0.01,19.822,0.01,20.38,0.01,19.627,0.01,19.349,0.01,19.028,0.01,18.748,0.01,18.268,0.01,19.235,0.03,0.013,0.01,0,0,0,0,0
806443,0.6639,9.5,149.943405,1.656693,22.27,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806452,0.6503,3.5,149.941254,1.631157,22.19,374865,-99,-99,25.641,0.121,24.755,0.069,24.027,0.042,24.686,0.06,23.316,0.028,22.436,0.019,21.969,0.018,21.535,0.015,20.466,0.014,22.395,-99,-99,0.098,0,0,0,0,0
806454,0.3679,3.5,149.940552,1.789675,18.9,375464,26.4276044397387,25.4716044397387,23.459,0.031,21.954,0.017,20.822,0.01,21.823,0.014,20.155,0.01,19.701,0.01,19.128,0.01,18.757,0.01,18.02,0.01,19.502,0.676,0.371,0.01,0,0,0,5,0
806455,0.8041,3.5,149.940292,1.753781,22.2,355706,27.5726044397387,24.3386044397387,23.927,0.04,23.519,0.037,23.35,0.029,23.656,0.034,23.15,0.027,22.467,0.019,22.16,0.021,21.843,0.019,21.555,0.029,22.471,1.561,0.128,0.107,0,0,0,7,0
806461,0.1239,3.5,149.939301,1.757496,17.6,355726,23.5086044397387,22.7196044397387,21.792,0.014,20.536,0.01,19.691,0.01,20.364,0.01,19.366,0.01,18.916,0.01,18.387,0.01,17.821,0.01,17.221,0.01,18.75,0.07,0.048,0.01,0,0,0,6,0
806464,0.731,3.5,149.938553,1.718627,22.42,362336,-99,24.2516044397387,24.161,0.045,23.748,0.041,23.567,0.033,23.927,0.04,23.245,0.028,22.62,0.021,22.358,0.023,22.115,0.025,21.756,0.034,22.679,-99,0.115,0.137,0,0,0,2,0
806469,0.2189,3.5,149.93515,1.726565,20.92,360474,22.9016044397387,22.3026044397387,23.025,0.025,22.263,0.02,21.876,0.014,22.329,0.018,21.809,0.014,21.63,0.012,21.511,0.014,21.863,0.02,21.316,0.024,21.616,0.067,0.038,0.052,0,0,0,0,0
806472,0.1648,3.5,149.934723,1.726925,21.04,360473,22.9696044397387,23.1396044397387,23.098,0.026,22.325,0.021,21.988,0.015,22.408,0.018,21.925,0.015,21.748,0.013,21.599,0.015,21.859,0.02,21.484,0.026,21.7,0.067,0.077,0.056,0,0,0,0,0
806476,0.954,9.5,149.93428,1.792325,22.41,375746,27.1376044397387,24.5216044397387,23.887,0.039,23.588,0.038,23.438,0.03,23.743,0.037,23.316,0.029,22.69,0.021,22.328,0.024,22.384,0.025,21.79,0.035,22.709,0.955,0.128,0.126,0,0,0,0,0
806479,0.0,3.5,149.933929,1.711625,21.7,363305,25.0606044397387,24.3656044397387,24.502,0.056,23.726,0.041,23.112,0.026,23.802,0.038,22.562,0.02,21.727,0.013,21.305,0.013,21.101,0.012,20.97,0.018,21.752,0.165,0.149,0.052,0,0,0,0,0
806480,0.4803,3.5,149.933899,1.733386,21.26,359834,-99,26.9776044397387,25.69,0.113,24.136,0.05,23.122,0.026,23.968,0.041,22.24,0.017,21.507,0.012,21.113,0.011,20.87,0.01,20.07,0.01,21.533,-99,1.818,0.048,0,0,0,0,0
806485,1.1892,3.5,149.931854,1.676925,22.38,368383,-99,25.1916044397387,23.809,0.038,23.475,0.036,23.337,0.029,23.694,0.035,23.117,0.026,22.749,0.022,22.153,0.02,22.072,0.019,21.248,0.024,22.722,-99,0.304,0.125,0,0,0,0,0
806495,0.426,3.5,149.92984,1.786812,22.46,352070,24.4256044397387,23.7506044397387,23.932,0.04,23.578,0.038,23.117,0.026,23.658,0.035,22.893,0.023,22.682,0.021,22.463,0.026,22.563,0.028,22.1,0.047,22.669,0.148,0.079,0.12,0,0,0,7,0
806499,0.2209,4.5,149.929001,1.70098,22.42,364789,24.4916044397387,23.8986044397387,24.066,0.044,23.368,0.034,22.999,0.025,23.444,0.031,22.876,0.023,22.6,0.021,22.501,0.027,22.526,0.035,22.02,0.044,22.632,0.137,0.072,0.116,0,0,0,0,0
806501,0.5187,3.5,149.928543,1.63679,21.45,374075,24.1766044397387,22.9386044397387,23.254,0.029,22.828,0.026,22.488,0.019,22.97,0.024,22.053,0.015,21.776,0.013,21.584,0.014,21.6,0.015,21.159,0.023,21.762,0.089,0.043,0.053,0,0,0,0,0
806508,0.735,4.5,149.927124,1.778768,21.31,352767,26.1106044397387,25.0596044397387,25.209,0.082,24.48,0.06,23.494,0.032,24.352,0.051,22.767,0.022,21.642,0.013,21.106,0.011,20.708,0.01,19.796,0.01,21.644,0.442,0.307,0.048,0,0,0,0,0
806512,0.3749,3.5,149.925873,1.777679,19.5,352770,25.1516044397387,23.8116044397387,22.639,0.021,21.727,0.016,20.778,0.01,21.644,0.013,20.343,0.01,19.955,0.01,19.448,0.01,19.159,0.01,18.329,0.01,19.849,0.195,0.083,0.01,0,0,0,0,0
806514,0.6222,3.5,149.925552,1.66773,22.0,369558,25.5746044397387,23.6946044397387,23.903,0.04,23.405,0.035,23.299,0.029,23.578,0.033,22.779,0.022,22.364,0.018,22.191,0.021,22.039,0.019,21.455,0.03,22.336,0.277,0.06,0.093,0,0,0,0,0
806516,0.7365,3.5,149.924332,1.777038,21.36,352766,-99,24.3126044397387,23.819,0.037,23.199,0.031,22.843,0.023,23.29,0.029,22.366,0.018,21.688,0.013,21.376,0.013,21.149,0.011,20.4,0.012,21.671,-99,0.13,0.049,0,0,0,1,0
806527,0.375,3.5,149.922134,1.772971,20.99,354105,25.8816044397387,23.8726044397387,23.501,0.032,22.85,0.026,22.181,0.017,22.877,0.023,21.78,0.013,21.346,0.011,20.844,0.01,20.545,0.01,19.73,0.01,21.355,0.394,0.092,0.037,0,0,0,7,0
806531,0.5135,1.5,149.921524,1.759071,21.81,356255,25.1216044397387,23.5876044397387,23.998,0.041,23.538,0.037,23.194,0.027,23.715,0.035,22.714,0.021,22.356,0.018,22.099,0.02,22.014,0.021,21.531,0.029,22.36,0.169,0.066,0.091,0,0,0,7,0
806535,0.1247,3.5,149.921021,1.753022,18.38,356806,26.6556044397387,24.5636044397387,22.37,0.018,21.089,0.012,20.176,0.01,20.91,0.01,19.829,0.01,19.369,0.01,18.833,0.01,18.331,0.01,17.674,0.01,19.254,0.91,0.173,0.01,0,0,0,2,0
806547,0.632,3.5,149.916931,1.679955,21.71,368019,-99,-99,27.373,0.472,25.356,0.096,23.938,0.04,24.968,0.073,23.109,0.025,21.996,0.015,21.459,0.013,21.11,0.013,20.088,0.01,22.002,-99,-99,0.066,0,0,0,0,0
806551,0.851,2.5,149.915833,1.756866,20.71,356518,-99,24.0736044397387,23.565,0.033,22.985,0.028,22.549,0.02,23.044,0.026,22.204,0.017,21.312,0.011,20.845,0.01,20.323,0.01,19.458,0.01,21.292,-99,0.125,0.035,0,0,0,0,0
806552,0.7393,3.5,149.915756,1.677966,21.88,368225,-99,-99,25.832,0.14,25.07,0.082,24.197,0.046,25.02,0.075,23.408,0.03,22.342,0.018,21.785,0.016,21.436,0.014,20.136,0.01,22.34,-99,-99,0.093,0,0,0,0,0
806558,0.2215,3.5,149.915024,1.756397,21.64,356519,24.4036044397387,23.8386044397387,23.644,0.034,22.894,0.027,22.378,0.018,22.91,0.024,22.179,0.016,21.857,0.014,21.662,0.015,21.453,0.015,21.103,0.021,21.849,0.124,0.086,0.059,0,0,0,0,0
806560,0.2665,4.5,149.914566,1.783353,19.24,352130,25.2396044397387,24.9906044397387,22.913,0.024,21.777,0.016,20.663,0.01,21.534,0.012,20.258,0.01,19.753,0.01,19.331,0.01,18.879,0.01,18.072,0.01,19.692,0.214,0.264,0.01,0,0,0,0,0
806573,0.2667,4.5,149.91095,1.779892,19.95,353161,23.5666044397387,22.6396044397387,22.338,0.018,21.634,0.015,20.956,0.01,21.567,0.012,20.744,0.01,20.344,0.01,20.07,0.01,19.826,0.01,19.124,0.01,20.339,0.088,0.032,0.015,0,0,0,0,0
806575,0.3058,4.5,149.910553,1.786547,20.34,352128,23.1916044397387,22.4606044397387,22.47,0.019,21.869,0.017,21.267,0.011,21.845,0.014,21.064,0.01,20.769,0.01,20.402,0.01,20.289,0.01,19.663,0.01,20.746,0.057,0.025,0.022,0,0,0,0,0
806576,0.3509,1.5,149.910309,1.701235,22.24,362946,26.9816044397387,27.4096044397387,25.33,0.095,24.387,0.057,23.431,0.03,24.256,0.048,22.905,0.023,22.445,0.019,22.056,0.019,21.929,0.022,21.204,0.023,22.44,0.851,2.225,0.098,0,0,0,0,0
806577,0.9488,3.5,149.910217,1.703689,21.95,364443,-99,-99,23.912,0.04,23.578,0.038,23.268,0.028,23.665,0.035,23.074,0.025,22.324,0.018,21.867,0.017,21.348,0.015,20.644,0.014,22.273,-99,-99,0.084,0,0,0,0,0
806591,0.6644,4.5,149.904663,1.713411,21.42,363030,-99,-99,26.532,0.223,25.013,0.081,23.615,0.034,24.538,0.056,22.746,0.022,21.654,0.013,21.143,0.011,20.711,0.01,19.786,0.01,21.656,-99,-99,0.05,0,0,0,6,0
806592,0.6908,3.5,149.904434,1.63088,21.94,375104,26.3746044397387,23.8526044397387,23.717,0.037,23.236,0.032,23.093,0.025,23.384,0.03,22.695,0.021,22.174,0.016,21.991,0.018,21.949,0.019,21.28,0.027,22.169,0.636,0.083,0.076,0,0,0,0,0
806595,0.2663,3.5,149.903976,1.783328,19.65,352428,26.2656044397387,24.3656044397387,23.234,0.028,22.174,0.019,21.171,0.01,21.987,0.015,20.765,0.01,20.15,0.01,19.724,0.01,19.244,0.01,18.316,0.01,20.133,0.519,0.126,0.013,0,0,0,0,0
806596,0.1233,4.5,149.903885,1.722063,18.0,361081,26.8816044397387,24.2286044397387,21.553,0.012,20.291,0.01,19.451,0.01,20.121,0.01,19.235,0.01,18.869,0.01,18.463,0.01,18.164,0.01,17.825,0.01,18.762,0.965,0.153,0.01,0,0,0,0,0
806615,0.6793,3.5,149.899063,1.711615,22.03,363380,-99,25.8996044397387,25.105,0.081,24.31,0.055,23.718,0.036,24.374,0.052,23.097,0.026,22.25,0.017,21.836,0.017,21.508,0.016,20.502,0.013,22.271,-99,0.418,0.085,0,0,0,0,0
806621,0.2206,3.5,149.897659,1.635486,22.39,374269,26.0956044397387,25.0406044397387,24.519,0.059,23.641,0.039,23.081,0.026,23.611,0.033,22.844,0.022,22.561,0.02,22.357,0.022,22.292,0.025,21.791,0.042,22.571,0.54,0.218,0.109,0,0,0,0,0
806623,0.5658,2.5,149.896255,1.681999,22.0,367814,24.8676044397387,25.1586044397387,24.009,0.043,23.509,0.036,23.224,0.027,23.671,0.035,22.825,0.022,22.487,0.019,22.354,0.022,22.378,0.033,21.744,0.036,22.453,0.135,0.346,0.099,0,0,0,0,0
806624,0.3464,2.5,149.896255,1.760968,20.74,354908,26.6716044397387,27.4086044397387,24.741,0.062,23.644,0.039,22.509,0.019,23.506,0.032,21.924,0.014,21.211,0.01,20.628,0.01,20.077,0.01,18.832,0.01,21.184,0.591,2.213,0.032,0,0,0,0,0
806633,0.5299,4.5,149.89299,1.766842,22.16,378757,24.2646044397387,23.1476044397387,23.434,0.031,23.107,0.03,22.937,0.024,23.312,0.029,22.646,0.02,22.414,0.018,22.38,0.024,22.611,0.029,22.129,0.045,22.423,0.093,0.046,0.097,0,0,0,0,0
806640,0.0495,1.5,149.890671,1.659213,21.65,395005,23.4916044397387,23.4396044397387,23.542,0.033,22.703,0.025,22.586,0.02,22.824,0.022,22.538,0.019,22.392,0.018,22.282,0.021,22.573,0.031,22.271,0.059,22.37,0.076,0.061,0.097,0,0,0,3,0
806642,0.1242,4.5,149.890594,1.699402,20.07,389027,24.4846044397387,24.1006044397387,22.944,0.024,21.907,0.017,21.24,0.01,21.824,0.014,21.001,0.01,20.631,0.01,20.378,0.01,20.199,0.01,19.931,0.01,20.625,0.116,0.142,0.02,0,0,0,0,0
806645,0.586,3.5,149.889679,1.763272,22.1,378739,-99,23.9746044397387,23.871,0.038,23.309,0.033,23.015,0.025,23.47,0.031,22.641,0.02,22.241,0.017,22.064,0.019,22.37,0.025,21.383,0.024,22.266,-99,0.105,0.084,0,0,0,0,0
806650,0.6669,4.5,149.888184,1.725656,21.18,385470,-99,24.7586044397387,24.565,0.057,23.795,0.042,23.13,0.026,23.717,0.035,22.449,0.018,21.565,0.012,21.131,0.011,20.749,0.01,19.758,0.01,21.591,-99,0.17,0.052,0,0,0,0,0
806651,0.8634,3.5,149.888077,1.669823,21.83,393628,-99,-99,25.526,0.116,24.73,0.068,23.963,0.04,24.79,0.065,23.384,0.029,22.107,0.016,21.587,0.014,21.269,0.012,20.268,0.011,22.122,-99,-99,0.077,0,0,0,0,0
806654,0.1245,4.5,149.886917,1.769757,17.75,380402,23.8586044397387,22.5356044397387,21.446,0.012,20.27,0.01,19.522,0.01,20.159,0.01,19.291,0.01,18.889,0.01,18.4,0.01,18.038,0.01,17.566,0.01,18.733,0.112,0.039,0.01,0,0,0,0,0
806656,0.1226,4.5,149.886353,1.750584,18.01,381198,22.1266044397387,21.5606044397387,21.74,0.013,20.697,0.01,20.103,0.01,20.666,0.01,19.867,0.01,19.513,0.01,19.235,0.01,19.076,0.01,18.704,0.01,19.492,0.049,0.029,0.01,0,0,0,0,0
806657,0.6619,4.5,149.885834,1.692534,20.28,389945,-99,24.8336044397387,24.533,0.059,23.694,0.04,22.711,0.021,23.544,0.032,21.913,0.014,20.873,0.01,20.362,0.01,19.87,0.01,18.853,0.01,20.869,-99,0.19,0.024,0,0,0,0,0
806661,0.5307,3.5,149.885345,1.650696,21.61,396337,-99,27.9716044397387,25.494,0.115,24.458,0.059,23.529,0.032,24.326,0.049,22.713,0.021,21.883,0.014,21.429,0.013,21.05,0.011,20.162,0.01,21.899,-99,2.615,0.061,0,0,0,0,0
806663,0.6665,2.5,149.884827,1.663267,21.69,394441,-99,25.4766044397387,25.081,0.086,24.214,0.052,23.613,0.033,24.217,0.046,22.957,0.024,22.12,0.016,21.697,0.015,21.241,0.011,20.023,0.01,22.155,-99,0.337,0.083,0,0,0,0,0
806664,0.7959,3.5,149.884811,1.688144,22.37,390865,-99,23.9836044397387,23.936,0.042,23.575,0.038,23.417,0.03,23.738,0.036,23.145,0.026,22.497,0.019,22.21,0.021,21.793,0.02,21.639,0.032,22.486,-99,0.087,0.106,0,0,0,0,0
806665,0.6843,3.5,149.884766,1.718069,21.38,386622,-99,25.1616044397387,24.441,0.054,23.834,0.044,23.213,0.027,23.853,0.04,22.619,0.02,21.706,0.013,21.248,0.012,20.827,0.01,19.833,0.01,21.7,-99,0.29,0.059,0,0,0,0,0
806666,0.5305,2.5,149.884552,1.764374,20.79,380046,-99,26.6126044397387,24.92,0.07,23.825,0.043,22.884,0.023,23.715,0.035,22.021,0.015,21.233,0.01,20.744,0.01,20.298,0.01,19.236,0.01,21.231,-99,0.958,0.035,0,0,0,0,0
806668,0.1221,4.5,149.884033,1.751027,16.32,380051,22.9976044397387,22.1996044397387,20.677,0.01,19.377,0.01,18.381,0.01,19.133,0.01,18.03,0.01,-99.9,-99.9,-99.9,-99.9,16.799,0.01,16.285,0.01,17.481,0.098,0.033,0.01,0,0,0,0,0
806669,0.1231,3.5,149.883942,1.760355,18.72,380039,-99,24.8746044397387,21.984,0.015,20.836,0.01,20.055,0.01,20.711,0.01,19.893,0.01,19.509,0.01,19.113,0.01,18.938,0.01,18.631,0.01,19.404,-99,0.259,0.01,0,0,0,0,0
806673,0.9389,3.5,149.883347,1.731628,22.46,384594,-99,-99,26.131,0.16,25.558,0.111,24.786,0.065,25.655,0.116,23.981,0.041,22.74,0.022,21.961,0.018,21.49,0.015,20.634,0.013,22.75,-99,-99,0.156,0,0,0,0,0
806675,0.9679,9.5,149.88237,1.791249,22.14,376022,-99,25.0116044397387,24.189,0.046,23.873,0.044,23.609,0.033,24.009,0.042,23.357,0.029,22.628,0.02,22.108,0.02,21.695,0.016,21.105,0.019,22.647,-99,0.26,0.127,0,0,0,0,0
806678,0.6641,4.5,149.882034,1.692272,20.65,390195,26.0966044397387,23.6036044397387,23.394,0.031,22.763,0.025,22.374,0.018,22.826,0.022,21.87,0.014,21.185,0.01,20.837,0.01,20.52,0.01,19.583,0.01,21.183,0.421,0.051,0.035,0,0,0,0,0
806679,0.3501,3.5,149.881927,1.771533,20.28,378993,23.0756044397387,22.3066044397387,22.686,0.021,22.157,0.019,21.513,0.012,22.157,0.016,21.241,0.01,20.974,0.01,20.647,0.01,20.558,0.01,20.028,0.01,20.945,0.056,0.037,0.029,0,0,0,0,0
806682,0.5293,4.5,149.880447,1.646193,20.63,396347,-99,-99,25.543,0.119,23.793,0.042,22.665,0.021,23.537,0.032,21.739,0.013,20.925,0.01,20.444,0.01,20.078,0.01,19.26,0.01,20.886,-99,-99,0.028,0,0,0,0,0
806684,0.5124,4.5,149.880295,1.773971,22.22,378596,25.5616044397387,24.0116044397387,23.983,0.041,23.526,0.037,23.186,0.027,23.741,0.037,22.776,0.022,22.476,0.019,22.213,0.021,22.298,0.024,21.544,0.027,22.443,0.277,0.105,0.116,0,0,0,0,0
806688,0.8112,4.5,149.878952,1.638101,21.68,397911,-99,27.6836044397387,26.209,0.208,25.206,0.088,24.031,0.042,25.024,0.075,23.256,0.028,22.026,0.015,21.394,0.013,20.947,0.01,19.936,0.01,22.062,-99,2.288,0.087,0,0,0,0,0
