id_zcosmos,zpec,cc,alpha,delta,mag_sel,id_photzi25,fuv_photzi25,nuv_photzi25,u_photzi25,eu_photzi25,b_photzi25,eb_photzi25,v_photzi25,ev_photzi25,g_photzi25,eg_photzi25,r_photzi25,er_photzi25,i_photzi25,ei_photzi25,z_photzi25,ez_photzi25,j_photzi25,ej_photzi25,k_photzi25,ek_photzi25,ic_photzi25,efuv_photzi25,enuv_photzi25,eic_photzi25,flag_maskb_photzi25,flag_maskv_photzi25,flag_maski_photzi25,flag_maskz_photzi25,flag_maskd_photzi25
700137,0.8792,1.5,150.502792,1.877646,22.27,507130,-99,-99,26.831,0.246,25.51,0.11,24.646,0.06,25.461,0.119,23.798,0.036,-99.9,-99.9,21.829,0.017,21.338,0.012,20.477,0.012,22.562,-99,-99,0.105,0,0,0,0,0
700142,0.6966,3.1,150.395737,1.837453,21.96,512357,26.2706044397387,23.6606044397387,23.925,0.039,23.476,0.036,23.243,0.027,23.61,0.035,22.997,0.024,22.632,0.02,22.394,0.023,23.104,0.048,21.887,0.041,22.588,0.53,0.078,0.117,0,0,0,0,0
700178,0.9063,9.5,150.305008,1.876265,22.24,531803,-99,24.1376044397387,23.931,0.04,23.697,0.04,23.697,0.035,23.85,0.038,23.581,0.032,22.926,0.023,22.617,0.028,22.463,0.028,22.26,0.059,22.869,-99,0.118,0.147,0,0,0,0,0
700210,0.2831,1.5,150.21048,1.828116,22.14,564425,23.7916044397387,23.5966044397387,24.337,0.048,23.731,0.041,23.154,0.026,23.723,0.036,23.021,0.024,22.798,0.022,22.649,0.028,22.752,0.028,22.328,0.055,22.788,0.074,0.082,0.122,0,0,0,0,0
700219,0.6978,1.5,150.096649,1.866851,22.5,558892,-99,25.5066044397387,25.265,0.079,24.617,0.064,24.105,0.043,24.598,0.059,23.656,0.034,22.836,0.022,22.389,0.023,22.033,0.018,21.068,0.022,22.805,-99,0.341,0.107,0,0,0,0,0
700244,1.0863,1.5,150.002136,1.834582,21.8,587394,-99,-99,26.091,0.135,25.321,0.1,24.665,0.064,25.72,0.14,23.902,0.04,22.766,0.021,21.742,0.015,21.168,0.011,20.108,0.01,22.814,-99,-99,0.119,7,7,0,0,0
700257,0.0789,9.3,149.986618,1.885134,22.41,580308,24.2876044397387,24.2046044397387,24.01,0.04,23.228,0.032,23.047,0.025,23.377,0.03,22.974,0.024,22.786,0.022,22.639,0.028,22.842,0.033,22.504,0.069,22.75,0.126,0.129,0.125,0,0,0,0,0
700274,0.525,4.5,149.926743,1.869646,22.29,582859,-99,-99,24.426,0.052,23.916,0.045,23.57,0.034,23.956,0.041,23.092,0.026,22.763,0.022,22.548,0.028,22.857,0.034,22.111,0.053,22.787,-99,-99,0.134,3,5,6,6,0
700276,0.0,4.4,149.92659,1.936117,22.47,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700291,0.9383,2.5,149.890167,1.859292,22.46,608022,-99,-99,26.122,0.154,25.583,0.112,24.823,0.068,25.51,0.106,24.019,0.041,22.89,0.023,21.95,0.018,21.475,0.013,20.443,0.012,22.856,-99,-99,0.143,0,0,0,0,0
700296,0.3437,3.5,149.838379,1.906688,22.15,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700298,0.8315,3.5,149.816711,1.91669,22.49,599799,-99,-99,24.269,0.048,23.862,0.047,23.697,0.04,24.12,0.054,23.489,0.039,22.82,0.037,22.485,0.034,22.263,0.025,21.723,0.034,22.704,-99,-99,0.123,3,0,0,0,0
700447,0.7343,3.5,150.42569,2.123886,22.49,717701,-99,25.2256044397387,24.411,0.049,23.996,0.046,23.633,0.034,23.929,0.04,23.316,0.028,22.705,0.021,22.372,0.024,22.461,0.027,21.548,0.029,22.74,-99,0.276,0.096,0,0,0,0,0
700468,0.3311,3.5,150.272659,1.966908,22.46,764837,24.1746044397387,24.1636044397387,24.222,0.045,23.752,0.04,23.104,0.025,23.741,0.035,23.001,0.024,22.84,0.022,22.66,0.027,24.069,0.114,22.447,0.072,22.828,0.081,0.109,0.129,0,0,0,0,0
700490,0.2176,3.5,150.390335,2.032606,22.46,755090,24.4296044397387,24.2926044397387,24.329,0.048,23.609,0.039,23.141,0.027,23.639,0.036,23.038,0.025,22.805,0.022,22.645,0.032,22.74,0.034,22.289,0.059,22.79,0.112,0.136,0.116,0,0,0,0,0
700497,1.1738,1.5,150.250412,2.049666,22.49,752386,-99,-99,26.89,0.222,26.037,0.14,25.231,0.084,26.046,0.152,24.236,0.046,22.994,0.024,21.843,0.017,21.089,0.011,19.95,0.01,22.981,-99,-99,0.119,0,0,0,0,0
700508,0.8687,9.5,150.32106,2.080639,22.5,747580,-99,25.4996044397387,24.894,0.064,24.399,0.056,23.971,0.04,24.492,0.054,23.67,0.033,22.792,0.021,22.245,0.021,21.894,0.018,20.867,0.018,22.759,-99,0.341,0.104,0,0,0,0,0
700514,0.7429,3.5,150.310593,2.103501,22.5,744024,-99,23.6486044397387,23.675,0.034,23.363,0.033,23.305,0.028,23.537,0.032,23.094,0.025,22.528,0.019,22.258,0.021,22.363,0.021,21.801,0.04,22.524,-99,0.075,0.085,0,0,0,2,0
700517,0.6624,4.5,150.269043,2.113425,22.47,742675,25.0576044397387,23.7326044397387,23.868,0.037,23.57,0.037,23.658,0.034,23.851,0.038,23.245,0.028,22.848,0.022,22.81,0.031,22.799,0.029,22.358,0.065,22.834,0.161,0.073,0.1,0,0,0,0,0
700518,0.8363,3.1,150.269592,2.124011,22.35,741081,24.9716044397387,24.0346044397387,24.455,0.05,24.019,0.046,23.806,0.036,24.242,0.046,23.394,0.029,23.037,0.024,22.821,0.032,23.162,0.045,22.688,0.088,23.071,0.176,0.096,0.126,0,0,0,0,0
700529,0.2461,3.5,150.280594,2.021275,21.46,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700534,0.6203,3.5,150.208984,1.964908,22.5,790210,25.4536044397387,24.1906044397387,24.328,0.047,23.86,0.042,23.732,0.035,23.999,0.04,23.229,0.027,22.751,0.021,22.535,0.025,22.61,0.028,21.934,0.041,22.753,0.23,0.117,0.101,0,0,0,0,0
700551,0.4066,1.5,150.192886,2.015537,22.39,782655,24.5036044397387,24.1726044397387,24.484,0.05,23.996,0.046,23.424,0.03,24.069,0.042,23.076,0.025,22.827,0.022,22.552,0.026,22.667,0.028,22.139,0.052,22.799,0.149,0.115,0.082,0,0,0,0,0
700558,0.7433,2.5,150.146378,2.061364,22.35,773962,-99,-99,25.245,0.074,24.51,0.059,23.966,0.04,24.609,0.058,23.475,0.031,22.666,0.02,22.258,0.021,22.178,0.02,21.103,0.021,22.697,-99,-99,0.07,0,0,0,0,0
700559,0.7231,3.1,150.094986,2.062308,22.19,774966,26.8226044397387,25.6646044397387,25.007,0.065,24.44,0.057,23.948,0.039,24.497,0.053,23.546,0.032,22.989,0.024,22.677,0.029,23.496,0.051,22.08,0.049,22.999,0.912,0.396,0.094,0,0,0,0,0
700567,0.9299,3.1,150.203461,2.09824,22.44,768143,-99,-99,24.845,0.06,23.86,0.043,23.357,0.029,23.861,0.038,23.129,0.026,22.802,0.022,22.579,0.026,22.637,0.024,22.226,0.052,22.798,-99,-99,0.088,0,0,0,0,0
700568,0.423,3.5,150.205734,2.105596,22.4,768126,24.7286044397387,24.3366044397387,24.311,0.046,23.867,0.043,23.333,0.029,23.938,0.04,23.057,0.025,22.833,0.022,22.657,0.028,22.969,0.028,22.448,0.064,22.84,0.141,0.115,0.087,0,0,0,0,0
700576,0.1229,3.5,150.221207,2.103694,19.69,769080,-99,-99,22.491,0.019,21.608,0.015,21.241,0.01,21.712,0.013,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,20.816,0.01,20.327,0.011,20.808,-99,-99,0.016,0,7,7,7,0
700583,0.1944,4.4,150.095154,2.116387,22.1,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700585,0.7262,2.5,150.122604,2.108544,22.46,768236,26.4826044397387,28.2156044397387,25.138,0.07,24.389,0.056,23.725,0.035,24.344,0.05,23.283,0.028,22.62,0.02,21.936,0.018,21.252,0.011,20.853,0.017,22.292,0.72,4.454,0.046,0,0,0,0,0
700587,0.221,3.4,150.183044,2.028994,20.47,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700593,0.3714,4.5,149.951141,1.974875,22.5,812262,24.3946044397387,23.7226044397387,23.919,0.038,23.501,0.036,22.982,0.024,23.568,0.033,22.821,0.022,22.675,0.02,22.406,0.024,22.738,0.041,22.039,0.05,22.663,0.122,0.073,0.11,0,0,0,0,0
700605,0.7432,3.5,149.966614,2.045007,22.46,803493,-99,24.3536044397387,24.29,0.046,23.899,0.043,23.793,0.036,24.105,0.043,23.491,0.031,22.893,0.023,22.644,0.027,22.482,0.034,22.081,0.052,22.875,-99,0.163,0.114,0,0,0,0,0
700610,0.6642,4.5,149.95668,2.055958,22.48,801773,25.7116044397387,23.9956044397387,24.01,0.04,23.675,0.039,23.623,0.033,23.875,0.038,23.245,0.027,22.735,0.021,22.595,0.027,22.687,0.04,22.099,0.054,22.697,0.301,0.099,0.103,0,0,0,0,0
700615,0.6641,2.5,149.919769,2.065408,22.49,800245,-99,-99,27.34,0.348,25.751,0.118,24.738,0.063,25.679,0.11,23.792,0.036,22.772,0.021,22.235,0.02,21.92,0.021,20.824,0.017,22.781,-99,-99,0.097,0,0,0,0,0
700616,0.6646,3.5,149.897202,2.066492,22.37,799682,27.3686044397387,23.6676044397387,24.203,0.045,23.823,0.042,23.635,0.033,23.979,0.04,23.231,0.027,22.629,0.02,22.324,0.022,22.069,0.021,21.393,0.026,22.625,1.298,0.073,0.084,0,0,0,0,0
700627,0.8,3.5,149.965836,2.112439,22.49,793277,-99,23.8616044397387,23.937,0.038,23.658,0.039,23.639,0.034,23.874,0.038,23.512,0.031,22.89,0.023,22.657,0.028,22.603,0.028,22.309,0.059,22.942,-99,0.08,0.106,0,0,0,0,0
700628,0.9376,9.5,149.949066,2.115377,22.5,792089,-99,24.4296044397387,23.994,0.04,23.746,0.04,23.641,0.034,23.914,0.039,23.534,0.031,22.845,0.022,22.454,0.023,22.906,0.035,21.943,0.046,22.836,-99,0.17,0.101,0,0,0,0,0
700632,0.6322,4.1,149.933273,2.115023,21.82,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700634,0.696,3.4,149.940231,2.045761,22.18,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700655,0.3488,4.1,149.78096,2.049791,22.43,827551,25.4376044397387,24.5276044397387,24.897,0.065,24.419,0.057,23.977,0.041,24.442,0.052,23.744,0.035,23.331,0.03,22.952,0.035,23.384,0.045,22.439,0.068,23.433,0.272,0.127,0.201,0,0,7,7,0
700859,0.6721,3.5,150.338181,2.175192,22.5,986303,27.5316044397387,25.1106044397387,24.741,0.059,24.08,0.047,23.799,0.036,24.216,0.046,23.308,0.028,22.707,0.021,22.42,0.023,22.285,0.021,21.231,0.023,22.691,1.747,0.246,0.098,0,0,0,0,0
700873,0.3337,3.5,150.317383,2.239196,22.43,976230,24.3106044397387,23.9406044397387,24.253,0.045,23.803,0.041,23.228,0.027,23.825,0.037,23.072,0.025,22.87,0.022,22.614,0.027,22.86,0.034,22.377,0.062,22.903,0.075,0.087,0.123,0,0,0,0,0
700882,0.4633,4.5,150.349518,2.275816,22.49,970896,23.9826044397387,23.4796044397387,23.957,0.038,23.598,0.037,23.206,0.026,23.759,0.035,22.937,0.023,22.484,0.018,22.273,0.02,22.767,0.03,21.589,0.028,22.428,0.106,0.077,0.068,0,0,0,0,0
700894,0.4253,2.5,150.297028,2.228867,22.43,978139,-99,-99,23.476,0.03,23.348,0.034,22.723,0.021,23.158,0.027,22.392,0.018,22.214,0.016,21.758,0.016,21.733,0.016,21.919,0.047,21.77,-99,-99,0.046,6,6,6,6,0
700902,0.8373,9.5,150.165588,2.133564,22.47,1017866,-99,25.7326044397387,24.453,0.049,23.916,0.044,23.597,0.033,23.959,0.04,23.391,0.03,22.663,0.02,22.153,0.021,21.614,0.013,20.262,0.011,22.645,-99,0.467,0.064,0,0,0,3,0
700906,1.0175,9.5,150.165848,2.148276,22.45,1016050,-99,25.1836044397387,24.595,0.052,24.273,0.053,23.914,0.04,24.325,0.05,23.661,0.034,22.937,0.024,22.351,0.024,21.969,0.016,20.789,0.016,22.945,-99,0.283,0.082,0,0,0,0,0
700907,0.9555,3.5,150.194473,2.155097,22.5,1014800,-99,25.1346044397387,24.301,0.045,23.946,0.045,23.717,0.035,24.097,0.043,23.599,0.033,22.822,0.022,22.415,0.025,22.458,0.022,21.639,0.032,22.837,-99,0.328,0.076,0,0,0,0,0
700914,0.9268,1.5,150.146439,2.185907,22.41,1009111,-99,24.7196044397387,24.424,0.048,24.111,0.049,23.892,0.039,24.243,0.047,23.687,0.034,22.915,0.023,22.428,0.024,22.528,0.022,21.493,0.029,22.945,-99,0.191,0.082,0,0,0,0,0
700920,0.8783,9.3,150.209854,2.200442,22.43,1008182,-99,24.1786044397387,24.017,0.039,23.637,0.038,23.492,0.031,23.855,0.038,23.405,0.03,22.785,0.021,22.449,0.024,22.459,0.021,21.511,0.029,22.796,-99,0.109,0.086,0,0,0,0,0
700934,0.9244,1.5,150.085373,2.257423,22.29,999024,-99,24.8666044397387,24.535,0.05,24.165,0.05,23.886,0.038,24.323,0.049,23.692,0.035,22.876,0.023,22.398,0.024,22.23,0.018,21.03,0.02,22.864,-99,0.241,0.075,0,0,0,0,0
700954,0.3717,4.5,150.109268,2.22384,21.99,1004220,23.0236044397387,22.7866044397387,23.915,0.036,23.595,0.037,23.256,0.026,23.67,0.033,23.093,0.025,22.989,0.023,22.514,0.021,22.333,0.018,21.957,0.028,22.936,0.059,0.061,0.052,0,0,0,0,0
700966,0.6646,4.5,150.004257,2.145333,22.14,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700969,0.7346,4.5,150.003952,2.152408,22.48,1039752,-99,-99,25.242,0.074,24.527,0.061,24.115,0.045,24.604,0.058,23.614,0.035,22.781,0.022,22.298,0.023,22.015,0.017,20.775,0.015,22.789,-99,-99,0.082,0,0,0,0,0
700983,0.8007,9.5,150.024368,2.20431,22.44,1032319,26.7376044397387,25.1216044397387,24.94,0.062,24.558,0.061,24.354,0.05,24.714,0.062,24.016,0.041,23.257,0.027,22.737,0.03,23.273,0.033,21.696,0.036,23.203,0.727,0.216,0.119,0,0,0,0,0
700989,0.7503,3.5,150.010574,2.238157,22.48,1027499,26.3656044397387,23.4856044397387,23.867,0.036,23.563,0.037,23.599,0.033,23.811,0.037,23.314,0.028,22.819,0.022,22.592,0.027,22.66,0.024,22.466,0.074,22.796,0.709,0.067,0.095,0,0,0,0,0
700992,0.9304,9.5,150.005997,2.248821,22.41,1024886,-99,24.1786044397387,24.073,0.04,23.742,0.041,23.618,0.034,23.931,0.04,23.463,0.031,22.857,0.023,22.485,0.026,22.759,0.025,21.889,0.044,22.842,-99,0.127,0.086,0,0,0,0,0
701002,0.9793,3.5,149.998444,2.289785,22.44,1019856,-99,26.1626044397387,24.565,0.052,24.259,0.052,23.866,0.038,24.288,0.049,23.624,0.033,22.837,0.022,22.371,0.023,22.209,0.018,21.121,0.022,22.903,-99,0.561,0.091,0,0,0,0,0
701040,0.9175,9.5,149.834274,2.214178,22.5,1055545,-99,25.0966044397387,24.594,0.055,24.213,0.051,23.979,0.04,24.391,0.05,23.735,0.035,22.903,0.023,22.375,0.023,22.009,0.018,21.114,0.021,22.901,-99,0.234,0.139,0,0,0,0,0
701044,0.4775,3.5,149.890915,2.229844,22.38,1053181,24.6376044397387,23.7056044397387,24.156,0.043,23.817,0.042,23.429,0.03,23.956,0.039,23.022,0.024,22.76,0.021,22.546,0.025,22.998,0.036,22.401,0.069,22.742,0.139,0.088,0.109,0,0,0,0,0
701051,0.3442,4.5,149.856964,2.245983,22.47,1050658,23.9496044397387,23.6396044397387,23.925,0.039,23.521,0.036,23.067,0.025,23.556,0.032,22.862,0.023,22.833,0.022,22.41,0.024,23.195,0.041,22.159,0.052,22.829,0.092,0.088,0.144,0,0,0,0,0
701065,0.4409,3.1,149.881012,2.192322,22.48,1058620,-99,-99,23.771,0.036,22.869,0.027,22.425,0.018,22.694,0.021,22.339,0.018,22.147,0.016,21.821,0.016,22.464,0.024,21.577,0.03,22.246,-99,-99,0.066,7,7,7,7,0
701170,1.1469,1.5,150.569153,2.446421,22.46,1151716,-99,-99,27.02,0.317,25.781,0.121,25.076,0.077,25.934,0.14,24.013,0.04,22.903,0.024,21.782,0.016,20.987,0.01,19.906,0.01,22.88,-99,-99,0.159,0,0,0,0,0
701189,1.1077,1.5,150.506287,2.313522,22.48,1194908,-99,24.5326044397387,23.832,0.036,23.536,0.037,23.518,0.033,23.723,0.035,23.398,0.029,22.932,0.025,22.332,0.023,22.385,0.022,21.254,0.023,22.952,-99,0.14,0.134,0,0,0,0,0
701200,0.6445,3.5,150.483521,2.338323,22.25,1191411,25.6176044397387,23.7116044397387,23.977,0.039,23.546,0.037,23.405,0.03,23.711,0.035,23.137,0.026,22.785,0.022,22.679,0.029,23.049,0.042,22.343,0.057,22.754,0.606,0.108,0.092,0,0,0,0,0
701230,0.6691,4.5,150.467468,2.417276,22.48,1179768,25.6786044397387,23.4506044397387,23.643,0.034,23.272,0.032,23.236,0.028,23.48,0.031,22.95,0.024,22.555,0.02,22.522,0.026,23.193,0.043,22.186,0.05,22.576,0.479,0.077,0.109,0,0,0,0,0
701231,0.8723,1.5,150.518005,2.418484,22.34,1180272,-99,23.9456044397387,24.326,0.049,24.034,0.047,23.847,0.038,24.173,0.045,23.669,0.034,22.9,0.023,22.549,0.027,22.581,0.028,21.794,0.033,22.907,-99,0.244,0.16,0,0,0,0,0
701237,0.2154,3.5,150.454117,2.443973,22.3,1176872,24.8426044397387,25.9536044397387,24.776,0.064,23.959,0.045,23.597,0.033,24.029,0.042,23.412,0.03,23.183,0.027,23.105,0.039,23.409,0.051,22.634,0.078,23.152,0.33,1.103,0.171,0,0,0,0,0
701241,0.3744,3.1,150.515869,2.393202,21.58,1183307,24.8546044397387,24.1846044397387,23.844,0.038,23.083,0.029,22.372,0.018,22.917,0.023,22.146,0.016,21.972,0.015,21.405,0.013,20.73,0.01,21.026,0.019,21.479,0.167,0.118,0.041,0,0,0,7,0
701244,0.8253,1.5,150.467133,2.420849,22.41,1179771,-99,-99,25.811,0.124,24.853,0.072,23.989,0.042,24.635,0.059,23.414,0.03,22.432,0.019,21.732,0.016,21.248,0.012,20.906,0.017,22.198,-99,-99,0.082,0,0,0,0,0
701269,0.9776,2.5,150.393005,2.342773,22.46,1213568,-99,-99,25.599,0.1,24.928,0.078,24.453,0.054,25.078,0.077,23.748,0.036,22.692,0.021,21.813,0.017,21.351,0.013,20.104,0.01,22.693,-99,-99,0.101,0,6,0,0,0
701280,0.4513,3.5,150.267426,2.366293,22.49,1210229,24.7946044397387,23.6526044397387,23.753,0.035,23.41,0.035,22.964,0.024,23.537,0.033,22.74,0.021,22.478,0.019,22.303,0.024,22.602,0.032,22.027,0.049,22.48,0.176,0.075,0.086,0,0,0,0,0
701281,0.3493,1.5,150.250061,2.368512,22.5,1209745,25.0226044397387,24.6786044397387,24.659,0.057,24.149,0.049,23.435,0.03,24.101,0.043,23.206,0.027,22.897,0.023,22.611,0.027,22.964,0.041,22.211,0.056,22.898,0.213,0.208,0.112,0,0,0,0,0
701284,1.164,1.5,150.370331,2.387316,22.48,1207099,-99,-99,26.607,0.218,25.765,0.125,25.097,0.079,25.886,0.131,24.004,0.041,22.936,0.023,21.812,0.017,21.071,0.011,19.999,0.01,22.913,-99,-99,0.128,0,0,0,0,0
701287,0.781,2.5,150.268433,2.396431,22.48,1205679,-99,-99,26.808,0.242,25.815,0.127,24.537,0.06,25.57,0.107,23.767,0.036,22.581,0.02,21.955,0.019,21.494,0.015,20.731,0.017,22.494,-99,-99,0.088,0,0,0,7,0
701293,0.9139,9.5,150.284683,2.416505,22.46,1203575,-99,-99,24.072,0.043,23.815,0.042,23.746,0.036,24.023,0.041,23.709,0.035,23.027,0.025,22.757,0.032,22.68,0.036,22.457,0.066,23.074,-99,-99,0.161,0,7,0,0,0
701302,0.3734,3.5,150.350754,2.442984,22.48,1199690,24.6866044397387,24.3936044397387,24.212,0.047,23.74,0.041,23.193,0.027,23.799,0.037,23.001,0.024,22.818,0.022,22.579,0.028,22.986,0.043,22.219,0.05,22.798,0.13,0.189,0.133,0,0,0,0,0
701313,0.8689,2.5,150.238815,2.340384,22.47,1214331,-99,-99,27.7,0.423,25.809,0.124,24.659,0.061,25.582,0.11,23.788,0.037,22.616,0.02,21.824,0.017,21.553,0.014,20.383,0.012,22.829,-99,-99,0.098,0,0,7,7,0
701325,0.6033,1.5,150.118729,2.308082,22.49,1243369,27.3806044397387,25.0886044397387,25.081,0.067,24.324,0.054,23.967,0.041,24.445,0.053,23.371,0.029,22.732,0.021,22.37,0.023,22.077,0.016,20.982,0.019,22.756,1.109,0.224,0.078,0,0,0,0,0
701334,0.8984,9.5,150.19632,2.340285,22.14,9999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701336,0.3431,4.5,150.144699,2.355887,22.48,1236834,-99,-99,23.58,0.032,23.336,0.034,22.822,0.022,23.267,0.028,22.622,0.02,22.411,0.018,21.989,0.018,21.857,0.016,21.452,0.03,22.398,-99,-99,0.059,1,0,0,0,0
701351,0.8935,2.5,150.07428,2.425342,22.49,1226381,-99,-99,24.646,0.056,24.319,0.053,23.982,0.04,24.207,0.044,23.6,0.032,22.844,0.022,22.305,0.022,21.95,0.017,21.004,0.021,22.843,-99,-99,0.098,7,7,0,7,0
701353,0.8918,2.5,150.097626,2.431021,22.47,1225655,-99,-99,25.915,0.119,25.473,0.11,24.721,0.063,25.748,0.113,24.042,0.047,22.967,0.024,22.077,0.02,21.58,0.013,20.655,0.016,22.752,-99,-99,0.09,0,0,0,8,0
701354,1.3219,9.5,150.210205,2.433854,22.37,1225433,-99,25.0686044397387,23.628,0.033,23.289,0.032,23.351,0.029,23.513,0.031,23.264,0.027,23.027,0.024,22.438,0.024,22.53,0.023,21.795,0.035,22.985,-99,0.251,0.12,0,0,0,0,0
701357,0.2391,3.5,150.106979,2.444454,22.42,1223574,24.8326044397387,24.5366044397387,24.169,0.043,23.442,0.035,22.92,0.023,23.446,0.03,22.834,0.022,22.601,0.019,22.471,0.024,22.589,0.025,22.214,0.055,22.632,0.141,0.173,0.077,0,0,0,0,0
701373,0.9848,1.5,150.028519,2.308283,22.49,1268873,-99,-99,26.188,0.126,25.403,0.097,24.746,0.065,25.419,0.097,24.083,0.042,22.976,0.024,22.154,0.02,21.696,0.013,20.293,0.011,22.995,-99,-99,0.102,0,0,0,0,0
701398,0.3498,1.5,149.963013,2.39515,22.45,1255467,25.7346044397387,25.6226044397387,24.885,0.065,24.192,0.05,23.544,0.032,24.24,0.046,23.255,0.027,22.922,0.023,22.666,0.028,23.011,0.041,22.299,0.07,22.904,0.237,0.389,0.126,2,0,0,0,0
701403,1.1686,9.3,149.895996,2.410341,22.42,1251944,-99,23.5926044397387,23.327,0.029,23.047,0.029,23.086,0.025,23.24,0.028,23.118,0.026,22.861,0.022,22.643,0.029,23.198,0.044,22.073,0.051,22.838,-99,0.07,0.142,0,0,0,0,0
701413,0.6779,2.5,149.969971,2.427532,22.16,1250512,25.6186044397387,23.8626044397387,23.982,0.04,23.466,0.035,23.324,0.028,23.624,0.033,23.121,0.025,22.761,0.021,22.629,0.026,23.255,0.048,22.45,0.067,22.711,0.669,0.137,0.098,0,0,0,0,0
701429,0.1687,3.5,150.016052,2.433418,22.19,1248525,24.0406044397387,23.8036044397387,24.14,0.043,23.323,0.033,22.897,0.023,23.383,0.029,22.853,0.022,22.625,0.02,22.431,0.023,23.326,0.038,22.101,0.049,22.573,0.106,0.089,0.081,0,0,0,0,0
701452,1.008,9.5,149.85144,2.34722,22.33,1287299,-99,-99,24.153,0.044,24.103,0.049,23.801,0.036,23.843,0.037,23.74,0.035,23.386,0.03,22.998,0.036,23.299,0.053,22.71,0.091,23.379,-99,-99,0.237,6,6,6,6,0
701473,0.6676,3.5,149.885971,2.406373,22.48,1278545,25.4806044397387,24.2126044397387,23.708,0.035,23.419,0.035,23.358,0.029,23.639,0.034,22.983,0.024,22.461,0.018,22.331,0.023,22.531,0.028,21.928,0.044,22.452,0.321,0.115,0.102,0,0,0,0,0
701486,0.8538,1.5,149.75061,2.424715,22.21,1276417,-99,-99,26.234,0.17,25.785,0.132,25.424,0.108,25.573,0.114,24.955,0.076,23.909,0.047,23.371,0.052,23.522,0.063,22.658,0.093,23.738,-99,-99,0.291,7,0,0,0,0
701492,0.7169,4.5,149.851364,2.455974,22.35,1271624,27.0066044397387,23.4136044397387,23.703,0.035,23.347,0.034,23.274,0.028,23.513,0.033,23.024,0.025,22.553,0.02,22.381,0.024,22.462,0.027,21.775,0.036,22.51,0.832,0.046,0.106,0,0,0,0,0
701646,0.564,2.5,150.546555,2.470542,22.5,1416912,-99,-99,27.089,0.353,25.319,0.092,24.315,0.05,25.279,0.093,23.504,0.031,22.668,0.021,22.265,0.022,22.122,0.02,21.33,0.022,22.698,-99,-99,0.132,0,0,0,0,0
701673,0.7416,2.5,150.44899,2.562026,22.43,1403749,-99,23.6676044397387,24.151,0.045,23.817,0.042,23.746,0.036,24.032,0.043,23.474,0.031,22.959,0.025,22.676,0.03,23.153,0.043,22.305,0.066,22.934,-99,0.071,0.171,0,0,0,0,0
701687,0.9766,9.5,150.546204,2.588255,22.47,1399958,-99,23.6666044397387,23.594,0.033,23.297,0.033,23.307,0.029,23.519,0.033,23.39,0.029,22.862,0.025,22.576,0.027,22.745,0.035,22.091,0.059,22.802,-99,0.088,0.144,0,0,0,0,0
701688,0.8117,1.5,150.547089,2.597065,22.44,1397696,-99,25.8556044397387,25.653,0.112,25.082,0.082,24.359,0.051,25.157,0.084,23.759,0.035,22.634,0.021,22.012,0.018,21.652,0.016,20.585,0.016,22.661,-99,0.45,0.124,0,0,0,0,0
701704,0.6994,3.5,150.270889,2.476727,22.44,1439629,-99,-99,24.394,0.052,24.088,0.049,23.781,0.037,24.046,0.042,23.35,0.029,22.729,0.021,22.538,0.027,22.633,0.03,21.939,0.043,22.684,-99,-99,0.12,8,0,0,0,0
701711,0.6036,1.5,150.230652,2.483667,22.43,1438712,26.8146044397387,27.2976044397387,25.015,0.074,24.328,0.054,23.913,0.039,24.373,0.049,23.386,0.029,22.77,0.022,22.416,0.023,22.376,0.021,21.514,0.028,22.713,1.109,1.892,0.114,0,0,0,0,0
701718,0.3729,3.5,150.234238,2.497622,22.39,1436570,-99,-99,23.889,0.039,23.658,0.039,23.355,0.029,23.773,0.036,23.317,0.028,23.336,0.029,23.081,0.04,23.203,0.036,22.964,0.096,23.356,-99,-99,0.192,0,0,0,0,0
701726,0.6805,1.5,150.38446,2.531518,22.47,1432248,26.2266044397387,23.8946044397387,24.276,0.049,23.839,0.044,23.683,0.036,24.06,0.045,23.358,0.03,22.827,0.023,22.609,0.029,22.812,0.04,22.111,0.05,22.886,0.415,0.073,0.151,0,0,0,0,0
701732,0.6746,3.5,150.270111,2.552082,21.59,1428586,-99,-99,25.184,0.083,24.822,0.073,24.284,0.049,24.675,0.059,23.677,0.034,23.14,0.026,22.926,0.035,23.31,0.07,21.963,0.048,22.954,-99,-99,0.167,0,0,0,0,0
701736,0.9781,1.5,150.338989,2.563939,22.44,1427835,-99,26.1196044397387,24.835,0.069,24.556,0.063,24.285,0.051,24.776,0.066,24.104,0.043,23.223,0.028,22.72,0.031,22.284,0.026,21.181,0.022,23.269,-99,0.751,0.225,0,0,0,0,0
