ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I
100017138,VVDS-J100640.81+010124.5,151.67005,1.0234887,0.0000,4,21.3171,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.3171,0.0197
100017640,VVDS-J100437.07+010128.5,151.154486,1.0245951,0.1782,4,21.3242,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.3242,0.0171
100017649,VVDS-J100253.82+010130.0,150.724279,1.0250047,0.4157,3,21.6607,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.6607,0.0371
100017688,VVDS-J100554.24+010130.3,151.476032,1.0250967,0.4533,3,22.2231,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.2231,0.0242
100017847,VVDS-J100308.62+010133.2,150.785956,1.0259124,1.2060,3,22.0329,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.0329,0.0377
100018026,VVDS-J100303.20+010129.9,150.763339,1.0249836,0.5267,4,20.668,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.668,0.0162
100018060,VVDS-J100600.63+010132.4,151.502663,1.025675,0.0000,4,21.1283,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.1283,0.0112
100018135,VVDS-J100733.60+010134.4,151.890007,1.026245,0.0000,3,21.0098,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.0098,0.0143
100018399,VVDS-J100346.25+010135.8,150.942739,1.0266176,0.3697,4,21.6055,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.6055,0.0336
100018555,VVDS-J100631.40+010133.3,151.63085,1.0259172,0.4683,3,20.0493,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.0493,0.0105
100018575,VVDS-J100348.90+010141.4,150.953758,1.0281868,0.0000,4,20.7924,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.7924,0.0147
100018607,VVDS-J100741.97+010135.7,151.92491,1.0266004,0.7572,3,20.6436,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.6436,0.0144
100018611,VVDS-J100442.44+010137.7,151.176849,1.0271579,0.5974,3,20.7934,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.7934,0.0145
100018619,VVDS-J100309.73+010142.9,150.790567,1.0285957,0.8474,4,22.3126,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.3126,0.0465
100018622,VVDS-J100645.70+010140.6,151.690444,1.0279695,0.1805,4,22.2172,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.2172,0.0353
100018698,VVDS-J100303.66+010141.8,150.765265,1.02829,0.3799,4,21.1782,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.1782,0.0205
100018830,VVDS-J100506.85+010140.7,151.278549,1.0279941,0.0000,4,19.6246,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.6246,0.006
100018958,VVDS-J100439.71+010141.8,151.165487,1.0282815,0.0000,3,19.2631,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.2631,0.005
100019001,VVDS-J100745.24+010137.7,151.938533,1.027151,0.6861,4,20.2535,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2535,0.0122
100019052,VVDS-J100642.43+010146.9,151.676797,1.0297089,0.0000,4,21.355,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.355,0.0172
100019065,VVDS-J100541.71+010143.2,151.423813,1.0286716,0.4931,3,20.8592,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.8592,0.0111
100019117,VVDS-J100511.12+010147.3,151.296354,1.0298299,0.5888,3,22.4136,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.4136,0.0359
100019177,VVDS-J100503.14+010149.0,151.263095,1.0302941,0.0000,4,21.9128,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.9128,0.022
100019197,VVDS-J100644.27+010146.4,151.684463,1.0295749,0.0000,4,20.2472,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2472,0.0092
100019244,VVDS-J100459.08+010144.5,151.246189,1.0290494,0.1000,3,20.2354,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2354,0.0089
100019304,VVDS-J100456.24+010148.1,151.234349,1.0300293,0.0000,4,19.9773,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.9773,0.007
100019407,VVDS-J100639.43+010141.9,151.6643,1.0283141,0.0000,4,18.2009,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.2009,0.0031
100019417,VVDS-J100450.13+010149.5,151.20889,1.0304433,0.0000,3,20.9884,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9884,0.0128
100019601,VVDS-J100715.01+010151.7,151.812566,1.0310511,0.6171,3,22.2845,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.2845,0.0365
100019722,VVDS-J100748.18+010143.6,151.950763,1.028786,0.4309,3,20.7827,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.7827,0.0183
100019819,VVDS-J100251.44+010157.6,150.714363,1.0326854,0.0000,4,21.9499,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.9499,0.0326
100019945,VVDS-J100310.52+010154.7,150.793837,1.0318776,0.6561,3,21.0325,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.0325,0.0195
100019997,VVDS-J100607.94+010153.2,151.533093,1.0314518,0.9275,3,21.4354,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.4354,0.0169
100019999,VVDS-J100739.94+010149.6,151.916453,1.0304675,0.4304,3,19.7673,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.7673,0.0079
100020021,VVDS-J100551.68+010156.7,151.465366,1.0324281,0.0000,4,20.9164,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9164,0.0109
100020051,VVDS-J100335.77+010157.5,150.899044,1.0326661,0.4739,3,21.2017,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.2017,0.0237
100020103,VVDS-J100708.69+010152.6,151.786212,1.0312878,0.0000,4,19.6111,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.6111,0.0065
100020173,VVDS-J100629.98+010155.8,151.624926,1.0321679,0.4500,3,21.6193,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,21.6193,0.0248
100020238,VVDS-J100627.16+010157.6,151.613169,1.0326835,0.4510,3,21.137,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.137,0.0181
100020249,VVDS-J100537.13+010201.0,151.404738,1.0336384,0.0000,3,21.7547,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7547,0.0172
100020398,VVDS-J100415.50+010201.6,151.064605,1.0337813,0.0000,3,20.6217,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.6217,0.0101
100020555,VVDS-J100536.59+010203.8,151.402497,1.0344131,0.0000,4,20.4093,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.4093,0.0077
100020637,VVDS-J100508.74+010203.1,151.286453,1.0342029,0.0000,4,20.2233,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2233,0.0081
100020666,VVDS-J100305.35+010206.2,150.772326,1.0350608,0.0000,4,20.895,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.895,0.0154
100020744,VVDS-J100616.80+010204.0,151.570018,1.0344554,0.1790,3,22.1826,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.1826,0.0318
100020790,VVDS-J100525.99+010147.7,151.358323,1.0299207,0.3552,3,20.1655,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.1655,0.0079
100020851,VVDS-J100633.20+010204.2,151.638343,1.0345217,0.4698,3,20.9609,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9609,0.0155
100020956,VVDS-J100629.25+010206.9,151.621898,1.0352659,0.4501,3,21.6024,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.6024,0.0229
100021023,VVDS-J100649.65+010204.1,151.706877,1.0344975,0.0000,4,19.2954,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.2954,0.0055
100021147,VVDS-J100350.36+010208.0,150.959865,1.035568,0.0000,4,18.9931,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.9931,0.006
100021197,VVDS-J100709.64+010212.4,151.790168,1.0367817,0.3658,4,22.1182,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.1182,0.046
100021354,VVDS-J100451.06+010210.5,151.212788,1.0362607,0.1230,3,20.9578,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9578,0.0181
100021485,VVDS-J100446.85+010210.3,151.19525,1.0362085,0.6188,4,20.625,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.625,0.0121
100021676,VVDS-J100529.27+010211.4,151.371988,1.036525,0.6606,4,21.5559,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.5559,0.0181
100021704,VVDS-J100549.04+010202.8,151.454368,1.034124,0.1754,4,18.7456,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.7456,0.0048
100021748,VVDS-J100643.76+010215.0,151.682346,1.0375055,0.0000,4,19.8895,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.8895,0.0075
100021797,VVDS-J100434.29+010218.4,151.142892,1.0384686,0.4316,4,22.3838,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.3838,0.0438
100021910,VVDS-J100605.30+010220.3,151.522109,1.0389775,0.6756,3,21.7953,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7953,0.0224
100021915,VVDS-J100403.59+010200.2,151.015,1.0333975,0.3156,3,19.3946,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.3946,0.006
100022016,VVDS-J100539.32+010223.2,151.413846,1.0397786,0.7424,4,22.4394,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.4394,0.0378
100022129,VVDS-J100534.82+010221.9,151.395088,1.0394382,0.6949,4,21.7796,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7796,0.0201
100022138,VVDS-J100347.91+010224.9,150.949657,1.0402644,0.0000,4,21.4639,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.4639,0.0218
100022164,VVDS-J100250.68+010225.8,150.711182,1.0405083,0.0000,4,21.7277,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7277,0.0275
100022194,VVDS-J100352.02+010225.3,150.966771,1.040362,0.0000,4,20.7112,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.7112,0.0139
100022206,VVDS-J100710.81+010224.4,151.795072,1.0401213,0.6744,3,21.814,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.814,0.0261
100022380,VVDS-J100608.57+010224.1,151.535748,1.0400525,0.0000,4,19.7855,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.7855,0.005
100022570,VVDS-J100703.07+010225.1,151.762831,1.0403182,0.0000,4,19.1381,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.1381,0.0051
100022657,VVDS-J100647.99+010211.8,151.699962,1.0366284,0.0000,4,18.5932,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.5932,0.0042
100022690,VVDS-J100610.40+010227.9,151.543345,1.0411037,0.0000,3,20.29,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.29,0.0065
100022786,VVDS-J100332.32+010232.3,150.884683,1.0423253,0.0000,4,20.8074,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.8074,0.0151
100022868,VVDS-J100429.68+010233.8,151.123691,1.0427283,0.0000,4,21.3455,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.3455,0.0155
100022949,VVDS-J100414.82+010226.6,151.061773,1.0407495,0.0000,4,22.4897,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,22.4897,0.0563
100023057,VVDS-J100652.44+010228.9,151.718523,1.0413666,0.0000,4,18.624,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.624,0.0039
100023120,VVDS-J100401.28+010234.6,151.005358,1.0429464,0.0000,4,20.5451,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.5451,0.0095
100023205,VVDS-J100551.08+010233.7,151.462839,1.0427031,0.6447,3,21.4576,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.4576,0.0175
100023244,VVDS-J100739.48+010235.4,151.914527,1.0431698,0.6880,3,21.2816,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.2816,0.0207
100023422,VVDS-J100451.97+010236.4,151.216545,1.043456,0.0457,3,20.9489,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9489,0.0211
100023581,VVDS-J100334.61+010240.4,150.894225,1.0445679,0.0000,4,20.3157,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.3157,0.0113
100023621,VVDS-J100658.40+010241.5,151.743355,1.0448612,0.0000,3,21.8211,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.8211,0.0238
100023628,VVDS-J100604.56+010241.4,151.519024,1.044861,0.0000,3,21.7269,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7269,0.0158
100023754,VVDS-J100339.09+010243.7,150.912916,1.0454752,0.0000,4,20.9182,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9182,0.0163
100023870,VVDS-J100655.59+010244.3,151.731632,1.0456523,0.6909,3,21.7559,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7559,0.0237
100023878,VVDS-J100651.60+010237.6,151.715006,1.0437847,0.0000,4,19.6721,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.6721,0.0068
100023903,VVDS-J100254.55+010244.2,150.727303,1.045625,0.0000,4,20.2999,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2999,0.012
100023957,VVDS-J100358.99+010245.8,150.995823,1.0460824,0.0000,3,21.4966,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.4966,0.0165
100024080,VVDS-J100526.68+010245.3,151.361187,1.0459294,0.5892,4,20.901,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.901,0.0113
100024107,VVDS-J100407.12+010244.4,151.029682,1.0456718,0.0000,4,19.1728,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.1728,0.0046
100024514,VVDS-J100642.01+010249.6,151.675044,1.0471234,0.0000,4,19.6675,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.6675,0.0071
100024546,VVDS-J100552.13+010253.0,151.46725,1.0480569,0.6374,3,22.4426,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.4426,0.0319
100024681,VVDS-J100536.11+010252.5,151.400498,1.0479333,0.7471,4,21.7699,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7699,0.0192
100024825,VVDS-J100730.69+010254.9,151.877899,1.0486058,0.0000,4,21.2499,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.2499,0.016
100024887,VVDS-J100729.18+010256.6,151.871613,1.0490765,0.8056,3,22.1229,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.1229,0.0355
100025315,VVDS-J100713.09+010258.6,151.804564,1.0496325,0.2480,4,21.117,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.117,0.0156
100025550,VVDS-J100302.25+010306.5,150.759388,1.0518272,0.7858,4,22.0334,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.0334,0.0327
100025563,VVDS-J100701.88+010303.2,151.757868,1.0509032,0.0000,4,20.2579,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2579,0.0091
100025808,VVDS-J100547.62+010308.7,151.44845,1.052443,0.6419,3,21.9671,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.9671,0.0231
100025849,VVDS-J100434.97+010306.8,151.145711,1.0519004,0.9188,3,22.3263,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.3263,0.0363
100025884,VVDS-J100547.39+010308.6,151.447486,1.0524075,0.6412,23,21.8269,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.8269,0.019
100026033,VVDS-J100257.64+010307.7,150.740199,1.0521609,0.0000,4,18.6612,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.6612,0.0064
100026210,VVDS-J100300.04+010312.4,150.750195,1.0534699,0.7864,4,21.261,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.261,0.0307
100026215,VVDS-J100531.61+010300.9,151.381734,1.0502631,0.1789,3,19.7305,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.7305,0.0064
100026295,VVDS-J100441.96+010314.4,151.174855,1.0540215,0.0000,4,21.1255,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.1255,0.0136
100026357,VVDS-J100635.04+010255.7,151.64601,1.0488268,0.1233,3,19.2085,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.2085,0.0065
100026382,VVDS-J100708.07+010304.4,151.783653,1.0512271,0.5816,4,20.3745,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.3745,0.012
100026534,VVDS-J100300.88+010318.9,150.753706,1.0552618,0.0000,4,22.1192,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.1192,0.0345
100026709,VVDS-J100711.53+010306.9,151.798082,1.0519313,0.2497,3,18.8827,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.8827,0.0049
100026859,VVDS-J100427.95+010318.5,151.116468,1.0551518,0.2822,4,21.8148,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.8148,0.0243
100026994,VVDS-J100255.17+010320.1,150.729885,1.0556031,0.4822,4,20.5989,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.5989,0.0154
100027011,VVDS-J100347.13+010314.3,150.946393,1.0539912,0.3722,3,19.783,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.783,0.0096
100027290,VVDS-J100656.06+010322.8,151.733624,1.0563593,0.2515,4,20.9293,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9293,0.0156
100027485,VVDS-J100405.72+010325.2,151.023871,1.0570089,0.0000,4,19.074,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.074,0.0044
100027503,VVDS-J100735.52+010326.7,151.898009,1.0574193,0.0000,3,20.8408,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.8408,0.0126
100027687,VVDS-J100457.83+010321.8,151.240975,1.056066,0.5981,4,19.5445,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.5445,0.0068
100028070,VVDS-J100429.23+010330.3,151.121832,1.0584349,0.0000,3,18.5935,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.5935,0.0036
100028176,VVDS-J100537.71+010334.8,151.407147,1.059667,0.5003,3,21.0124,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.0124,0.0119
100028226,VVDS-J100506.31+010329.4,151.2763,1.0581802,0.0000,4,18.5124,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.5124,0.0034
100028230,VVDS-J100647.25+010336.5,151.696904,1.0601609,0.4690,4,21.8478,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.8478,0.0263
100028248,VVDS-J100448.84+010324.3,151.203519,1.0567674,0.0000,3,17.6544,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,17.6544,0.0023
100028252,VVDS-J100704.80+010336.0,151.770039,1.0600047,0.0000,3,20.9803,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9803,0.0138
100028623,VVDS-J100553.70+010339.5,151.47379,1.0609928,0.0000,4,20.2122,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.2122,0.0062
100028732,VVDS-J100307.93+010341.4,150.78308,1.0615046,0.2130,4,21.2979,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.2979,0.0249
100029018,VVDS-J100426.04+010348.2,151.108506,1.0634047,0.0000,4,21.7355,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7355,0.0201
100029377,VVDS-J100407.68+010347.4,151.032008,1.0631919,0.1275,3,20.9064,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.9064,0.0128
100029380,VVDS-J100547.07+010347.5,151.446152,1.0631996,0.0000,4,20.1923,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.1923,0.0061
100029382,VVDS-J100509.95+010328.6,151.291499,1.0579655,0.0000,4,17.9146,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,17.9146,0.0026
100029483,VVDS-J100626.60+010349.0,151.610839,1.0636223,0.0000,4,19.746,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.746,0.0068
100029592,VVDS-J100600.74+010346.1,151.503086,1.0628197,0.0000,4,20.3516,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.3516,0.007
100029616,VVDS-J100743.17+010349.6,151.929896,1.0637893,0.0000,4,19.457,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.457,0.006
100029815,VVDS-J100500.33+010349.0,151.25141,1.0636229,0.0000,4,18.8988,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.8988,0.0041
100030375,VVDS-J100503.27+010401.8,151.263659,1.0671774,0.5979,3,21.7449,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.7449,0.0247
100030653,VVDS-J100603.11+010402.5,151.512989,1.0673655,0.8856,3,22.2907,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.2907,0.0303
100030671,VVDS-J100645.11+010400.9,151.687991,1.0669202,0.0000,4,19.4683,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.4683,0.006
100030725,VVDS-J100715.11+010408.2,151.812961,1.0689557,0.0000,3,22.3774,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.3774,0.0334
100030741,VVDS-J100612.90+010405.3,151.553754,1.0681563,0.7486,3,22.4183,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.4183,0.0331
100030750,VVDS-J100456.20+010408.4,151.234191,1.0690153,0.0000,3,22.0095,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.0095,0.0235
100030784,VVDS-J100635.70+010405.5,151.648785,1.0682121,0.0000,4,20.8055,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.8055,0.0126
100030825,VVDS-J100640.10+010402.7,151.667115,1.0674241,0.0000,4,19.4784,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.4784,0.0059
100030838,VVDS-J100746.58+010402.3,151.944096,1.0673233,0.0000,4,18.9798,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.9798,0.0047
100030845,VVDS-J100607.31+010400.8,151.530465,1.0668984,0.0000,4,18.4665,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.4665,0.0026
100030976,VVDS-J100342.94+010402.2,150.928945,1.0672904,0.0000,4,18.2133,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.2133,0.004
100031050,VVDS-J100701.38+010414.2,151.755754,1.0706178,0.7488,23,24.7399,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,24.7399,0.2397
100031132,VVDS-J100459.64+010353.6,151.248516,1.0649072,0.0000,4,18.2848,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.2848,0.0034
100031159,VVDS-J100732.44+010403.2,151.885191,1.0675615,0.0000,4,18.6993,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.6993,0.0041
100031161,VVDS-J100627.82+010410.8,151.615943,1.0696852,0.0000,4,22.2851,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.2851,0.0368
100031291,VVDS-J100554.22+010407.6,151.475935,1.0687867,0.0000,4,18.8336,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.8336,0.003
100031299,VVDS-J100626.12+010410.9,151.608874,1.0697117,0.0000,4,20.4552,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.4552,0.0102
100031529,VVDS-J100701.10+010414.6,151.754589,1.0707476,0.1814,4,21.254,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.254,0.0173
100031533,VVDS-J100306.67+010412.0,150.777802,1.0700127,0.2546,4,19.7044,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,19.7044,0.0086
100031544,VVDS-J100505.21+010414.1,151.271744,1.0706088,0.6017,3,21.0557,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.0557,0.0166
100031863,VVDS-J100607.79+010419.6,151.532495,1.0721119,0.3314,3,22.3729,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.3729,0.0272
100031947,VVDS-J100424.29+010420.7,151.101239,1.0724398,0.6928,3,20.7969,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.7969,0.0124
100031982,VVDS-J100649.15+010420.7,151.704796,1.0724435,0.0000,3,21.6546,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.6546,0.0213
100032041,VVDS-J100630.00+010421.6,151.625021,1.0726933,0.5080,3,22.0684,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.0684,0.0453
100032081,VVDS-J100710.23+010405.9,151.792642,1.0683132,0.1819,3,18.6933,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,18.6933,0.0055
100032363,VVDS-J100251.39+010428.0,150.714166,1.0744611,0.8564,4,22.0567,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,22.0567,0.0356
100032481,VVDS-J100450.51+010427.4,151.210481,1.0742952,0.0000,4,20.8584,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.8584,0.0117
100032557,VVDS-J100507.31+010427.1,151.280461,1.0742048,0.0000,4,20.3598,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,20.3598,0.0087
100032703,VVDS-J100413.40+010431.1,151.055866,1.0753169,0.0000,3,21.3368,-99.9,-99.9,99.99,99.99,99.99,99.99,99.99,99.99,21.3368,0.0148
