ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I
100471758,VVDS-J100505.04+021201.1,151.271026,2.200333,0.0000,4,19.6827,-99.9,-99.9,22.6108,0.0823,21.1547,0.0976,20.6203,0.0873,19.6827,0.0065
100471820,VVDS-J100411.12+021157.7,151.046347,2.1993661,0.3704,3,21.2952,-99.9,-99.9,23.053,0.0933,21.9782,0.176,21.7054,0.1207,21.2952,0.02
100471835,VVDS-J100555.06+021203.5,151.479446,2.2009851,0.7835,3,21.7315,-99.9,-99.9,24.0262,0.1453,23.346,0.3063,22.8139,0.2634,21.7315,0.0205
100472021,VVDS-J100459.79+021154.8,151.24913,2.1985619,0.0000,3,18.821,-99.9,-99.9,19.5886,0.0202,19.0595,0.0331,19.1299,0.0299,18.821,0.0043
100472059,VVDS-J100643.82+021208.0,151.6826,2.2022301,0.0000,3,22.0499,-99.9,-99.9,99.99,99.99,24.5954,0.6202,23.9254,0.4743,22.0499,0.049
100472097,VVDS-J100326.55+021141.8,150.860627,2.1949637,0.0000,4,17.6694,-99.9,-99.9,20.7156,0.1129,20.3442,0.0915,20.8341,0.0922,17.6694,0.0021
100472257,VVDS-J100557.25+021200.5,151.488553,2.2001563,0.4288,3,20.5819,-99.9,-99.9,23.2097,0.0974,22.0717,0.1623,21.3355,0.1292,20.5819,0.0111
100472270,VVDS-J100401.42+021210.4,151.005946,2.2029163,0.4992,3,22.3366,-99.9,-99.9,23.6244,0.1223,23.0919,0.3211,22.7223,0.2017,22.3366,0.0357
100472303,VVDS-J100637.60+021207.7,151.656671,2.2021645,0.0000,3,20.2336,-99.9,-99.9,22.1831,0.1579,21.5001,0.1189,21.1279,0.1145,20.2336,0.0166
100472328,VVDS-J100402.05+021207.3,151.008567,2.2020381,0.3699,3,21.9593,-99.9,-99.9,23.1285,0.0985,22.439,0.2339,22.3396,0.17,21.9593,0.039
100472408,VVDS-J100336.32+021207.5,150.901346,2.2020879,0.5685,4,21.6098,-99.9,-99.9,23.0322,0.315,22.6325,0.2519,22.0815,0.1491,21.6098,0.0165
100472437,VVDS-J100528.75+021205.8,151.369808,2.2016369,0.0000,3,21.6863,-99.9,-99.9,24.1176,0.2109,23.0921,0.2972,23.1641,0.3721,21.6863,0.0275
100472771,VVDS-J100554.78+021210.9,151.478291,2.203041,0.2360,4,21.5121,-99.9,-99.9,22.7388,0.0742,22.1166,0.1609,22.0283,0.1766,21.5121,0.0168
100472787,VVDS-J100426.30+021210.0,151.109586,2.2027947,0.0000,24,20.9105,-99.9,-99.9,24.6863,0.2277,23.0669,0.3002,22.3673,0.163,20.9105,0.0131
100472854,VVDS-J100300.26+021200.1,150.751096,2.2000549,0.3719,3,19.5019,-99.9,-99.9,22.5581,0.2604,21.0241,0.1213,20.2574,0.0648,19.5019,0.006
100472916,VVDS-J100349.99+021147.2,150.958322,2.1964487,0.4772,3,18.6539,-99.9,-99.9,22.1281,0.2339,20.7114,0.1049,19.5519,0.0454,18.6539,0.0034
100473183,VVDS-J100429.82+021212.6,151.124261,2.2035024,0.0000,4,19.5632,-99.9,-99.9,23.5535,0.1216,21.9535,0.1698,21.1875,0.094,19.5632,0.006
100473389,VVDS-J100302.14+021217.7,150.758931,2.2049324,0.0000,3,21.8453,-99.9,-99.9,21.8544,0.1725,21.7567,0.1682,21.9994,0.1447,21.8453,0.0192
100473482,VVDS-J100630.74+021217.9,151.628102,2.2049965,0.0000,4,20.588,-99.9,-99.9,25.0886,0.7586,23.0325,0.2468,22.4874,0.2233,20.588,0.0199
100473655,VVDS-J100649.53+021217.6,151.706414,2.204903,0.3738,3,21.1291,-99.9,-99.9,23.1101,0.2589,22.0726,0.203,22.2814,0.2892,21.1291,0.0298
100473987,VVDS-J100440.06+021221.9,151.166922,2.206094,0.5861,3,21.9352,-99.9,-99.9,23.2111,0.108,23.105,0.365,22.6411,0.2248,21.9352,0.036
100474153,VVDS-J100553.63+021222.5,151.473492,2.2062567,0.6525,3,22.0435,-99.9,-99.9,99.99,99.99,24.3247,0.5615,23.2197,0.3172,22.0435,0.0238
100474409,VVDS-J100313.59+021218.8,150.806642,2.2052297,0.4384,3,19.7511,-99.9,-99.9,22.9937,0.3119,21.5476,0.149,20.576,0.0737,19.7511,0.006
100474515,VVDS-J100429.35+021211.6,151.122293,2.2032442,0.0000,4,17.8679,-99.9,-99.9,20.2374,0.0251,19.0071,0.0433,18.5385,0.0277,17.8679,0.0026
100474817,VVDS-J100405.08+021222.2,151.021183,2.2061924,0.6019,4,22.2349,-99.9,-99.9,24.0742,0.1766,23.4,0.3862,22.9485,0.2489,22.2349,0.0378
100474844,VVDS-J100349.34+021226.4,150.955613,2.2073407,0.0000,4,19.959,-99.9,-99.9,23.6294,0.4235,22.1047,0.1915,21.4345,0.1078,19.959,0.0056
100474985,VVDS-J100631.38+021225.3,151.630761,2.2070492,0.3287,4,19.6747,-99.9,-99.9,21.9676,0.1424,20.6649,0.0803,20.3774,0.0803,19.6747,0.013
100475075,VVDS-J100444.31+021230.9,151.184647,2.2085911,0.3727,4,22.4515,-99.9,-99.9,23.6797,0.1273,22.9105,0.2852,22.865,0.2086,22.4515,0.0377
100475194,VVDS-J100400.87+021227.2,151.003658,2.2075766,0.0000,4,19.5143,-99.9,-99.9,22.496,0.0701,21.1797,0.1241,20.6139,0.0737,19.5143,0.006
100475256,VVDS-J100615.46+021226.3,151.56442,2.207331,0.0000,4,18.3111,-99.9,-99.9,21.0418,0.0326,19.7187,0.0527,19.2197,0.0477,18.3111,0.0062
100475297,VVDS-J100407.06+021228.3,151.02944,2.2078711,0.4639,3,20.1906,-99.9,-99.9,22.6277,0.081,21.6627,0.1828,20.9257,0.0888,20.1906,0.0092
100475480,VVDS-J100630.29+021229.6,151.626214,2.2082402,0.0000,4,18.7279,-99.9,-99.9,22.2326,0.1628,20.7593,0.0842,20.1599,0.0728,18.7279,0.0076
100475742,VVDS-J100428.19+021235.9,151.117494,2.2099751,0.9042,3,21.4968,-99.9,-99.9,24.5758,0.2063,23.5006,0.3668,22.9382,0.2156,21.4968,0.0196
100475849,VVDS-J100311.25+021234.7,150.796886,2.2096431,0.7376,3,22.2048,-99.9,-99.9,23.2673,0.4007,23.1419,0.3182,22.8227,0.2492,22.2048,0.0266
100475859,VVDS-J100557.45+021230.5,151.489405,2.2084862,0.0000,4,18.771,-99.9,-99.9,19.9835,0.0205,19.2491,0.0424,19.1914,0.047,18.771,0.0034
100476166,VVDS-J100252.35+021236.8,150.718139,2.2102384,0.3460,3,22.1524,-99.9,-99.9,23.5276,0.5835,22.5781,0.2947,22.4101,0.1863,22.1524,0.0293
100476296,VVDS-J100354.56+021225.9,150.977347,2.2072009,0.0000,4,18.0849,-99.9,-99.9,21.0056,0.1199,19.68,0.062,19.0957,0.0366,18.0849,0.0029
100476488,VVDS-J100552.13+021239.4,151.467234,2.210951,0.2248,3,22.2357,-99.9,-99.9,23.378,0.1027,22.6724,0.2696,22.6204,0.2551,22.2357,0.0308
100476748,VVDS-J100651.86+021243.5,151.716096,2.2121052,0.2234,4,21.6252,-99.9,-99.9,23.2242,0.2755,22.6526,0.2008,22.3462,0.2019,21.6252,0.0398
100476766,VVDS-J100343.19+021239.5,150.929971,2.210987,0.0000,4,20.8841,-99.9,-99.9,23.8613,0.4576,23.2562,0.3291,22.6693,0.1914,20.8841,0.0094
100476927,VVDS-J100325.41+021218.5,150.855875,2.2051539,0.1674,4,17.7396,-99.9,-99.9,19.6397,0.0646,18.6091,0.0382,18.3427,0.0264,17.7396,0.0021
100476945,VVDS-J100447.73+021235.7,151.198891,2.2099414,0.0000,3,19.1642,-99.9,-99.9,20.7216,0.0324,19.7939,0.0748,19.5681,0.044,19.1642,0.0049
100477076,VVDS-J100355.71+021244.8,150.982163,2.2124646,0.0000,4,20.6509,-99.9,-99.9,25.1264,0.2725,23.9322,0.5031,22.8852,0.2153,20.6509,0.0109
100477188,VVDS-J100256.08+021243.5,150.733691,2.2121055,0.3064,4,21.0899,-99.9,-99.9,22.4798,0.2368,21.6109,0.1579,21.5103,0.1273,21.0899,0.0175
100477349,VVDS-J100327.86+021249.4,150.866103,2.2137253,0.7948,3,21.8991,-99.9,-99.9,24.335,0.6058,23.696,0.427,22.9958,0.2294,21.8991,0.0184
100477397,VVDS-J100248.70+021248.6,150.702932,2.2135003,0.4564,3,21.3924,-99.9,-99.9,22.729,0.2599,22.0281,0.1906,21.7782,0.1305,21.3924,0.0146
100477412,VVDS-J100602.94+021242.0,151.51228,2.2116898,0.5849,3,20.5879,-99.9,-99.9,23.5764,0.1274,22.2661,0.1824,21.5299,0.1423,20.5879,0.0113
100477701,VVDS-J100627.22+021250.4,151.613458,2.2140026,0.6678,3,21.3848,-99.9,-99.9,25.1895,0.7648,23.7447,0.3728,22.7805,0.2538,21.3848,0.0341
100477763,VVDS-J100606.96+021246.4,151.529006,2.2128902,0.6858,4,20.9407,-99.9,-99.9,23.6704,0.1253,22.6522,0.219,21.9861,0.1773,20.9407,0.0131
100478273,VVDS-J100440.91+021254.7,151.170459,2.2152221,0.0000,4,21.0235,-99.9,-99.9,24.1904,0.165,23.1407,0.3156,22.4043,0.1646,21.0235,0.0141
100478490,VVDS-J100437.46+021254.4,151.156114,2.2151254,0.9415,3,21.1091,-99.9,-99.9,22.6474,0.0763,99.99,99.99,22.5799,0.2505,21.1091,0.0175
100478607,VVDS-J100636.01+021256.9,151.650067,2.2158282,0.9246,3,21.6686,-99.9,-99.9,24.4729,0.5559,24.2746,0.5834,24.6239,0.8785,21.6686,0.053
100478634,VVDS-J100343.67+021259.3,150.931995,2.2164862,0.0000,3,21.927,-99.9,-99.9,24.5627,0.6638,23.7901,0.4337,23.4406,0.2792,21.927,0.0179
100478687,VVDS-J100554.18+021257.7,151.475771,2.2160287,0.0000,4,21.5491,-99.9,-99.9,24.9372,0.2271,23.5698,0.3315,23.0092,0.2869,21.5491,0.0161
100479004,VVDS-J100425.62+021252.0,151.106779,2.2144713,0.1670,3,20.4285,-99.9,-99.9,21.6868,0.0493,20.9343,0.1063,20.9121,0.0831,20.4285,0.0116
100479084,VVDS-J100612.27+021301.3,151.551145,2.217034,0.3208,3,22.392,-99.9,-99.9,24.3196,0.1648,23.3442,0.2977,22.9827,0.2809,22.392,0.0302
100479428,VVDS-J100444.94+021302.8,151.187286,2.2174641,0.4599,3,22.3829,-99.9,-99.9,23.7627,0.1401,23.0465,0.3056,22.7331,0.2172,22.3829,0.0383
100479569,VVDS-J100445.33+021305.2,151.188899,2.2181119,1.1364,23,22.4545,-99.9,-99.9,26.0592,0.5865,24.867,1.0003,24.0157,0.4242,22.4545,0.0368
100479673,VVDS-J100434.76+021304.5,151.144872,2.2179197,0.6577,3,21.64,-99.9,-99.9,24.7889,0.2473,23.2833,0.5947,22.6113,0.1843,21.64,0.0216
100479899,VVDS-J100424.34+021258.7,151.101441,2.2163286,0.7151,3,20.6356,-99.9,-99.9,22.4547,0.0716,21.8379,0.1642,21.4081,0.1056,20.6356,0.0134
100479926,VVDS-J100642.09+021308.4,151.675392,2.219005,0.0000,4,21.7726,-99.9,-99.9,99.99,99.99,24.8332,0.6982,23.584,0.371,21.7726,0.0394
100480006,VVDS-J100632.27+021257.6,151.634481,2.216025,0.1895,4,19.2321,-99.9,-99.9,20.5342,0.0731,19.6733,0.0509,19.7211,0.0593,19.2321,0.0104
100480027,VVDS-J100614.04+021303.9,151.558506,2.2177701,0.0000,4,20.886,-99.9,-99.9,25.4607,0.3107,24.0876,0.466,23.0448,0.2925,20.886,0.0107
100480186,VVDS-J100445.59+021305.5,151.189985,2.2182007,0.3127,3,21.0768,-99.9,-99.9,22.6713,0.0809,21.6035,0.1514,21.4715,0.1139,21.0768,0.0169
100480352,VVDS-J100608.02+021301.5,151.533441,2.2170976,0.0000,4,18.1788,-99.9,-99.9,21.1825,0.0358,19.7855,0.0543,19.2212,0.0477,18.1788,0.0026
100480441,VVDS-J100425.03+021303.8,151.104328,2.2177399,0.0000,4,18.9588,-99.9,-99.9,22.1091,0.0598,20.7237,0.0958,20.1011,0.0568,18.9588,0.0045
100480583,VVDS-J100353.78+021308.0,150.974124,2.2189011,0.0000,4,19.3909,-99.9,-99.9,22.6406,0.2607,21.2905,0.1306,20.6693,0.0757,19.3909,0.0047
100480720,VVDS-J100436.81+021305.3,151.15338,2.2181525,0.0000,4,18.3422,-99.9,-99.9,22.0109,0.0556,20.5655,0.1104,19.8262,0.0587,18.3422,0.0033
100480855,VVDS-J100641.49+021309.5,151.672901,2.2193292,0.0000,4,18.7721,-99.9,-99.9,22.665,0.2609,20.995,0.0941,20.2993,0.0776,18.7721,0.0099
100480947,VVDS-J100337.17+021314.5,150.904898,2.2206966,0.6938,3,21.5664,-99.9,-99.9,23.7741,0.4564,23.0447,0.3048,22.5288,0.1833,21.5664,0.0148
100481132,VVDS-J100401.47+021317.6,151.006132,2.2215569,0.4159,3,22.2701,-99.9,-99.9,23.8646,0.1385,23.0098,0.3009,22.7158,0.1986,22.2701,0.0323
100481176,VVDS-J100430.18+021314.2,151.125751,2.2206145,0.0000,4,19.5955,-99.9,-99.9,23.3906,0.1112,21.8536,0.163,21.1299,0.0915,19.5955,0.0061
100481458,VVDS-J100256.67+021316.6,150.736143,2.2212924,0.0000,4,19.8014,-99.9,-99.9,23.5177,0.3862,22.0169,0.1908,21.3095,0.1051,19.8014,0.0061
100481583,VVDS-J100411.23+021317.4,151.046804,2.2215023,0.4653,4,20.9291,-99.9,-99.9,22.1406,0.0588,21.5434,0.1407,21.3276,0.1007,20.9291,0.0146
100481675,VVDS-J100404.17+021319.9,151.017415,2.2222087,0.3564,3,21.7684,-99.9,-99.9,23.1033,0.1451,22.2263,0.2453,22.1764,0.1537,21.7684,0.0258
100481777,VVDS-J100332.14+021319.0,150.883926,2.2219703,0.0000,4,20.9394,-99.9,-99.9,24.4276,0.6439,23.1024,0.3149,22.467,0.1778,20.9394,0.0095
100482163,VVDS-J100326.68+021322.5,150.861181,2.2229278,0.3747,4,22.0328,-99.9,-99.9,23.5103,0.3925,22.5956,0.2427,22.422,0.174,22.0328,0.0218
100482243,VVDS-J100328.58+021324.7,150.869103,2.2235507,0.4383,3,21.1161,-99.9,-99.9,24.0108,0.5229,22.6386,0.2512,21.8343,0.1321,21.1161,0.0112
100482499,VVDS-J100434.24+021312.3,151.1427,2.2201019,0.6602,4,20.4762,-99.9,-99.9,24.3661,0.1967,22.5368,0.2472,21.6838,0.1217,20.4762,0.0114
100482738,VVDS-J100426.76+021328.0,151.111534,2.224453,0.5684,3,21.9673,-99.9,-99.9,23.8389,0.1377,23.2932,0.3341,22.6599,0.1894,21.9673,0.0286
100482797,VVDS-J100443.49+021324.0,151.181232,2.2233567,0.0000,3,18.5912,-99.9,-99.9,19.4541,0.018,18.8717,0.0421,18.8665,0.0318,18.5912,0.0037
100482845,VVDS-J100616.78+021325.0,151.569931,2.2236169,0.0000,4,20.9764,-99.9,-99.9,24.107,0.2808,23.1454,0.2693,22.7432,0.2514,20.9764,0.0269
100483173,VVDS-J100432.78+021316.1,151.136614,2.2211655,0.4210,4,18.9407,-99.9,-99.9,21.7122,0.0509,20.1741,0.0747,19.5516,0.0442,18.9407,0.005
100483204,VVDS-J100633.97+021333.3,151.641565,2.2259229,0.0000,4,21.2062,-99.9,-99.9,25.0706,0.7485,23.3502,0.2966,22.6453,0.2369,21.2062,0.0287
100483582,VVDS-J100350.21+021334.3,150.959222,2.2262116,0.0000,4,20.5001,-99.9,-99.9,23.8498,0.4615,22.5187,0.2337,21.8391,0.13,20.5001,0.0074
100483599,VVDS-J100305.67+021332.6,150.773639,2.2257251,0.5614,3,20.9888,-99.9,-99.9,23.0971,0.3208,22.3692,0.2304,21.7878,0.1323,20.9888,0.0128
100483622,VVDS-J100303.49+021318.9,150.764578,2.2219424,0.4082,3,19.1692,-99.9,-99.9,22.0963,0.206,20.7104,0.105,19.8905,0.0547,19.1692,0.005
100483850,VVDS-J100448.29+021329.1,151.201225,2.2247539,0.0000,4,17.8712,-99.9,-99.9,21.7789,0.053,20.1745,0.0769,19.4282,0.0447,17.8712,0.0026
100483921,VVDS-J100550.78+021331.9,151.461611,2.2255516,0.7602,3,21.0979,-99.9,-99.9,24.8896,0.2569,23.8392,0.4625,22.5716,0.2352,21.0979,0.0138
100484047,VVDS-J100329.88+021336.9,150.874531,2.2269178,0.7963,4,21.1405,-99.9,-99.9,24.2689,0.6639,23.2006,0.3483,22.3825,0.1733,21.1405,0.0126
100484109,VVDS-J100559.64+021338.4,151.498536,2.2273543,0.3329,4,21.4809,-99.9,-99.9,23.0309,0.0884,22.0141,0.1571,21.9551,0.1757,21.4809,0.018
100484247,VVDS-J100441.58+021342.6,151.173264,2.2285187,0.6768,3,22.4165,-99.9,-99.9,24.1864,0.1684,23.5075,0.3799,23.0503,0.2258,22.4165,0.0343
100484351,VVDS-J100324.79+021344.2,150.853299,2.2289485,0.0000,4,22.174,-99.9,-99.9,99.99,99.99,99.99,99.99,24.0508,0.3976,22.174,0.0234
100484406,VVDS-J100403.65+021341.0,151.015237,2.2280616,0.0000,3,20.4875,-99.9,-99.9,23.2617,0.1072,21.8166,0.1677,21.2514,0.099,20.4875,0.0101
100484704,VVDS-J100612.91+021326.5,151.553803,2.2240363,0.3208,4,18.8982,-99.9,-99.9,21.2018,0.0362,20.0006,0.0614,19.616,0.0575,18.8982,0.0043
100484753,VVDS-J100257.45+021345.7,150.739396,2.2293767,0.0000,3,21.3412,-99.9,-99.9,25.2001,0.9834,23.8326,0.4622,23.1851,0.2549,21.3412,0.014
100484821,VVDS-J100433.74+021335.4,151.140587,2.2265115,0.6594,4,21.1421,-99.9,-99.9,24.9024,0.3004,23.0218,0.3047,22.1201,0.1471,21.1421,0.0176
100484825,VVDS-J100609.75+021345.7,151.540647,2.229367,0.3133,4,22.0762,-99.9,-99.9,23.6787,0.1222,22.8126,0.2343,22.7121,0.2557,22.0762,0.0263
100484921,VVDS-J100306.70+021345.0,150.777958,2.2291809,0.1036,4,20.7557,-99.9,-99.9,22.0359,0.1881,21.2779,0.1344,21.3046,0.1049,20.7557,0.0103
100484935,VVDS-J100645.36+021347.4,151.689003,2.2298594,0.0000,4,21.3535,-99.9,-99.9,99.99,99.99,24.453,0.5773,23.3444,0.3365,21.3535,0.0301
100485196,VVDS-J100645.58+021347.8,151.689929,2.2299458,0.0000,24,20.1715,-99.9,-99.9,23.6617,0.3387,22.2331,0.1689,21.5727,0.1409,20.1715,0.0155
100485285,VVDS-J100626.18+021349.8,151.609106,2.2305025,0.6157,3,22.4512,-99.9,-99.9,24.4693,0.5082,23.7814,0.3738,23.3299,0.3351,22.4512,0.0734
100485767,VVDS-J100338.59+021355.5,150.910796,2.2320923,0.0000,4,21.9475,-99.9,-99.9,25.0162,0.9232,24.2461,0.6997,23.8958,0.36,21.9475,0.0186
100485791,VVDS-J100340.17+021355.6,150.917409,2.2321308,0.0000,3,22.0395,-99.9,-99.9,24.9084,1.0865,24.1394,0.5565,23.1833,0.3637,22.0395,0.0194
100485809,VVDS-J100604.51+021354.1,151.518811,2.231704,0.5801,4,22.3147,-99.9,-99.9,24.0937,0.1441,23.4681,0.3131,22.9124,0.2693,22.3147,0.0286
100486015,VVDS-J100327.27+021351.4,150.863642,2.2309619,0.4140,4,20.178,-99.9,-99.9,22.242,0.2164,21.2657,0.1302,20.8291,0.083,20.178,0.0066
100486148,VVDS-J100446.35+021353.1,151.193155,2.2314264,0.0000,3,19.6921,-99.9,-99.9,20.3123,0.0268,19.8399,0.0658,19.9162,0.0521,19.6921,0.0065
100486664,VVDS-J100600.18+021357.5,151.500785,2.2326424,0.2481,4,21.0694,-99.9,-99.9,22.33,0.0612,21.497,0.1205,21.4824,0.1367,21.0694,0.0134
100486880,VVDS-J100339.75+021400.2,150.915632,2.2333948,0.5684,4,20.9829,-99.9,-99.9,24.3328,0.867,22.9154,0.2901,21.8861,0.1507,20.9829,0.0112
100486910,VVDS-J100415.11+021359.8,151.062977,2.2332819,0.0000,4,19.5297,-99.9,-99.9,22.7079,0.0767,21.3118,0.1262,20.6936,0.0747,19.5297,0.006
100486982,VVDS-J100551.41+021403.1,151.464239,2.2341948,0.8036,3,22.365,-99.9,-99.9,23.8006,0.125,24.03,0.4758,23.7352,0.4636,22.365,0.0294
100487018,VVDS-J100635.52+021357.9,151.648002,2.2327582,0.1797,3,20.6421,-99.9,-99.9,22.1263,0.1556,21.2125,0.105,21.1618,0.117,20.6421,0.026
100487629,VVDS-J100323.69+021409.1,150.848711,2.2358801,0.3279,4,21.6674,-99.9,-99.9,23.181,0.338,22.2607,0.2077,22.1345,0.152,21.6674,0.0182
100488908,VVDS-J100347.70+021416.0,150.94879,2.2377995,0.0000,4,21.6497,-99.9,-99.9,22.6507,0.2643,22.1652,0.2021,22.0937,0.1483,21.6497,0.0193
100489008,VVDS-J100301.87+021419.0,150.757821,2.238617,0.6047,4,21.3675,-99.9,-99.9,22.0208,0.1867,21.998,0.1887,21.9396,0.1412,21.3675,0.015
100489340,VVDS-J100310.55+021414.0,150.793988,2.2372341,0.7894,3,20.5635,-99.9,-99.9,22.9245,0.3445,22.0382,0.2103,21.6266,0.1398,20.5635,0.0111
100490325,VVDS-J100331.48+021419.5,150.881197,2.2387523,0.0000,4,18.6909,-99.9,-99.9,22.6768,0.2666,21.0743,0.1192,20.2627,0.0638,18.6909,0.003
100491076,VVDS-J100603.70+021434.8,151.515449,2.2430222,0.6563,4,22.0936,-99.9,-99.9,23.2514,0.1009,22.9742,0.2454,22.6822,0.2434,22.0936,0.0248
100492467,VVDS-J100630.88+021441.1,151.62869,2.2447666,0.0000,4,18.9834,-99.9,-99.9,22.3909,0.1735,20.9963,0.0938,20.3756,0.0803,18.9834,0.0086
100493138,VVDS-J100615.38+021451.1,151.564125,2.247533,0.0000,3,20.6086,-99.9,-99.9,22.4696,0.0632,21.5162,0.1209,21.2028,0.1191,20.6086,0.0204
100493367,VVDS-J100605.55+021450.3,151.523156,2.2473188,0.8024,3,21.2914,-99.9,-99.9,21.1728,0.0356,21.6876,0.1327,21.7602,0.1588,21.2914,0.0206
100493783,VVDS-J100643.21+021454.0,151.680044,2.248357,0.0000,3,20.1189,-99.9,-99.9,21.1109,0.0994,20.4814,0.0739,20.4703,0.0839,20.1189,0.0155
100493954,VVDS-J100637.04+021459.1,151.654356,2.2497626,0.0000,4,21.8239,-99.9,-99.9,24.9823,0.67,24.2371,0.5291,23.3575,0.3519,21.8239,0.0446
100493965,VVDS-J100427.95+021452.1,151.116488,2.2478168,0.4002,4,19.964,-99.9,-99.9,22.3967,0.0699,21.1553,0.1186,20.6896,0.0749,19.964,0.0082
100494523,VVDS-J100435.67+021455.9,151.148629,2.2488619,0.8003,3,21.8594,-99.9,-99.9,26.1656,0.7912,99.99,99.99,22.9914,0.2264,21.8594,0.0301
100494544,VVDS-J100643.82+021502.0,151.682584,2.2505669,0.6529,3,21.9837,-99.9,-99.9,24.0993,0.4343,23.4397,0.3169,22.765,0.2518,21.9837,0.0532
100495046,VVDS-J100410.67+021504.8,151.044482,2.2513428,0.4790,3,20.9811,-99.9,-99.9,22.4464,0.0676,21.8372,0.162,21.4355,0.1056,20.9811,0.014
100495362,VVDS-J100558.43+021500.8,151.493492,2.2502459,0.0000,4,20.9601,-99.9,-99.9,23.4324,0.1041,22.2498,0.1733,21.8653,0.1639,20.9601,0.0118
100495770,VVDS-J100627.91+021513.9,151.61633,2.2538852,0.6154,4,22.467,-99.9,-99.9,23.7374,0.3357,23.2818,0.2818,22.901,0.2669,22.467,0.0797
100495970,VVDS-J100255.34+021511.6,150.730615,2.2532495,0.0000,3,19.7176,-99.9,-99.9,20.4783,0.0914,20.0076,0.0746,20.0531,0.0652,19.7176,0.006
100496003,VVDS-J100400.91+021508.5,151.003798,2.2523706,0.7500,3,21.7865,-99.9,-99.9,22.9779,0.0876,22.6788,0.2527,22.4148,0.171,21.7865,0.0252
100496468,VVDS-J100557.42+021514.4,151.489276,2.2540004,0.2706,3,22.2093,-99.9,-99.9,23.1913,0.0921,22.6175,0.206,22.6255,0.2392,22.2093,0.0296
100496482,VVDS-J100602.88+021515.5,151.512026,2.2543144,0.6699,4,20.1443,-99.9,-99.9,24.379,0.19,22.3874,0.1865,21.451,0.1348,20.1443,0.0073
100496913,VVDS-J100442.15+021510.5,151.175635,2.2529269,0.0000,4,18.7026,-99.9,-99.9,21.6282,0.05,20.2259,0.0788,19.6311,0.0453,18.7026,0.004
100496930,VVDS-J100559.13+021518.1,151.496385,2.2550418,0.0000,4,19.8404,-99.9,-99.9,22.5141,0.0666,21.3258,0.111,20.8279,0.1003,19.8404,0.0059
100497007,VVDS-J100615.89+021519.0,151.56623,2.2553017,0.1025,4,20.3543,-99.9,-99.9,21.6458,0.0463,20.9317,0.0925,20.8821,0.1029,20.3543,0.0189
100497531,VVDS-J100554.31+021523.8,151.476297,2.2566366,0.0000,4,20.2548,-99.9,-99.9,24.742,0.2137,23.153,0.27,22.3146,0.2025,20.2548,0.0074
100497863,VVDS-J100556.68+021525.3,151.486173,2.2570423,0.1549,3,20.8523,-99.9,-99.9,22.2066,0.0577,21.4978,0.1206,21.4719,0.1366,20.8523,0.011
100498016,VVDS-J100647.38+021528.4,151.697457,2.2578986,0.6529,4,22.4258,-99.9,-99.9,24.0563,0.4338,23.4125,0.3166,22.9773,0.3142,22.4258,0.081
100498065,VVDS-J100636.12+021525.4,151.650518,2.2570645,0.6131,3,20.6097,-99.9,-99.9,22.4147,0.1803,21.7959,0.1398,21.2335,0.1207,20.6097,0.025
100498145,VVDS-J100328.18+021528.9,150.867429,2.2580368,0.5353,3,21.1297,-99.9,-99.9,23.1138,0.3302,22.4687,0.2325,21.8353,0.1328,21.1297,0.0118
100498447,VVDS-J100408.49+021508.6,151.035412,2.252404,0.5551,3,19.3899,-99.9,-99.9,19.6788,0.0195,21.2041,0.1978,20.5113,0.093,19.3899,0.0186
100498974,VVDS-J100612.31+021538.3,151.551313,2.2606645,0.0000,4,21.8988,-99.9,-99.9,99.99,99.99,25.4145,1.054,24.3557,0.6283,21.8988,0.0205
100499066,VVDS-J100434.91+021526.0,151.145477,2.2572406,0.7982,4,20.9384,-99.9,-99.9,24.5486,0.2528,23.0885,0.6192,22.1645,0.1519,20.9384,0.0164
100499290,VVDS-J100353.90+021540.9,150.974591,2.2613731,0.8372,4,21.9386,-99.9,-99.9,23.3837,0.3757,22.9525,0.2926,22.7378,0.2012,21.9386,0.0218
100499429,VVDS-J100326.12+021529.7,150.858861,2.2582643,0.0000,4,17.9087,-99.9,-99.9,19.9625,0.0748,18.5636,0.0373,18.045,0.023,17.9087,0.0021
100499671,VVDS-J100639.44+021542.1,151.664366,2.261707,0.6555,3,21.9839,-99.9,-99.9,24.8031,0.6724,23.5686,0.3565,22.8926,0.2718,21.9839,0.0565
100499691,VVDS-J100610.55+021541.2,151.543971,2.2614688,1.3171,3,22.0987,-99.9,-99.9,22.9414,0.0824,22.7238,0.2181,22.7938,0.2588,22.0987,0.0264
100499718,VVDS-J100308.40+021540.9,150.785039,2.2613662,0.2567,4,21.8635,-99.9,-99.9,23.4683,0.3879,22.7533,0.2779,22.5388,0.1914,21.8635,0.0223
