ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I,MAG_AUTO_U,MAGERR_AUTO_U,MAG_AUTO_G,MAGERR_AUTO_G,MAG_AUTO_R,MAGERR_AUTO_R,MAG_AUTO_I,MAGERR_AUTO_I,MAG_AUTO_Z,MAGERR_AUTO_Z
020227064,VVDS-J022706.07-043006.5,36.7753064,-4.5018327,0.4070,4,23.2323,25.0146,0.1642,24.3669,0.0611,23.657,0.0479,23.4427,0.0407,23.2323,0.0583,24.413660,0.028900,23.946938,0.012700,23.277377,0.010000,23.094888,0.010600,23.028667,0.024600
020227192,VVDS-J022752.47-043013.4,36.9686318,-4.5037283,0.5263,4,21.0518,22.7124,0.0253,22.4613,0.0257,21.8785,0.0184,21.4172,0.0127,21.0518,0.0114,22.637723,0.010000,22.144470,0.010000,21.382519,0.010000,21.038318,0.010000,20.891913,0.010000
020227242,VVDS-J022607.17-043011.1,36.52988,-4.5031037,0.0981,3,23.766,24.3762,0.1098,24.1795,0.0663,22.9547,0.0396,23.0646,0.0505,23.766,0.1154,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020227252,VVDS-J022646.05-043004.8,36.6919114,-4.5013548,0.6313,3,23.9356,26.0509,0.3942,25.4484,0.1457,25.6,0.2521,24.4661,0.102,23.9356,0.1234,25.487901,0.055200,25.109146,0.026400,24.467358,0.019400,23.973648,0.016900,24.043912,0.044900
020227268,VVDS-J022816.27-043006.8,37.0677931,-4.501891,0.2289,4,22.3283,23.9657,0.0855,23.4041,0.0465,22.5758,0.024,22.5596,0.0249,22.3283,0.0422,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020227274,VVDS-J022735.84-043010.2,36.8993371,-4.5028504,0.0000,4,18.5857,99.99,99.99,23.5556,0.0389,21.6838,0.0149,20.6251,0.008,18.5857,0.0031,25.244659,0.058600,22.307575,0.010000,20.931976,0.010000,18.928729,0.010000,18.137595,0.010000
020227280,VVDS-J022717.33-043016.8,36.8222161,-4.5046929,0.3300,3,20.5361,22.7379,0.0462,22.3473,0.0225,21.2865,0.0143,20.955,0.0111,20.5361,0.0116,22.642701,0.010000,21.699877,0.010000,20.911968,0.010000,20.575524,0.010000,20.368330,0.010000
020227302,VVDS-J022632.55-043007.1,36.6356368,-4.5019936,0.4084,3,22.1876,24.6707,0.1185,23.8738,0.0475,22.9828,0.0363,22.5648,0.028,22.1876,0.0294,24.168619,0.021300,23.421444,0.010000,22.530352,0.010000,22.174267,0.010000,22.044080,0.010000
020227325,VVDS-J022711.22-043009.4,36.7967657,-4.502613,0.3205,4,20.956,22.5723,0.0304,22.3465,0.0213,21.455,0.0145,21.2442,0.0116,20.956,0.013,22.485866,0.010000,21.776180,0.010000,21.192879,0.010000,21.003786,0.010000,20.819595,0.010000
020227340,VVDS-J022629.92-043008.7,36.6247053,-4.5024384,0.4478,3,21.7976,23.1661,0.05,23.0108,0.0306,22.3793,0.0274,22.0891,0.0235,21.7976,0.025,23.039666,0.010000,22.658596,0.010000,22.111634,0.010000,21.875724,0.010000,21.856854,0.010000
020227356,VVDS-J022634.83-043010.6,36.645128,-4.5029465,0.6171,4,22.1496,24.0183,0.0932,23.7748,0.0468,23.3028,0.0479,22.6024,0.0316,22.1496,0.0312,23.832884,0.017200,23.391463,0.010000,22.670118,0.010000,22.154367,0.010000,22.212504,0.012200
020227489,VVDS-J022707.12-043000.9,36.7796931,-4.5002512,0.6880,4,23.9636,24.644,0.1148,24.7599,0.0795,24.7185,0.0859,24.54,0.0837,23.9636,0.0942,24.732525,0.025400,24.501057,0.013800,24.208643,0.014100,23.796889,0.013400,23.516690,0.025100
020227503,VVDS-J022539.52-043013.7,36.414667,-4.5038224,0.5248,4,20.0703,-99.9,-99.9,99.99,99.99,21.6274,0.0204,20.7784,0.0164,20.0703,0.0106,23.843840,0.026000,22.378244,0.010000,20.943391,0.010000,20.148926,0.010000,19.846474,0.010000
020227543,VVDS-J022647.34-043006.5,36.6972755,-4.5018099,0.6852,4,21.4962,22.6863,0.0243,22.5408,0.0231,22.299,0.0229,21.8655,0.0166,21.4962,0.0179,22.616696,0.010000,22.331518,0.010000,21.918911,0.010000,21.504088,0.010000,21.381243,0.010000
020227573,VVDS-J022736.06-043005.4,36.9002789,-4.5015258,0.7657,3,22.7234,25.24,0.1954,24.5493,0.0839,24.0352,0.0617,23.5269,0.0482,22.7234,0.0406,24.648647,0.033500,24.110519,0.014300,23.520183,0.010900,22.715608,0.010000,22.466356,0.013900
020227588,VVDS-J022554.92-043004.6,36.4788739,-4.5012844,0.6363,4,22.7184,-99.9,-99.9,99.99,99.99,24.7489,0.1245,23.416,0.0527,22.7184,0.043,25.586029,0.054200,24.711867,0.017200,23.742555,0.010000,22.967703,0.010000,22.685065,0.012100
020227602,VVDS-J022650.84-043001.3,36.7118588,-4.5003842,0.9120,3,23.2623,99.99,99.99,99.99,99.99,25.8654,0.2335,24.6363,0.0888,23.2623,0.0532,27.000190,0.214900,26.137791,0.066300,24.557265,0.020600,23.361928,0.010000,22.690973,0.012700
020227655,VVDS-J022635.91-043002.0,36.6496385,-4.5005683,0.8959,3,22.4493,24.7529,0.1356,24.3889,0.0634,23.6521,0.0511,23.309,0.0403,22.4493,0.0341,24.413501,0.023300,23.925346,0.010100,23.353358,0.010000,22.464548,0.010000,22.154112,0.010000
020227721,VVDS-J022729.00-043003.7,36.8708506,-4.5010443,0.8923,4,21.4518,24.1658,0.0852,23.9012,0.053,23.1117,0.0318,22.5164,0.0231,21.4518,0.0152,24.045542,0.019900,23.349746,0.010000,22.578370,0.010000,21.600234,0.010000,21.069810,0.010000
020227733,VVDS-J022718.07-043000.4,36.8253256,-4.5001384,1.1393,3,23.3562,99.99,99.99,25.71,0.1526,25.1365,0.1107,24.7943,0.1015,23.3562,0.0594,25.513795,0.049900,25.225649,0.026300,24.595422,0.019500,23.640863,0.011100,22.934460,0.014300
020227753,VVDS-J022558.42-043001.6,36.4934535,-4.5004718,0.8823,3,22.7323,-99.9,-99.9,24.8647,0.0938,24.1263,0.0617,23.8701,0.0596,22.7323,0.033,24.916447,0.037900,24.284835,0.014900,23.811339,0.012200,22.882346,0.010000,22.571115,0.013900
020227793,VVDS-J022535.84-043004.6,36.3993689,-4.501302,0.7733,3,21.2144,-99.9,-99.9,99.99,99.99,22.48,0.029,21.8674,0.0263,21.2144,0.0179,23.542598,0.014900,22.746866,0.010000,22.081722,0.010000,21.258942,0.010000,20.976346,0.010000
020227802,VVDS-J022558.24-043000.1,36.4927018,-4.5000466,0.8899,3,23.8144,-99.9,-99.9,24.7782,0.0868,24.6705,0.0978,25.5119,0.2326,23.8144,0.0838,25.317194,0.039600,24.970071,0.020500,24.848765,0.023300,24.192466,0.017600,23.974630,0.036900
020228010,VVDS-J022759.62-042959.8,36.9984426,-4.4999563,0.6330,3,23.3492,25.027,0.152,24.7161,0.1023,24.2826,0.0632,23.9491,0.0646,23.3492,0.0836,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020228018,VVDS-J022703.79-042958.2,36.7658265,-4.4995005,0.8947,3,22.9101,99.99,99.99,26.1553,0.2127,25.0911,0.1118,24.3435,0.0714,22.9101,0.0402,26.313854,0.110800,25.468110,0.035200,24.317431,0.016100,23.091728,0.010000,22.515197,0.010400
020228041,VVDS-J022736.08-042959.5,36.9003598,-4.4998664,0.8526,3,23.2866,25.1657,0.1834,24.7198,0.0898,24.2075,0.0558,24.0698,0.0634,23.2866,0.0571,24.750441,0.032800,24.362592,0.015800,23.975937,0.014700,23.161548,0.010000,22.908487,0.018700
020228055,VVDS-J022600.89-043007.1,36.5037463,-4.5019789,0.8795,3,22.2726,99.99,99.99,24.143,0.0878,23.332,0.0504,22.7219,0.0407,22.2726,0.0399,23.943041,0.030100,23.509892,0.014700,22.948637,0.011100,22.319848,0.010000,21.772286,0.013200
020228056,VVDS-J022659.27-043002.6,36.7469978,-4.5007393,0.6888,3,21.5612,23.4201,0.0483,23.1339,0.0315,22.6474,0.0269,22.1148,0.0185,21.5612,0.0184,23.327437,0.010500,22.772027,0.010000,22.167391,0.010000,21.537547,0.010000,21.347688,0.010000
020228126,VVDS-J022646.16-043000.8,36.6923471,-4.5002305,0.9042,3,22.9132,24.8113,0.1812,24.5887,0.0763,24.0764,0.0721,23.792,0.0578,22.9132,0.0512,24.499007,0.026500,24.154274,0.013000,23.750704,0.012000,22.940108,0.010000,22.699182,0.015700
020228157,VVDS-J022544.95-042959.2,36.4372934,-4.4997882,1.0545,3,23.4578,-99.9,-99.9,24.324,0.1988,24.1186,0.0824,24.1075,0.0893,23.4578,0.0943,24.577475,0.025400,24.455579,0.016200,24.211359,0.016300,23.811112,0.016000,23.525874,0.032600
020228177,VVDS-J022738.37-042959.4,36.9098959,-4.4998491,0.4342,3,22.6873,24.3462,0.0912,24.0058,0.0585,23.3168,0.0308,22.928,0.0279,22.6873,0.0363,24.197888,0.018300,23.619843,0.010000,22.872019,0.010000,22.597705,0.010000,22.452560,0.011400
020228247,VVDS-J022623.08-042958.8,36.5961724,-4.499691,0.4462,4,23.2739,24.2595,0.118,24.3638,0.0744,23.5784,0.049,23.3082,0.0415,23.2739,0.0629,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020228394,VVDS-J022700.61-042955.7,36.7525764,-4.498831,0.0000,4,21.9519,99.99,99.99,26.0212,0.2004,24.7457,0.0839,23.882,0.0513,21.9519,0.0209,26.640896,0.137100,24.934718,0.019500,23.927111,0.010200,22.183988,0.010000,21.456143,0.010000
020228425,VVDS-J022517.48-043027.9,36.3228345,-4.5077553,0.1496,4,19.9963,22.4875,0.0227,21.6385,0.0273,20.7119,0.0091,20.3807,0.009,19.9963,0.0077,22.321251,0.010000,21.060191,0.010000,20.436416,0.010000,20.055573,0.010000,19.894365,0.010000
020228501,VVDS-J022651.09-042956.9,36.7129073,-4.4991601,0.0695,3,21.7242,23.5128,0.0614,22.7679,0.0287,21.8717,0.0168,22.0399,0.017,21.7242,0.0193,23.381996,0.010000,22.374318,0.010000,21.977511,0.010000,21.696288,0.010000,21.572843,0.010000
020228508,VVDS-J022703.83-043011.4,36.7659645,-4.5031874,0.0703,4,19.7325,22.09,0.0185,21.1493,0.0121,20.3671,0.0087,20.095,0.0068,19.7325,0.0069,21.758290,0.010000,20.602591,0.010000,20.080565,0.010000,19.732228,0.010000,19.601773,0.010000
020228702,VVDS-J022558.87-043000.5,36.4953255,-4.5001589,0.8833,4,22.6495,99.99,99.99,24.4013,0.0713,23.6644,0.0462,23.3929,0.041,22.6495,0.0336,24.474206,0.025300,23.911126,0.010700,23.528158,0.010000,22.805686,0.010000,22.624069,0.014700
020228793,VVDS-J022736.83-042951.3,36.9034587,-4.4975967,1.0597,3,23.5852,99.99,99.99,26.0222,0.2207,25.3009,0.1146,24.5128,0.0847,23.5852,0.0777,26.819465,0.157200,25.644417,0.036500,24.658478,0.019700,23.796927,0.012300,23.234423,0.018000
020228820,VVDS-J022634.49-042952.5,36.643734,-4.4979188,0.6222,4,23.6134,24.8716,0.1944,24.634,0.0769,24.406,0.0743,24.0619,0.0625,23.6134,0.0771,24.806954,0.026800,24.543910,0.014900,24.012831,0.012000,23.590828,0.011300,23.658097,0.029800
020228902,VVDS-J022507.97-043005.7,36.2832456,-4.5016029,0.0000,3,20.5217,21.6248,0.0074,99.99,99.99,20.4557,0.0109,20.3683,0.0135,20.5217,0.0111,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020229105,VVDS-J022600.97-042955.8,36.5040474,-4.4988501,0.3280,4,22.6761,23.6505,0.1726,23.9344,0.0544,23.0167,0.0306,22.7179,0.0253,22.6761,0.0404,23.652141,0.027400,22.988792,0.010900,22.396937,0.010000,22.257948,0.010000,22.270986,0.025400
020229138,VVDS-J022733.90-042949.7,36.8912914,-4.4971475,1.2067,3,23.4844,24.725,0.1685,24.6843,0.0887,24.2993,0.0561,24.0943,0.0663,23.4844,0.0763,24.644735,0.029000,24.363549,0.015000,23.957735,0.013700,23.451450,0.011900,22.947058,0.018300
020229220,VVDS-J022609.71-042953.8,36.5404757,-4.4982944,0.5823,4,21.64,23.3466,0.0506,23.1299,0.0375,22.5784,0.0287,22.0166,0.0197,21.64,0.0203,23.355418,0.010000,22.854551,0.010000,22.101140,0.010000,21.686931,0.010000,21.664591,0.010000
020229231,VVDS-J022621.88-042952.9,36.5911784,-4.4980278,0.4964,3,22.8988,24.3119,0.0869,24.1459,0.0654,23.6105,0.048,23.1927,0.0363,22.8988,0.0486,24.125512,0.017500,23.807278,0.010000,23.144327,0.010000,22.893558,0.010000,22.937745,0.019500
020229248,VVDS-J022627.14-042952.7,36.6130866,-4.4979736,0.6948,3,23.2967,24.4498,0.1343,24.3679,0.0661,23.9167,0.0596,23.7084,0.0506,23.2967,0.0642,24.371466,0.021800,24.094911,0.012100,23.657490,0.010600,23.152562,0.010000,23.032912,0.020700
020229250,VVDS-J022631.51-043000.8,36.6312982,-4.5002484,0.3099,4,20.073,23.0541,0.0393,22.3591,0.022,21.09,0.0126,20.6285,0.009,20.073,0.0083,22.784648,0.010000,21.600198,0.010000,20.657340,0.010000,20.158206,0.010000,19.882886,0.010000
020229385,VVDS-J022723.86-042953.8,36.8494359,-4.498281,0.6932,4,21.554,24.6122,0.1784,23.8824,0.0582,23.1435,0.0309,22.4514,0.0249,21.554,0.0189,24.113824,0.022800,23.420033,0.010000,22.546820,0.010000,21.658178,0.010000,21.320284,0.010000
020229451,VVDS-J022559.84-042950.9,36.4993662,-4.4974956,0.2111,4,21.9201,99.99,99.99,23.275,0.0343,22.5247,0.0212,22.2738,0.017,21.9201,0.0201,23.659071,0.010700,22.820645,0.010000,22.342024,0.010000,21.938687,0.010000,21.832193,0.010000
020229559,VVDS-J022659.99-042950.1,36.7499878,-4.4972694,0.3877,4,21.8379,23.5301,0.0631,23.3805,0.0417,22.4827,0.0197,22.1751,0.0182,21.8379,0.0219,23.524248,0.010000,22.832982,0.010000,22.122284,0.010000,21.864468,0.010000,21.652527,0.010000
020229625,VVDS-J022627.71-042951.8,36.6154953,-4.4977495,0.8825,3,23.8878,24.2674,0.082,24.6031,0.0758,24.4903,0.0853,24.5336,0.0918,23.8878,0.0979,24.518178,0.019500,24.361066,0.012100,24.390483,0.016400,23.871683,0.014100,23.796151,0.032700
020229636,VVDS-J022508.64-042949.1,36.2860104,-4.4969837,0.6343,4,22.1099,99.99,99.99,24.6282,0.1356,24.1114,0.0888,23.0887,0.0402,22.1099,0.0298,25.458045,0.056000,24.340948,0.014700,23.069615,0.010000,22.200375,0.010000,22.059137,0.010000
020229701,VVDS-J022716.16-042945.8,36.8173517,-4.4960726,0.7892,4,23.1473,24.4129,0.1208,24.279,0.0715,24.145,0.0546,23.7042,0.0522,23.1473,0.0655,24.178266,0.019600,23.967896,0.011400,23.731134,0.012300,23.151624,0.010000,22.958754,0.020300
020229726,VVDS-J022555.74-042947.8,36.4822545,-4.4966126,0.6320,3,22.55,-99.9,-99.9,25.8375,0.2226,24.4338,0.1026,23.4655,0.0477,22.55,0.0389,27.123841,0.251600,24.850022,0.023600,23.499148,0.010000,22.503923,0.010000,22.230504,0.010000
020229747,VVDS-J022538.17-042947.6,36.4090459,-4.4965695,0.8528,3,21.7512,-99.9,-99.9,22.9434,0.0527,23.0291,0.0417,22.8302,0.0372,21.7512,0.0281,23.443993,0.010000,23.096723,0.010000,22.805520,0.010000,22.044544,0.010000,21.883617,0.010000
020229860,VVDS-J022613.29-042951.6,36.5553807,-4.4976784,0.6341,3,22.3242,25.5297,0.2457,24.7015,0.1149,23.8386,0.0692,22.9542,0.0381,22.3242,0.0387,24.853489,0.052500,23.996897,0.017700,22.984953,0.010000,22.257392,0.010000,22.009784,0.012900
020229990,VVDS-J022600.47-042949.4,36.5019739,-4.4970786,0.6335,3,21.9399,99.99,99.99,23.9371,0.0494,23.336,0.0344,22.5145,0.0189,21.9399,0.0203,24.318829,0.021800,23.520937,0.010000,22.673544,0.010000,22.032327,0.010000,21.782447,0.010000
020230204,VVDS-J022616.20-042941.4,36.5675348,-4.4948387,0.9649,3,23.7012,24.4814,0.1279,24.9835,0.1223,24.6784,0.0958,24.4934,0.0963,23.7012,0.1203,25.199712,0.035200,24.908808,0.020900,24.628438,0.020400,24.019033,0.016000,23.807762,0.032600
020230226,VVDS-J022729.74-042948.3,36.8739401,-4.4967555,0.6000,3,21.2845,22.9737,0.0426,22.8712,0.0341,22.3762,0.019,21.6859,0.0152,21.2845,0.0183,22.948918,0.010000,22.505936,0.010000,21.783585,0.010000,21.317293,0.010000,21.217732,0.010000
020230228,VVDS-J022730.11-042941.4,36.8754774,-4.4948552,0.6334,4,23.2825,25.0984,0.1861,24.9524,0.0997,24.5217,0.0611,23.8398,0.0492,23.2825,0.0629,24.837606,0.029700,24.514380,0.015800,23.846592,0.011300,23.414273,0.010300,23.290393,0.022200
020230250,VVDS-J022704.63-042951.4,36.7693053,-4.4976125,0.6119,4,20.4931,99.99,99.99,24.2298,0.081,22.4978,0.0224,21.4729,0.0137,20.4931,0.0109,25.243966,0.090400,23.052065,0.010000,21.632524,0.010000,20.604749,0.010000,20.271436,0.010000
020230273,VVDS-J022638.93-042943.0,36.6622196,-4.4952842,0.9018,4,22.1646,23.6348,0.0836,23.7706,0.0536,23.2744,0.033,23.0372,0.0332,22.1646,0.0313,23.761190,0.016700,23.372476,0.010000,22.992709,0.010000,22.173390,0.010000,21.973914,0.010200
020230363,VVDS-J022642.47-042946.5,36.6769783,-4.4962723,0.2657,4,23.1162,24.15,0.1461,24.2292,0.0758,23.7653,0.0515,23.6154,0.057,23.1162,0.0737,24.568684,0.025900,24.009148,0.010800,23.608463,0.010000,23.442129,0.012000,23.284245,0.025600
020230409,VVDS-J022619.49-042945.0,36.5812361,-4.4958512,0.2940,3,22.4041,24.0906,0.1102,23.7915,0.0597,22.8748,0.0304,22.617,0.0263,22.4041,0.0416,23.994165,0.018300,23.194257,0.010000,22.606156,0.010000,22.397975,0.010000,22.280089,0.012700
020230415,VVDS-J022545.49-042948.1,36.4395783,-4.4967197,0.6129,4,20.4475,-99.9,-99.9,24.1695,0.101,22.5785,0.0336,21.5393,0.0158,20.4475,0.0132,27.829687,0.800800,23.412135,0.010700,21.851652,0.010000,20.675932,0.010000,20.298313,0.010000
020230463,VVDS-J022753.81-042945.2,36.9742371,-4.4959049,0.3714,4,19.82,24.5466,0.0944,22.3795,0.027,21.125,0.0099,20.4427,0.0082,19.82,0.0085,23.844946,0.013500,21.614896,0.010000,20.500060,0.010000,19.919697,0.010000,19.675750,0.010000
020230480,VVDS-J022744.42-042943.3,36.9350997,-4.4953886,1.1524,3,23.1634,23.4502,0.0966,23.6594,0.0506,23.4191,0.0339,23.5011,0.047,23.1634,0.0769,23.611294,0.011600,23.456916,0.010000,23.329732,0.010000,23.064479,0.010000,22.784706,0.017600
020230502,VVDS-J022509.84-042943.4,36.2910388,-4.4954135,1.0391,4,21.7212,23.724,0.0649,23.5544,0.0657,23.1193,0.0441,22.7331,0.0393,21.7212,0.027,23.671116,0.014500,23.272994,0.010000,22.702827,0.010000,21.968636,0.010000,21.442531,0.010000
020230512,VVDS-J022654.22-042941.2,36.725925,-4.4947927,0.6143,3,23.1723,24.898,0.1925,25.0177,0.1251,24.4386,0.0788,23.5239,0.0502,23.1723,0.0724,24.867460,0.032400,24.417938,0.015300,23.712677,0.010500,23.240488,0.010000,23.154867,0.021200
020230579,VVDS-J022649.20-042940.5,36.7050383,-4.4946032,1.1007,3,23.2952,24.0074,0.0944,24.3263,0.0728,23.9497,0.0469,23.9572,0.0614,23.2952,0.0695,24.237772,0.017800,24.013993,0.010300,23.775370,0.010900,23.291809,0.010000,22.908606,0.016400
020230677,VVDS-J022607.61-042939.3,36.5317098,-4.4942716,1.0131,3,23.2018,24.3518,0.1464,24.4549,0.0913,24.1152,0.0686,23.6284,0.0539,23.2018,0.0922,24.525806,0.026100,24.107696,0.013300,23.591947,0.010500,23.051411,0.010000,22.743152,0.016500
020230736,VVDS-J022523.88-042937.9,36.3495168,-4.4938787,0.4775,4,23.5231,24.3363,0.1106,24.4687,0.075,23.9788,0.0818,23.9089,0.0675,23.5231,0.0954,24.486709,0.024100,24.226282,0.011400,23.823136,0.010500,23.471613,0.010400,23.636920,0.030600
020230801,VVDS-J022604.31-042936.8,36.5179678,-4.4935614,0.9250,3,23.5538,99.99,99.99,25.0925,0.1046,24.5178,0.0773,24.3902,0.0741,23.5538,0.1022,25.323530,0.032200,25.133821,0.019900,24.459088,0.013600,23.981489,0.012000,24.010589,0.031400
020230896,VVDS-J022737.44-042936.2,36.9060185,-4.4934021,0.8903,3,23.3947,24.538,0.1173,24.695,0.0874,24.3495,0.0583,24.134,0.069,23.3947,0.0837,24.719035,0.025000,24.382179,0.013500,24.201346,0.015100,23.544725,0.011200,23.400176,0.023600
020230900,VVDS-J022628.44-042937.9,36.6185252,-4.4938703,0.0000,3,21.5595,99.99,99.99,26.4055,0.3,24.3911,0.0602,23.2922,0.0356,21.5595,0.0201,27.696795,0.371200,24.957549,0.021500,23.578022,0.010000,21.836263,0.010000,21.202960,0.010000
020230932,VVDS-J022737.01-042938.2,36.9042248,-4.4939605,0.6317,3,22.5949,24.8894,0.1891,24.5727,0.0821,23.9566,0.0439,23.2915,0.0362,22.5949,0.0455,24.751447,0.029400,24.178235,0.012400,23.355939,0.010000,22.763946,0.010000,22.605815,0.012900
020230940,VVDS-J022812.10-042939.9,37.0504457,-4.494444,0.8762,3,22.4471,23.6558,0.0668,23.538,0.0499,23.2872,0.0377,23.0282,0.0398,22.4471,0.0463,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020231048,VVDS-J022702.63-042947.2,36.7609816,-4.4964451,0.2962,4,19.2716,23.3932,0.0503,22.0472,0.0219,20.4961,0.0071,19.8569,0.0057,19.2716,0.0055,22.930613,0.010000,21.142501,0.010000,19.900050,0.010000,19.337269,0.010000,19.087551,0.010000
020231091,VVDS-J022638.72-042940.9,36.6613565,-4.494704,0.1756,4,22.6523,24.3838,0.1492,23.8292,0.0582,23.29,0.0344,23.3116,0.0444,22.6523,0.0519,24.100843,0.023600,23.506239,0.010000,23.094982,0.010000,22.837770,0.010000,22.721599,0.021300
020231104,VVDS-J022546.79-042943.6,36.4449923,-4.4954661,0.0000,4,20.358,-99.9,-99.9,20.6542,0.0135,20.3837,0.0103,20.4295,0.0086,20.358,0.0122,21.245770,0.010000,20.507036,0.010000,20.413157,0.010000,20.399514,0.010000,20.488945,0.010000
020231143,VVDS-J022726.29-042938.4,36.8595593,-4.4940136,1.0598,3,21.6541,25.9154,0.3494,25.0822,0.1466,24.2001,0.0678,23.0714,0.0387,21.6541,0.0267,26.162165,0.183100,24.665557,0.032800,23.177156,0.011000,21.971975,0.010000,21.131189,0.010000
020231447,VVDS-J022605.16-042936.9,36.5215369,-4.493604,0.7359,4,21.9786,99.99,99.99,26.0874,0.2336,24.224,0.0641,23.0629,0.029,21.9786,0.0326,26.586988,0.166400,24.821713,0.024200,23.361208,0.010000,22.080830,0.010000,21.653443,0.010000
020231519,VVDS-J022522.32-042933.9,36.3430265,-4.4927703,0.6075,4,22.5159,24.0565,0.0848,23.9488,0.0568,23.6827,0.0709,22.9791,0.037,22.5159,0.0459,24.149121,0.019700,23.754437,0.010000,23.051129,0.010000,22.633234,0.010000,22.565759,0.012400
020231614,VVDS-J022650.37-042933.6,36.7098774,-4.4926709,0.7478,4,22.1471,99.99,99.99,25.8159,0.2058,24.2117,0.0625,23.0744,0.0333,22.1471,0.0384,26.302878,0.119500,24.835320,0.021400,23.425516,0.010000,22.144669,0.010000,21.819375,0.010000
020231654,VVDS-J022644.13-042931.9,36.6838903,-4.4922014,1.0160,3,23.3757,24.1798,0.0787,24.3911,0.0741,24.2162,0.055,24.0161,0.062,23.3757,0.0761,24.347196,0.019700,24.132503,0.011000,24.004856,0.013100,23.416150,0.010700,23.115384,0.020100
020231672,VVDS-J022638.62-042936.8,36.6609293,-4.4935827,0.6863,4,22.3576,24.5102,0.1176,24.1604,0.0703,23.6193,0.0415,23.0405,0.0356,22.3576,0.0396,24.466549,0.034800,23.787767,0.013600,23.064629,0.010000,22.441230,0.010000,22.287569,0.015300
020231699,VVDS-J022628.20-042935.2,36.6175228,-4.4931252,0.3140,4,21.321,23.9504,0.0931,23.4147,0.0459,22.261,0.018,21.7729,0.0161,21.321,0.0196,23.761842,0.015200,22.730085,0.010000,21.840049,0.010000,21.389783,0.010000,21.156675,0.010000
020231834,VVDS-J022620.23-042931.5,36.5843146,-4.4921066,1.0410,3,22.4429,24.0664,0.0798,24.0981,0.069,23.6267,0.0394,23.3196,0.0405,22.4429,0.045,24.174083,0.018800,23.783339,0.010000,23.321495,0.010000,22.643156,0.010000,22.149897,0.010000
020231836,VVDS-J022648.55-042931.4,36.7022948,-4.4920667,0.5611,4,23.3033,24.4359,0.0962,24.4265,0.0784,23.8802,0.0452,23.5315,0.0456,23.3033,0.0772,24.443584,0.022100,24.170448,0.011700,23.526963,0.010000,23.245829,0.010000,23.272845,0.023700
020231862,VVDS-J022717.90-042929.1,36.8246043,-4.4914176,0.6123,3,23.9754,25.0694,0.2194,25.6928,0.1738,25.0304,0.0987,24.3671,0.0841,23.9754,0.1391,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020231874,VVDS-J022731.02-042928.3,36.8792787,-4.491205,0.7741,3,23.0443,99.99,99.99,99.99,99.99,25.4142,0.1239,24.2857,0.0757,23.0443,0.0595,27.993630,0.510100,26.013606,0.058400,24.523533,0.019700,23.176952,0.010000,22.633930,0.012500
020231896,VVDS-J022747.69-042928.1,36.948729,-4.491165,0.8904,3,23.9304,99.99,99.99,25.2772,0.1278,24.6336,0.0959,24.8759,0.1288,23.9304,0.1832,25.302158,0.037000,25.063651,0.020700,24.818153,0.022100,24.136217,0.016200,23.992789,0.035800
020232075,VVDS-J022546.27-042936.6,36.4428316,-4.4935075,0.4286,4,20.6489,-99.9,-99.9,22.0509,0.027,21.2821,0.0182,20.9473,0.0117,20.6489,0.0158,22.314852,0.010000,21.724554,0.010000,21.000418,0.010000,20.772533,0.010000,20.679637,0.010000
020232163,VVDS-J022734.41-042926.8,36.8933785,-4.4907932,0.5120,4,23.9239,25.2212,0.2069,25.1087,0.1144,24.7794,0.0856,24.2215,0.0781,23.9239,0.1293,25.114647,0.035700,24.885819,0.019700,24.242983,0.014500,24.059708,0.016900,24.165056,0.046900
020232212,VVDS-J022728.14-042929.4,36.8672719,-4.4915159,1.1176,3,22.4458,23.9868,0.0885,23.6657,0.0514,23.254,0.0323,23.0688,0.0382,22.4458,0.0497,23.722524,0.016600,23.412163,0.010000,22.964531,0.010000,22.468954,0.010000,22.018102,0.010700
