ds_spectra.NUM,ds_spectra.ID_IAU,ds_spectra.ALPHA,ds_spectra.DELTA,ds_spectra.Z,ds_spectra.ZFLAGS,ds_spectra.MAGI,ds_cfh12k.MAG_AUTO_U,ds_cfh12k.MAGERR_AUTO_U,ds_cfh12k.MAG_AUTO_B,ds_cfh12k.MAGERR_AUTO_B,ds_cfh12k.MAG_AUTO_V,ds_cfh12k.MAGERR_AUTO_V,ds_cfh12k.MAG_AUTO_R,ds_cfh12k.MAGERR_AUTO_R,ds_cfh12k.MAG_AUTO_I,ds_cfh12k.MAGERR_AUTO_I,MAG_AUTO_U,MAGERR_AUTO_U,MAG_AUTO_G,MAGERR_AUTO_G,MAG_AUTO_R,MAGERR_AUTO_R,MAG_AUTO_I,MAGERR_AUTO_I,MAG_AUTO_Z,MAGERR_AUTO_Z
020172549,VVDS-J022728.20-043710.5,36.8675115,-4.6195984,0.9155,3,23.0227,-99.9,-99.9,24.4613,0.1169,24.2239,0.1028,23.8686,0.0914,23.0227,0.0533,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020172567,VVDS-J022516.84-043709.5,36.320207,-4.61932,0.8052,3,23.8444,-99.9,-99.9,25.9622,0.1816,25.33,0.1533,25.1889,0.1752,23.8444,0.0906,26.604451,0.119200,25.576530,0.032200,24.994395,0.025200,24.095522,0.015300,23.709830,0.027200
020172581,VVDS-J022623.76-043712.4,36.5990074,-4.6201279,0.9387,3,22.5099,-99.9,-99.9,23.4881,0.068,23.2189,0.049,23.1659,0.0525,22.5099,0.0476,23.387371,0.010600,23.239884,0.010000,23.148603,0.010000,22.615636,0.010000,22.388358,0.013900
020172607,VVDS-J022656.62-043716.6,36.7359451,-4.6213,0.6538,4,20.4422,-99.9,-99.9,23.4912,0.0699,22.4273,0.034,21.343,0.0185,20.4422,0.0107,23.716476,0.016400,22.677234,0.010000,21.517892,0.010000,20.547198,0.010000,20.169998,0.010000
020172614,VVDS-J022557.96-043710.0,36.4915076,-4.6194546,0.8933,3,23.2618,-99.9,-99.9,25.5447,0.1664,24.3672,0.0768,24.8859,0.1463,23.2618,0.0541,25.876053,0.082300,25.121832,0.026900,24.459874,0.019300,23.431330,0.010400,23.111567,0.020100
020172628,VVDS-J022637.68-043712.4,36.6570094,-4.6201382,0.5424,3,22.6793,-99.9,-99.9,23.9007,0.0852,23.3443,0.0577,23.1784,0.058,22.6793,0.0498,24.114406,0.019700,23.719896,0.010000,23.220047,0.010000,22.749511,0.010000,22.516652,0.015400
020172776,VVDS-J022633.52-043710.0,36.6396752,-4.6194536,0.6131,3,22.787,-99.9,-99.9,24.1534,0.1017,23.604,0.0698,23.3394,0.0657,22.787,0.0619,24.039412,0.019800,23.754308,0.010600,23.262338,0.010000,22.862733,0.010000,22.838362,0.021300
020172791,VVDS-J022726.25-043712.5,36.8594019,-4.6201624,0.5111,4,21.6304,-99.9,-99.9,22.9508,0.0469,22.4383,0.0313,21.9265,0.0258,21.6304,0.0179,23.029094,0.010000,22.612371,0.010000,21.866265,0.010000,21.582566,0.010000,21.505030,0.010000
020172855,VVDS-J022549.65-043719.8,36.4569106,-4.622193,0.0000,4,18.2692,-99.9,-99.9,19.0573,0.0061,18.5731,0.0039,18.4482,0.0036,18.2692,0.0036,19.576482,0.010000,18.726700,0.010000,18.439217,0.010000,18.295307,0.010000,18.289832,0.010000
020172876,VVDS-J022553.43-043711.2,36.4726665,-4.619801,0.0000,4,19.9393,-99.9,-99.9,23.6605,0.0689,22.2284,0.0225,21.3278,0.0147,19.9393,0.0081,25.094365,0.038900,22.807702,0.010000,21.610422,0.010000,20.233989,0.010000,19.730965,0.010000
020172878,VVDS-J022621.96-043708.1,36.5915379,-4.6189443,1.0150,3,22.1309,-99.9,-99.9,23.4295,0.0636,23.1502,0.0443,22.998,0.0435,22.1309,0.0269,23.328265,0.010000,23.188957,0.010000,22.945356,0.010000,22.276575,0.010000,21.804289,0.010000
020173030,VVDS-J022553.88-043720.2,36.47453,-4.6222973,0.0000,4,17.5554,-99.9,-99.9,20.7411,0.0147,19.3468,0.0056,18.5469,0.0038,17.5554,0.0025,22.374771,0.010000,20.005230,0.010000,18.773069,0.010000,17.640049,0.010000,17.218334,0.010000
020173047,VVDS-J022540.89-043721.5,36.4204104,-4.6226642,0.2097,3,18.8844,-99.9,-99.9,21.4848,0.0214,19.9588,0.0077,19.4068,0.0065,18.8844,0.0051,22.236082,0.010000,20.556131,0.010000,19.511828,0.010000,19.012983,0.010000,18.773750,0.010000
020173085,VVDS-J022712.81-043709.5,36.803381,-4.6193237,0.4157,4,22.2895,-99.9,-99.9,23.4112,0.0635,22.7397,0.0404,22.3599,0.0319,22.2895,0.0335,23.446229,0.010000,23.007213,0.010000,22.466321,0.010000,22.207216,0.010000,22.230141,0.010200
020173538,VVDS-J022621.63-043704.6,36.5901293,-4.6179492,0.3134,4,21.1415,-99.9,-99.9,23.0122,0.0547,21.8547,0.023,21.5355,0.0199,21.1415,0.0162,23.153665,0.010900,22.238157,0.010000,21.515556,0.010000,21.182475,0.010000,20.922689,0.010000
020173572,VVDS-J022606.21-043701.2,36.5259044,-4.6170023,0.1477,4,23.7471,-99.9,-99.9,24.3277,0.1023,23.9207,0.0683,24.1286,0.0888,23.7471,0.0856,24.840236,0.029700,24.028534,0.010000,23.805079,0.010000,23.619212,0.011500,23.713999,0.032900
020173574,VVDS-J022742.50-043702.7,36.9271196,-4.6174187,0.3469,4,22.3024,-99.9,-99.9,23.356,0.0564,22.6887,0.0341,22.4784,0.0314,22.3024,0.0259,23.530483,0.010000,22.952739,0.010000,22.422695,0.010000,22.318156,0.010000,22.095197,0.010000
020173677,VVDS-J022704.30-043701.0,36.7679324,-4.6169631,0.7889,3,23.8163,-99.9,-99.9,24.7606,0.1245,24.5467,0.1081,24.2257,0.0973,23.8163,0.0909,24.857699,0.029900,24.529575,0.015300,24.359389,0.017300,23.870715,0.015400,23.783693,0.037000
020173897,VVDS-J022722.87-043658.9,36.8453198,-4.6163793,1.1730,3,22.8437,-99.9,-99.9,24.0746,0.0892,23.8202,0.0859,23.5142,0.0796,22.8437,0.0396,23.803482,0.014300,23.573031,0.010000,23.276428,0.010000,22.900083,0.010000,22.482050,0.013200
020173940,VVDS-J022738.67-043656.9,36.9111464,-4.6158118,0.5937,3,23.7315,-99.9,-99.9,24.879,0.133,24.3337,0.0909,24.1674,0.0927,23.7315,0.0737,25.001883,0.031100,24.662755,0.015300,24.019151,0.011100,23.631794,0.010700,23.682256,0.028000
020174009,VVDS-J022632.21-043704.2,36.6342169,-4.6178392,0.3105,4,22.7366,-99.9,-99.9,23.8324,0.0787,22.8957,0.044,22.8485,0.0465,22.7366,0.0623,23.773583,0.016300,23.207955,0.010000,22.722651,0.010000,22.628694,0.010000,22.509256,0.016600
020174029,VVDS-J022723.04-043656.8,36.8460143,-4.6157918,1.3195,3,23.6908,-99.9,-99.9,24.7449,0.1308,24.7064,0.1523,24.2434,0.1226,23.6908,0.0765,24.737235,0.025500,24.282095,0.011500,23.965501,0.011400,23.683263,0.012200,23.122734,0.018000
020174038,VVDS-J022804.58-043703.7,37.0190966,-4.6177147,0.5824,3,20.9719,-99.9,-99.9,24.3346,0.1021,22.9174,0.0405,21.8631,0.0233,20.9719,0.0124,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020174052,VVDS-J022731.28-043657.6,36.8803666,-4.6160037,0.5346,3,22.9498,-99.9,-99.9,24.1918,0.0935,23.6378,0.0627,23.1727,0.0504,22.9498,0.0464,24.342783,0.020500,23.952185,0.010100,23.301262,0.010000,23.006570,0.010000,23.045473,0.020200
020174106,VVDS-J022553.48-043702.9,36.4728719,-4.6174877,0.0000,4,18.8625,-99.9,-99.9,22.937,0.0449,21.4333,0.0151,20.448,0.0095,18.8625,0.0048,24.611665,0.026800,22.053702,0.010000,20.770222,0.010000,19.200089,0.010000,18.613665,0.010000
020174135,VVDS-J022705.70-043703.9,36.7737902,-4.6177713,0.0000,23,18.819,-99.9,-99.9,22.0998,0.0309,20.8347,0.0138,20.1046,0.0094,18.819,0.0043,23.162646,0.010000,21.322311,0.010000,20.251616,0.010000,19.032435,0.010000,18.558208,0.010000
020174198,VVDS-J022643.64-043700.2,36.6818518,-4.6167381,0.9143,4,21.8626,-99.9,-99.9,24.1795,0.1026,23.215,0.0561,22.7321,0.0444,21.8626,0.028,24.361429,0.028800,23.524537,0.010000,22.739544,0.010000,21.900527,0.010000,21.529747,0.010000
020174204,VVDS-J022610.51-043656.1,36.5438024,-4.6155866,1.2119,3,23.4691,-99.9,-99.9,24.1732,0.0925,23.8708,0.0651,23.8591,0.0716,23.4691,0.0663,24.095012,0.015000,23.844108,0.010000,23.784738,0.010000,23.545033,0.010700,23.127662,0.019100
020174293,VVDS-J022528.15-043658.3,36.3673268,-4.6162018,0.6371,3,21.6959,-99.9,-99.9,23.5588,0.0423,23.0081,0.0343,22.2513,0.0238,21.6959,0.0205,23.873728,0.014100,23.164043,0.010000,22.388932,0.010000,21.764592,0.010000,21.578059,0.010000
020174309,VVDS-J022719.01-043655.8,36.8292485,-4.6155018,1.4987,3,23.9939,-99.9,-99.9,25.9536,0.3488,24.6292,0.1348,24.1406,0.1058,23.9939,0.1282,25.421076,0.059500,24.663818,0.020100,23.987337,0.014300,23.587560,0.013800,23.524939,0.032400
020174311,VVDS-J022658.36-043654.1,36.743197,-4.6150506,0.7289,4,23.6492,-99.9,-99.9,25.0633,0.1562,25.0363,0.1674,24.1097,0.0929,23.6492,0.0833,24.940470,0.031400,24.620606,0.015900,24.163746,0.013900,23.462138,0.010100,23.342028,0.022900
020174420,VVDS-J022715.38-043653.9,36.8141008,-4.6149729,0.1400,3,23.9093,-99.9,-99.9,24.9624,0.1442,24.1871,0.0848,24.243,0.0991,23.9093,0.0979,25.304617,0.042100,24.316142,0.011600,23.899673,0.010500,23.720458,0.012400,23.698543,0.030200
020174438,VVDS-J022640.54-043705.5,36.6689362,-4.6182185,0.0000,4,17.5246,-99.9,-99.9,20.9478,0.0174,19.521,0.0076,18.7607,0.0051,17.5246,0.0024,22.259424,0.010000,20.086794,0.010000,18.937542,0.010000,17.658429,0.010000,17.169619,0.010000
020174584,VVDS-J022545.67-043652.8,36.4403144,-4.614669,0.5588,4,23.4967,-99.9,-99.9,25.1637,0.1587,24.6862,0.1009,24.036,0.0708,23.4967,0.0748,25.456941,0.049100,24.947707,0.020900,24.077592,0.012400,23.613086,0.011100,23.369445,0.023200
020174688,VVDS-J022645.71-043657.9,36.690497,-4.6161104,0.3096,4,21.5527,-99.9,-99.9,22.9532,0.0478,22.0824,0.0274,21.8487,0.0247,21.5527,0.0219,23.043847,0.010000,22.335135,0.010000,21.763039,0.010000,21.603346,0.010000,21.378315,0.010000
020174741,VVDS-J022602.97-043657.5,36.5123911,-4.6159815,0.1775,4,22.4873,-99.9,-99.9,23.1514,0.0436,22.5333,0.0243,22.3702,0.0241,22.4873,0.0363,23.600377,0.012500,22.766342,0.010000,22.471960,0.010000,22.276372,0.010000,22.262645,0.011400
020174795,VVDS-J022535.26-043653.3,36.3969186,-4.6148171,0.7304,3,22.8735,-99.9,-99.9,24.1218,0.0602,23.8431,0.0616,23.3687,0.0511,22.8735,0.0523,24.287570,0.021000,23.955106,0.010000,23.535546,0.010000,23.041238,0.010000,22.840728,0.016600
020174880,VVDS-J022546.34-043650.4,36.4430895,-4.6140275,0.0000,4,22.1978,-99.9,-99.9,26.0727,0.2809,24.4137,0.0872,23.6145,0.0571,22.1978,0.0311,27.566700,0.370900,25.005798,0.023600,23.776512,0.010200,22.499126,0.010000,22.035700,0.010000
020175019,VVDS-J022635.05-043706.3,36.6460601,-4.6184199,0.0000,4,18.0097,-99.9,-99.9,19.0553,0.0097,18.4888,0.0058,18.2926,0.005,18.0097,0.003,19.646394,0.010000,18.646225,0.010000,18.232299,0.010000,18.022952,0.010000,17.959554,0.010000
020175168,VVDS-J022526.40-043649.6,36.3600146,-4.613781,0.8936,3,22.738,-99.9,-99.9,25.6418,0.1914,24.6546,0.1298,23.864,0.0802,22.738,0.0508,25.386222,0.060300,24.875531,0.024300,24.150241,0.016500,23.064569,0.010000,22.527148,0.013000
020175180,VVDS-J022658.59-043649.0,36.7441633,-4.6136219,0.4362,4,23.0086,-99.9,-99.9,24.6019,0.1149,23.7393,0.0635,23.2374,0.049,23.0086,0.0477,24.579470,0.021300,24.017606,0.010000,23.197446,0.010000,22.872138,0.010000,22.799028,0.013000
020175186,VVDS-J022557.01-043648.5,36.4875667,-4.6134836,0.0000,3,22.932,-99.9,-99.9,23.9638,0.0583,23.3263,0.0407,23.3351,0.0446,22.932,0.0342,24.816347,0.026400,23.608404,0.010000,23.076528,0.010000,22.798370,0.010000,22.752997,0.012300
020175205,VVDS-J022547.35-043703.4,36.4473325,-4.6176187,0.8829,3,21.113,-99.9,-99.9,25.8333,0.4334,23.5624,0.0694,22.5786,0.0366,21.113,0.0186,25.595759,0.144800,24.357890,0.030400,22.677331,0.010000,21.459966,0.010000,20.707554,0.010000
020175390,VVDS-J022604.82-043701.2,36.5201156,-4.6170011,0.3116,3,20.4156,-99.9,-99.9,22.1755,0.0335,21.1103,0.0128,20.7692,0.0117,20.4156,0.0107,22.155730,0.010000,21.261006,0.010000,20.562833,0.010000,20.211552,0.010000,20.008430,0.010000
020175397,VVDS-J022657.67-043646.1,36.7403131,-4.6128061,0.6878,4,23.368,-99.9,-99.9,24.6916,0.125,24.3446,0.0988,23.9031,0.0805,23.368,0.0673,24.396282,0.021900,24.112761,0.011400,23.635039,0.010000,23.150659,0.010000,22.925867,0.017900
020175490,VVDS-J022648.72-043648.8,36.7030085,-4.6135656,0.3100,3,21.486,-99.9,-99.9,23.3614,0.0581,22.3606,0.0313,21.9581,0.0255,21.486,0.0197,23.614759,0.012900,22.647905,0.010000,21.899887,0.010000,21.554704,0.010000,21.293113,0.010000
020175605,VVDS-J022521.56-043644.5,36.3398642,-4.6123618,0.3272,4,23.9854,-99.9,-99.9,25.1666,0.1034,24.3043,0.0717,24.1648,0.0765,23.9854,0.1026,25.402381,0.044100,24.643368,0.014300,24.067627,0.011100,23.837623,0.012400,23.610778,0.025100
020175617,VVDS-J022556.04-043645.9,36.4835223,-4.6127775,0.9046,4,23.1807,-99.9,-99.9,23.7722,0.0615,23.5452,0.0516,23.431,0.063,23.1807,0.0522,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020175639,VVDS-J022712.72-043650.7,36.803016,-4.6141052,1.0859,3,22.1668,-99.9,-99.9,23.7432,0.0797,23.1591,0.0515,22.9898,0.053,22.1668,0.0329,23.506482,0.015400,23.087876,0.010000,22.718094,0.010000,22.104496,0.010000,21.549426,0.010000
020175721,VVDS-J022721.91-043651.5,36.8413211,-4.6143294,1.1723,4,21.1117,-99.9,-99.9,24.2882,0.1559,23.925,0.1127,22.3186,0.0415,21.1117,0.0154,26.059823,0.151600,24.362339,0.021700,22.776408,0.010000,21.526843,0.010000,20.614795,0.010000
020175739,VVDS-J022600.20-043643.6,36.5008393,-4.6121183,1.3808,3,23.6216,-99.9,-99.9,24.6979,0.0787,24.7541,0.0815,24.2525,0.0643,23.6216,0.0565,24.684071,0.026400,24.404615,0.013400,24.155113,0.014000,23.835411,0.014400,23.314276,0.023300
020175804,VVDS-J022614.88-043647.6,36.5620251,-4.6132246,0.9613,3,22.1968,-99.9,-99.9,23.6833,0.0818,23.0575,0.0469,23.0124,0.0511,22.1968,0.0339,23.487242,0.012500,23.160646,0.010000,22.929670,0.010000,22.356234,0.010000,22.121210,0.011400
020175805,VVDS-J022618.89-043642.4,36.5787369,-4.6117835,0.6701,3,23.9636,-99.9,-99.9,24.7341,0.1304,24.9977,0.1531,24.4973,0.1224,23.9636,0.1062,24.976659,0.031500,24.849629,0.019700,24.424310,0.017700,23.968215,0.016100,23.873519,0.037900
020175888,VVDS-J022606.94-043643.6,36.5289286,-4.6121284,0.3145,4,23.3549,-99.9,-99.9,24.9196,0.1475,23.7966,0.0625,23.6718,0.0634,23.3549,0.0609,24.797247,0.030500,24.095989,0.010500,23.519972,0.010000,23.343632,0.010000,23.220939,0.022500
020175894,VVDS-J022507.70-043645.0,36.2821184,-4.6125238,1.3405,3,22.5772,-99.9,-99.9,23.7871,0.0548,23.4711,0.049,23.1135,0.0438,22.5772,0.0444,23.882445,0.014600,23.482748,0.010000,23.110415,0.010000,22.600575,0.010000,22.020237,0.010000
020176066,VVDS-J022613.81-043644.5,36.5575483,-4.6123676,0.9638,3,21.8233,-99.9,-99.9,23.8036,0.0818,23.0717,0.0445,22.7258,0.0387,21.8233,0.0235,23.733936,0.015400,23.270518,0.010000,22.737124,0.010000,21.976274,0.010000,21.543541,0.010000
020176089,VVDS-J022609.21-043646.3,36.5383967,-4.6128861,0.8758,3,22.9757,-99.9,-99.9,25.6645,0.5039,23.6081,0.0897,23.8798,0.1404,22.9757,0.0918,24.917359,0.053400,24.345644,0.020600,24.017565,0.020100,23.217553,0.013300,23.147978,0.032800
020176187,VVDS-J022711.17-043644.7,36.7965576,-4.6124191,0.6072,4,21.692,-99.9,-99.9,23.6936,0.0723,23.0798,0.0471,22.2541,0.0296,21.692,0.0235,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020176445,VVDS-J022657.20-043638.5,36.7383497,-4.6107196,0.5814,4,23.0942,-99.9,-99.9,24.324,0.098,23.9109,0.0729,23.484,0.0595,23.0942,0.0536,24.219147,0.019100,23.894580,0.010000,23.336605,0.010000,23.018459,0.010000,22.989291,0.019400
020176488,VVDS-J022738.77-043642.1,36.9115577,-4.6117215,0.5852,3,21.775,-99.9,-99.9,22.7122,0.0431,22.1997,0.0291,22.1692,0.0313,21.775,0.0242,23.432583,0.012900,22.856755,0.010000,22.169451,0.010000,21.777894,0.010000,21.749856,0.010000
020176557,VVDS-J022559.76-043637.0,36.4990007,-4.6102812,1.0069,3,23.7574,-99.9,-99.9,26.0976,0.2374,25.3933,0.1465,24.7927,0.1053,23.7574,0.0677,26.172518,0.082500,25.710851,0.035500,25.028940,0.024900,24.284831,0.017300,23.899191,0.031700
020176660,VVDS-J022603.24-043640.6,36.5135348,-4.6112819,0.3097,4,21.3566,-99.9,-99.9,23.1083,0.0391,22.0115,0.0193,21.7353,0.0159,21.3566,0.0155,23.357636,0.010000,22.483334,0.010000,21.789679,0.010000,21.456912,0.010000,21.198199,0.010000
020176904,VVDS-J022546.31-043633.6,36.4429685,-4.6093588,0.6328,3,23.6073,-99.9,-99.9,25.2155,0.1885,24.9478,0.2053,23.3846,0.082,23.6073,0.1356,25.411388,0.058500,24.848243,0.023400,24.176319,0.016800,23.602205,0.013400,23.498760,0.029700
020176911,VVDS-J022658.04-043639.2,36.7418376,-4.6109003,0.4293,4,21.0545,-99.9,-99.9,23.3929,0.0613,22.2398,0.0287,21.5736,0.0201,21.0545,0.0146,23.883335,0.015500,22.784925,0.010000,21.645812,0.010000,21.128939,0.010000,20.875252,0.010000
020176934,VVDS-J022723.06-043635.1,36.8460885,-4.6097639,0.6055,3,23.5582,-99.9,-99.9,24.6599,0.1262,24.5399,0.1345,23.8836,0.0969,23.5582,0.0724,24.743447,0.032900,24.415050,0.016600,23.799194,0.012500,23.385284,0.011900,23.405274,0.030000
020177029,VVDS-J022516.12-043634.8,36.3171926,-4.6096941,0.8661,4,22.1367,-99.9,-99.9,23.4505,0.0397,23.1277,0.0371,22.7808,0.033,22.1367,0.0281,23.544839,0.010000,23.199990,0.010000,22.922257,0.010000,22.206739,0.010000,21.991050,0.010000
020177090,VVDS-J022543.21-043632.7,36.4300816,-4.6090959,1.3384,3,23.1,-99.9,-99.9,24.1269,0.0736,23.8231,0.0669,23.4576,0.077,23.1,0.066,24.303288,0.020100,23.915258,0.010000,23.590474,0.010000,23.294243,0.010000,22.881319,0.016100
020177149,VVDS-J022737.91-043638.1,36.9079826,-4.6106016,0.0706,23,21.7778,-99.9,-99.9,22.9584,0.0489,22.2392,0.0293,22.0566,0.028,21.7778,0.0238,23.627824,0.016800,22.484663,0.010000,21.965931,0.010000,21.684854,0.010000,21.574602,0.010000
020177199,VVDS-J022752.16-043634.0,36.9673748,-4.6094445,0.0000,4,21.5415,-99.9,-99.9,23.5875,0.0594,23.1635,0.0487,22.6937,0.0364,21.5415,0.0159,23.801201,0.014200,23.288692,0.010000,22.783324,0.010000,21.734061,0.010000,21.217288,0.010000
020177201,VVDS-J022719.22-043636.1,36.8301047,-4.6100486,1.1685,3,21.5067,-99.9,-99.9,23.3907,0.0638,22.9387,0.0463,22.4716,0.0369,21.5067,0.0215,23.528088,0.014500,23.124174,0.010000,22.563230,0.010000,21.740281,0.010000,21.045578,0.010000
020177311,VVDS-J022704.22-043633.4,36.7676158,-4.6092817,0.0000,4,21.8462,-99.9,-99.9,22.6509,0.04,22.1491,0.0262,22.0266,0.0246,21.8462,0.0219,23.126488,0.010000,22.275204,0.010000,21.950841,0.010000,21.760757,0.010000,21.729095,0.010000
020177357,VVDS-J022539.94-043632.8,36.4164385,-4.6091116,1.0598,3,22.7104,-99.9,-99.9,23.5654,0.0742,23.58,0.1368,22.2884,0.0418,22.7104,0.0807,23.338835,0.010000,23.074810,0.010000,22.914757,0.010000,22.464401,0.010000,22.310993,0.010000
020177360,VVDS-J022541.74-043638.2,36.4239561,-4.6106332,0.0000,3,21.1237,-99.9,-99.9,22.2327,0.0298,21.7066,0.018,21.4493,0.0176,21.1237,0.0182,22.721670,0.014400,21.750576,0.010000,21.346435,0.010000,21.043962,0.010000,20.751111,0.010000
020177398,VVDS-J022642.91-043640.5,36.6788064,-4.6112639,0.0000,4,19.1221,-99.9,-99.9,22.1015,0.0301,20.6527,0.0129,19.9483,0.0089,19.1221,0.0051,23.596506,0.010800,21.266711,0.010000,20.029203,0.010000,19.258448,0.010000,18.956410,0.010000
020177505,VVDS-J022614.25-043628.3,36.5594143,-4.6078696,0.9035,3,22.7868,-99.9,-99.9,99.99,99.99,25.0702,0.1677,24.1415,0.0956,22.7868,0.0422,26.402442,0.139600,25.359546,0.037600,24.284470,0.018300,22.894034,0.010000,22.407210,0.011300
020177507,VVDS-J022631.35-043652.3,36.6306381,-4.6145389,0.3100,4,19.4981,-99.9,-99.9,21.8316,0.0276,20.5787,0.0129,20.0631,0.0098,19.4981,0.0067,22.205801,0.010000,21.079537,0.010000,20.093490,0.010000,19.587875,0.010000,19.280365,0.010000
020177514,VVDS-J022718.79-043628.0,36.8283302,-4.6077813,1.1660,3,23.4424,-99.9,-99.9,24.8498,0.1334,24.3941,0.0983,24.0747,0.0872,23.4424,0.0672,24.848735,0.024900,24.561210,0.013000,24.097657,0.011300,23.644401,0.010300,23.183093,0.016800
020177573,VVDS-J022505.36-043628.8,36.2723419,-4.6080152,1.4229,3,23.8403,-99.9,-99.9,24.2595,0.0666,24.0063,0.0637,24.1417,0.0805,23.8403,0.1022,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020177585,VVDS-J022610.06-043633.4,36.5419548,-4.6093001,0.7075,4,20.6909,-99.9,-99.9,24.6236,0.1484,22.7645,0.0384,21.823,0.023,20.6909,0.0117,25.257018,0.070900,23.536236,0.010000,22.060385,0.010000,20.821093,0.010000,20.399632,0.010000
020177652,VVDS-J022727.77-043642.0,36.8657421,-4.6116878,0.0000,4,18.2751,-99.9,-99.9,20.7106,0.0158,19.4612,0.0071,18.8481,0.0052,18.2751,0.0029,22.200259,0.010000,19.957190,0.010000,18.862131,0.010000,18.293266,0.010000,18.061454,0.010000
020177685,VVDS-J022735.35-043628.5,36.8973039,-4.6079425,0.6381,3,23.7052,-99.9,-99.9,24.3242,0.1011,24.2106,0.0963,24.3267,0.1263,23.7052,0.0893,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9
020177731,VVDS-J022624.37-043630.7,36.6015434,-4.6085308,0.6109,4,22.2609,-99.9,-99.9,23.5633,0.08,23.1375,0.045,22.6738,0.0362,22.2609,0.0337,23.715336,0.011000,23.415203,0.010000,22.885269,0.010000,22.393036,0.010000,22.274782,0.010000
020177779,VVDS-J022723.48-043630.5,36.8478585,-4.6084741,0.5226,4,20.8132,-99.9,-99.9,24.0922,0.1052,22.6701,0.0412,21.603,0.0206,20.8132,0.011,24.592606,0.030700,23.029941,0.010000,21.689914,0.010000,20.877624,0.010000,20.552228,0.010000
020177786,VVDS-J022554.45-043628.8,36.4768848,-4.6080202,0.3478,4,22.8847,-99.9,-99.9,24.5353,0.0932,23.5221,0.0523,23.2056,0.0431,22.8847,0.055,24.836824,0.032600,23.911594,0.010000,23.173342,0.010000,22.868929,0.010000,22.668319,0.013800
020177869,VVDS-J022543.79-043632.9,36.4324873,-4.6091441,0.6123,4,21.2725,-99.9,-99.9,22.66,0.0343,22.2656,0.028,21.6012,0.025,21.2725,0.0206,22.871547,0.010000,22.384450,0.010000,21.731594,0.010000,21.300084,0.010000,21.222274,0.010000
020177909,VVDS-J022706.49-043627.7,36.7770448,-4.6077006,0.2275,3,22.6459,-99.9,-99.9,23.7324,0.0703,22.9889,0.0418,22.9436,0.0428,22.6459,0.0394,24.154352,0.041000,23.048723,0.010000,22.656107,0.010000,22.445257,0.010800,22.363019,0.025200
020177951,VVDS-J022607.41-043626.8,36.5309112,-4.6074487,0.3101,4,22.5211,-99.9,-99.9,24.2397,0.1041,22.9673,0.0399,22.7549,0.0372,22.5211,0.0361,24.197606,0.019000,23.344080,0.010000,22.712792,0.010000,22.559073,0.010000,22.410493,0.011500
020178006,VVDS-J022610.38-043625.6,36.5432839,-4.6071305,0.8901,3,23.6895,-99.9,-99.9,25.1552,0.1772,24.7023,0.1212,24.6334,0.1369,23.6895,0.0851,25.096324,0.034600,24.888563,0.018400,24.621231,0.018900,23.749854,0.011800,23.576802,0.026500
020178026,VVDS-J022541.35-043627.8,36.4223246,-4.6077265,0.7065,4,22.5472,-99.9,-99.9,24.7021,0.1131,24.446,0.13,23.0934,0.049,22.5472,0.0466,25.072106,0.038200,24.281856,0.011800,23.476369,0.010000,22.671862,0.010000,22.358287,0.010000
020178061,VVDS-J022651.45-043624.0,36.7144042,-4.6066746,0.2982,3,23.8166,-99.9,-99.9,24.8668,0.1289,24.2816,0.0917,24.0677,0.0875,23.8166,0.1294,25.293594,0.040700,24.496086,0.013300,23.969821,0.010900,23.837603,0.013500,23.723889,0.030800
020178293,VVDS-J022721.60-043626.9,36.8400334,-4.6074917,0.0000,4,21.021,-99.9,-99.9,22.233,0.0419,21.4819,0.0188,21.2422,0.0174,21.021,0.0122,22.903482,0.010000,21.703531,0.010000,21.206628,0.010000,21.016683,0.010000,20.960550,0.010000
020178303,VVDS-J022546.09-043627.7,36.4420445,-4.6077039,1.1169,3,21.7211,-99.9,-99.9,22.6076,0.0343,22.3278,0.0271,22.0589,0.0272,21.7211,0.0296,22.704082,0.010000,22.415616,0.010000,22.244773,0.010000,21.871645,0.010000,21.569091,0.010000
020178306,VVDS-J022518.30-043631.3,36.3262589,-4.6087193,0.2392,3,22.3296,-99.9,-99.9,23.8024,0.0525,22.9809,0.0377,22.7279,0.0365,22.3296,0.0393,24.188410,0.027000,23.264636,0.010000,22.702970,0.010000,22.377200,0.010000,22.267244,0.015700
020178325,VVDS-J022509.69-043624.9,36.2903764,-4.6069168,0.8055,4,22.0797,-99.9,-99.9,23.8186,0.0614,23.3833,0.0581,22.9552,0.0621,22.0797,0.0335,24.185186,0.018900,23.462256,0.010000,22.897595,0.010000,22.126934,0.010000,21.853483,0.010000
